louis_emile_vanderburch_antoine_simonnin_jules_henri_vernoy_de_saint_georges-1750_et_1827.html	http://théâtre-documentation.com/content/1750-et-1827-louis-émile-vanderburch-antoine-simonnin-jules-henri-vernoy-de-saint-georges	Louis-Émile VANDERBURCH - Antoine SIMONNIN - Jules-Henri VERNOY DE SAINT-GEORGES	1750 et 1827
adolphe_d_ennery_eugene_cormon-1814_ou_le_pensionnat_de_montereau.html	http://théâtre-documentation.com/content/1814-adolphe-dennery-eugène-cormon	Adolphe D'ENNERY - Eugène CORMON	1814 ou le pensionnat de Montereau
clairville-1836_dans_la_lune.html	http://théâtre-documentation.com/content/1836-dans-la-lune-clairville	CLAIRVILLE	1836 dans la Lune
paul_feval_pierre_zaccone-24_fevrier.html	http://théâtre-documentation.com/content/le-24-février-paul-féval-pierre-zaccone	Paul FÉVAL - Pierre ZACCONE	24 février (Le)
eugene_labiche-29_degres_a_l_ombre.html	http://théâtre-documentation.com/content/?q=node/424	Eugène LABICHE	29 degrés à l'ombre
eugene_labiche_edouard_martin-37_sous_de_m_montaudoin.html	http://théâtre-documentation.com/content/?q=node/1116	Eugène LABICHE - Édouard MARTIN	37 sous de M. Montaudoin (Les)
eugene_labiche_auguste_lefranc-a_bas_la_famille_ou_les_banquets.html	http://théâtre-documentation.com/content/?q=node/426	Eugène LABICHE - Auguste LEFRANC	À bas la famille ou les banquets
rene_de_chazet_joseph_desessarts_d_ambreville_jean_toussaint_merle-a_bas_moliere.html	http://théâtre-documentation.com/content/à-bas-molière-rené-de-chazet-joseph-desessarts-d’ambreville-jean-toussaint-merle	René DE CHAZET - Joseph DESESSARTS D’AMBREVILLE - Jean-Toussaint MERLE	À bas Molière
guy_de_maupassant-a_la_feuille_de_rose_maison_turque.html	http://théâtre-documentation.com/content/à-la-feuille-de-rose-maison-turque-guy-de-maupassant	Guy de MAUPASSANT	À la feuille de Rose, maison turque
georges_feydeau-a_qui_ma_femme.html	http://théâtre-documentation.com/content/?q=node/524	Georges FEYDEAU	À qui ma femme ?
alfred_de_musset-a_quoi_revent_les_jeunes_filles.html	http://théâtre-documentation.com/content/à-quoi-rêvent-les-jeunes-filles-alfred-de-musset	Alfred de MUSSET	À quoi rêvent les jeunes filles
melesville-abenhamet_ou_les_deux_heros_de_grenade.html	http://théâtre-documentation.com/content/abenhamet-mélesville	MÉLESVILLE	Abenhamet ou les deux héros de Grenade
alphonse_daudet-absents.html	http://théâtre-documentation.com/content/les-absents-alphonse-daudet	Alphonse DAUDET	Absents (Les)
tristan_bernard_michel_corday-accord_parfait.html	http://théâtre-documentation.com/content/l’accord-parfait-tristan-bernard-michel-corday	Tristan BERNARD - Michel CORDAY	Accord parfait (L’)
jean_de_la_fontaine-achille.html	http://théâtre-documentation.com/content/?q=node/414	Jean de LA FONTAINE	Achille
marivaux-acteurs_de_bonne_foi.html	http://théâtre-documentation.com/content/?q=node/560	MARIVAUX	Acteurs de bonne foi (Les)
eugene_scribe_jean_francois_bayard-actionnaires.html	http://théâtre-documentation.com/content/les-actionnaires-eugène-scribe-jean-françois-bayard	Eugène SCRIBE - Jean-François BAYARD	Actionnaires (Les)
philippe_poisson-actrice_nouvelle.html	http://théâtre-documentation.com/content/l’actrice-nouvelle-philippe-poisson	Philippe POISSON	Actrice nouvelle (L’)
voltaire-adelaide_du_guesclin.html	http://théâtre-documentation.com/content/?q=node/1034	VOLTAIRE	Adélaïde du Guesclin
eugene_scribe_melesville-adieux_au_comptoir.html	http://théâtre-documentation.com/content/les-adieux-au-comptoir-eugène-scribe-mélesville	Eugène SCRIBE - MÉLESVILLE	Adieux au comptoir (Les)
charles_dufresny-adieux_des_officiers_ou_venus_justifiee.html	http://théâtre-documentation.com/content/les-adieux-des-officiers-charles-dufresny	Charles DUFRESNY	Adieux des officiers (Les) ou Vénus justifiée
louis_de_boissy-admete_et_alceste.html	http://théâtre-documentation.com/content/admète-et-alceste-louis-de-boissy	Louis DE BOISSY	Admète et Alceste
jean_galbert_de_campistron-adrien.html	http://théâtre-documentation.com/content/?q=node/105	Jean-Galbert de CAMPISTRON	Adrien
eugene_scribe_esnest_legouve-adrienne_lecouvreur.html	http://théâtre-documentation.com/content/?q=node/846	Eugène SCRIBE - Esnest LEGOUVÉ	Adrienne Lecouvreur
alfred_capus_emmanuel_arene-adversaire.html	http://théâtre-documentation.com/content/?q=node/124	Alfred CAPUS - Emmanuel ARÈNE	Adversaire (L')
georges_courteline_pierre_veber-affaire_champignon.html	http://théâtre-documentation.com/content/?q=node/145	Georges COURTELINE - Pierre VEBER	Affaire Champignon (L')
eugene_labiche_ _albert_monnier_edouard_martin-affaire_de_la_rue_de_lourcine.html	http://théâtre-documentation.com/content/?q=node/1123	Eugène LABICHE  - Albert MONNIER - Édouard MARTIN	Affaire de la rue de Lourcine (L')
georges_feydeau_maurice_desvallieres-affaire_edouard.html	http://théâtre-documentation.com/content/?q=node/582	Georges FEYDEAU - Maurice DESVALLIÈRES	Affaire Édouard (L')
octave_mirbeau-affaires_sont_les_affaires.html	http://théâtre-documentation.com/content/les-affaires-sont-les-affaires-octave-mirbeau	Octave MIRBEAU	Affaires sont les affaires (Les)
claude_boyer-agamemnon.html	http://théâtre-documentation.com/content/agamemnon-claude-boyer	Claude BOYER	Agamemnon
voltaire-agathocle.html	http://théâtre-documentation.com/content/?q=node/1035	VOLTAIRE	Agathocle
georges_feydeau_maurice_desvallieres-age_d_or.html	http://théâtre-documentation.com/content/?q=node/583	Georges FEYDEAU - Maurice DESVALLIÈRES	Âge d'Or (L')
eugene_labiche_adrien_decourcelle_karl-agenor_le_dangereux.html	http://théâtre-documentation.com/content/?q=node/1020	Eugène LABICHE - Adrien DECOURCELLE - KARL	Agénor le dangereux
jean_de_rotrou-agesilan_de_colchos.html	http://théâtre-documentation.com/content/?q=node/456	Jean de ROTROU	Agésilan de Colchos
pierre_corneille-agesilas.html	http://théâtre-documentation.com/content/agelisas-pierre-corneille	Pierre CORNEILLE	Agésilas
dancourt-agioteurs.html	http://théâtre-documentation.com/content/les-agioteurs-dancourt	DANCOURT	Agioteurs (Les)
francois_ponsard-agnes_de_meranie.html	http://théâtre-documentation.com/content/agnès-de-méranie-françois-ponsard	François PONSARD	Agnès de Méranie
philippe_quinault-agrippa_roi_d_albe_ou_le_faux_tuberinus.html	http://théâtre-documentation.com/content/?q=node/628	Philippe QUINAULT	Agrippa, Roi d'Albe ou le faux Tubérinus
adolphe_d_ennery_charles_edmond_chojecki-aieule.html	http://théâtre-documentation.com/content/l’aïeule-adolphe-d’ennery-charles-edmond-chojecki	Adolphe D’ENNERY - Charles-Edmond CHOJECKI	Aïeule (L’)
edmond_rostand-aiglon.html	http://théâtre-documentation.com/content/?q=node/695	Edmond ROSTAND	Aiglon (L')
tristan_bernard-aimable_lingere_ou_chaque_age_a_ses_plaisirs.html	http://théâtre-documentation.com/content/une-aimable-lingère-tristan-bernard	Tristan BERNARD	Aimable lingère (Une) ou chaque âge a ses plaisirs
alexandre_dumas_pere-alchimiste.html	http://théâtre-documentation.com/content/?q=node/289	Alexandre DUMAS Père	Alchimiste (L')
jean_galbert_de_campistron-alcibiade.html	http://théâtre-documentation.com/content/?q=node/106	Jean-Galbert de CAMPISTRON	Alcibiade
philippe_poisson-alcibiade.html	http://théâtre-documentation.com/content/alcibiade-philippe-poisson	Philippe POISSON	Alcibiade
pierre_du_ryer-alcimedon.html	http://théâtre-documentation.com/content/alcimédon-pierre-du-ryer	Pierre DU RYER	Alcimédon
pierre_du_ryer-alcionee_ou_le_combat_de_l_honneur_et_de_l_amour.html	http://théâtre-documentation.com/content/alcionée-pierre-du-ryer	Pierre DU RYER	Alcionée ou le combat de l'Honneur et de l'Amour
george_sand-aldo_le_rimeur.html	http://théâtre-documentation.com/content/?q=node/697	George SAND	Aldo le rimeur
jean_racine-alexandre_le_grand.html	http://théâtre-documentation.com/content/?q=node/646	Jean RACINE	Alexandre le Grand
