EMOTHE0491_SaulLeFurieux.php	https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0491_SaulLeFurieux.php	La Famine, ou les Gabéonites	Jean de La Taille de Bondaroy
EMOTHE0538_LesJuives.php	https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0538_LesJuives.php	Les Juifves	Robert Garnier
EMOTHE0638_Coriolan.php	https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0638_Coriolan.php	Coriolan	Alexandre Hardy
EMOTHE0239_Mariamne.php	https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0239_Mariamne.php	Mariamne	Alexandre Hardy
EMOTHE0489_Felismene.php	https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0489_Felismene.php	Félismène	Alexandre Hardy
EMOTHE0514_LaBelleEgyptienne.php	https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0514_LaBelleEgyptienne.php	La Belle Egyptienne	Alexandre Hardy
EMOTHE0641_LeRolandFurieuxTragicomedie.php	https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0641_LeRolandFurieuxTragicomedie.php	Le Roland furieux	Jean Mairet
