VALEUR,#arlequin,#leandre,#sauvages,#un-sauvage,#le-sauvage,#le-sagamo,#pierrot,#pierrot #sauvages,#premier-sauvage,#deuxieme-sauvage,#l-eunuque,#le-jeune-garçon,#le-choeur,#carabosse,#tourmentine,#les-deux-lutins,#marinette,#argentine,#le-favori,#un-lutin,#le-lutin,#le-genie
Fréquences (scènes),0.7666666666666667,0.1,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.2,0.2,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
Fréquences(répliques),0.11538461538461539,0.0,0.07692307692307693,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.15384615384615385,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077
Confrontation,0.26666666666666666,0.03333333333333333,0.03333333333333333,0.041666666666666664,0.03333333333333333,0.09166666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.016666666666666666,0.09166666666666666,0.09166666666666666,0.008333333333333333,0.05,0.08333333333333333,0.025,0.016666666666666666,0.016666666666666666,0.008333333333333333
Déviations,#arlequin,#leandre,#sauvages,#un-sauvage,#le-sauvage,#le-sagamo,#pierrot,#pierrot #sauvages,#premier-sauvage,#deuxieme-sauvage,#l-eunuque,#le-jeune-garçon,#le-choeur,#carabosse,#tourmentine,#les-deux-lutins,#marinette,#argentine,#le-favori,#un-lutin,#le-lutin,#le-genie
#arlequin,1.6333333333333335,0.21304347826086936,0.07101449275362323,0.14202898550724646,0.07101449275362323,0.8768115942028983,0.07101449275362323,0.07101449275362323,0.07101449275362323,0.07101449275362323,0.07101449275362323,0.07101449275362323,0.07101449275362323,0.03478260869565208,0.03478260869565208,0.07101449275362323,3.833333333333333,0.8768115942028983,0.7666666666666667,0.07101449275362323,0.07101449275362323,0.07101449275362323
#leandre,0.21304347826086936,24.3,0.10000000000000002,0.20000000000000004,0.10000000000000002,0.5,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.2666666666666665,0.6000000000000001,0.10000000000000002,0.5,0.5,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002
#sauvages,0.07101449275362315,0.10000000000000002,28.03333333333333,13.066666666666668,28.03333333333333,4.166666666666668,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#un-sauvage,0.1420289855072463,0.20000000000000004,13.066666666666668,26.133333333333336,13.066666666666668,1.3333333333333337,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4000000000000001,0.4000000000000001,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
#sauvages,0.07101449275362315,0.10000000000000002,28.03333333333333,13.066666666666668,28.03333333333333,4.166666666666668,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#le-sagamo,0.8768115942028987,0.5,4.166666666666668,1.3333333333333337,4.166666666666668,20.83333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,1.6333333333333337,5.6333333333333355,4.166666666666668,0.16666666666666666,0.16666666666666666,0.16666666666666666
#pierrot,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#pierrot,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#premier-sauvage,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#premier-sauvage,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#l-eunuque,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#le-jeune-garçon,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,28.03333333333333,28.03333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#le-jeune-garçon,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,28.03333333333333,28.03333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#carabosse,0.03478260869565208,0.2666666666666665,0.20000000000000004,0.4000000000000001,0.20000000000000004,1.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,19.199999999999996,12.033333333333331,0.20000000000000004,1.0,1.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#tourmentine,0.03478260869565208,0.6000000000000001,0.20000000000000004,0.4000000000000001,0.20000000000000004,1.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,12.033333333333331,19.199999999999996,0.20000000000000004,1.0,0.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004
#les-deux-lutins,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,28.03333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#marinette,3.8333333333333335,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.6333333333333337,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,20.83333333333334,5.6333333333333355,4.166666666666668,0.16666666666666666,0.16666666666666666,0.16666666666666666
#argentine,0.8768115942028987,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,5.6333333333333355,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.0,0.16666666666666666,5.6333333333333355,20.83333333333334,4.166666666666668,0.16666666666666666,0.16666666666666666,0.16666666666666666
#le-favori,0.7666666666666667,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,4.166666666666668,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,4.166666666666668,4.166666666666668,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#un-lutin,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,28.03333333333333,28.03333333333333,0.03333333333333333
#un-lutin,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,28.03333333333333,28.03333333333333,0.03333333333333333
#le-genie,0.07101449275362315,0.10000000000000002,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.20000000000000004,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,28.03333333333333
Successions,#arlequin,#leandre,#sauvages,#un-sauvage,#le-sauvage,#le-sagamo,#pierrot,#pierrot #sauvages,#premier-sauvage,#deuxieme-sauvage,#l-eunuque,#le-jeune-garçon,#le-choeur,#carabosse,#tourmentine,#les-deux-lutins,#marinette,#argentine,#le-favori,#un-lutin,#le-lutin,#le-genie
#arlequin,0.20270270270270271,0.04054054054054054,0.013513513513513514,0.04054054054054054,0.0,0.17567567567567569,0.06756756756756757,0.013513513513513514,0.02702702702702703,0.04054054054054054,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.10810810810810811,0.16216216216216217,0.0,0.013513513513513514,0.02702702702702703,0.0,0.0,0.013513513513513514,0.013513513513513514
#leandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-sagamo,0.36666666666666664,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0
#leandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
