VALEUR,#antoine,#lucile,#dircet,#cleopatre,#eras,#charmion,#cesar,#agripe,#eros,#les-deputes,#epaphrodite
Fréquences (scènes),0.25925925925925924,0.14814814814814814,0.14814814814814814,0.4074074074074074,0.2222222222222222,0.25925925925925924,0.37037037037037035,0.25925925925925924,0.037037037037037035,0.037037037037037035,0.14814814814814814
Fréquences(répliques),0.23684210526315788,0.04842105263157895,0.07,0.25263157894736843,0.04368421052631579,0.04105263157894737,0.17,0.06578947368421052,0.026842105263157896,0.002105263157894737,0.04263157894736842
Confrontation,0.08333333333333333,0.052083333333333336,0.07291666666666667,0.17708333333333334,0.125,0.13541666666666666,0.14583333333333334,0.11458333333333333,0.010416666666666666,0.010416666666666666,0.07291666666666667
Déviations,#antoine,#lucile,#dircet,#cleopatre,#eras,#charmion,#cesar,#agripe,#eros,#les-deputes,#epaphrodite
#antoine,14.814814814814815,3.715608465608466,0.8941798941798943,0.25444925444925437,1.5555555555555551,1.8148148148148147,2.5925925925925926,1.8148148148148147,2.1164021164021163,0.25925925925925924,1.037037037037037
#lucile,3.715608465608466,19.59259259259259,0.28009259259259267,0.2432659932659932,0.8888888888888888,1.037037037037037,1.4814814814814814,1.037037037037037,0.14814814814814814,0.14814814814814814,0.5925925925925926
#dircet,0.8941798941798943,0.28009259259259267,19.59259259259259,0.2432659932659932,0.013888888888888902,0.0013227513227513188,0.15648148148148142,1.037037037037037,0.14814814814814814,0.14814814814814814,0.5925925925925926
#cleopatre,0.25444925444925437,0.2432659932659932,0.2432659932659932,9.481481481481485,5.171717171717173,1.6180856180856187,2.319528619528619,2.8518518518518516,0.4074074074074074,0.4074074074074074,0.2432659932659932
#eras,1.5555555555555551,0.8888888888888888,0.013888888888888902,5.171717171717173,16.33333333333334,7.626984126984129,2.2222222222222223,1.5555555555555551,0.2222222222222222,0.2222222222222222,0.8888888888888888
#charmion,1.8148148148148147,1.037037037037037,0.0013227513227513188,1.6180856180856187,7.626984126984129,14.814814814814815,0.9783068783068783,0.36583522297808,0.25925925925925924,0.25925925925925924,1.037037037037037
#cesar,2.5925925925925926,1.4814814814814814,0.15648148148148142,2.319528619528619,2.2222222222222223,0.9783068783068783,10.703703703703706,7.492592592592593,0.37037037037037035,1.0703703703703706,1.5564814814814816
#agripe,1.8148148148148147,1.037037037037037,1.037037037037037,2.8518518518518516,1.5555555555555551,0.36583522297808,7.492592592592593,14.814814814814815,0.25925925925925924,0.25925925925925924,3.715608465608466
#eros,2.1164021164021163,0.14814814814814814,0.14814814814814814,0.4074074074074074,0.2222222222222222,0.25925925925925924,0.37037037037037035,0.25925925925925924,25.03703703703704,0.037037037037037035,0.14814814814814814
#les-deputes,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.4074074074074074,0.2222222222222222,0.25925925925925924,1.0703703703703706,0.25925925925925924,0.037037037037037035,25.03703703703704,0.14814814814814814
#epaphrodite,1.037037037037037,0.5925925925925926,0.5925925925925926,0.2432659932659932,0.8888888888888888,1.037037037037037,1.5564814814814816,3.715608465608466,0.14814814814814814,0.14814814814814814,19.59259259259259
Successions,#antoine,#lucile,#dircet,#cleopatre,#eras,#charmion,#cesar,#agripe,#eros,#les-deputes,#epaphrodite
#antoine,0.0,0.3783783783783784,0.10810810810810811,0.2702702702702703,0.0,0.0,0.02702702702702703,0.0,0.21621621621621623,0.0,0.0
#lucile,0.9375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dircet,0.3333333333333333,0.08333333333333333,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
#cleopatre,0.2391304347826087,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.1956521739130435,0.21739130434782608,0.17391304347826086,0.0,0.0,0.0,0.06521739130434782
#eras,0.0,0.0,0.0,0.9375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
#charmion,0.0,0.0,0.0,0.2857142857142857,0.5,0.0,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142
#cesar,0.0,0.0,0.1111111111111111,0.25,0.0,0.08333333333333333,0.027777777777777776,0.3055555555555556,0.0,0.0,0.2222222222222222
#agripe,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667
#eros,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-deputes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#epaphrodite,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.07692307692307693,0.0
