VALEUR,#le-maire,#le-membre-de-l-opposition,#le-docteur-triceps,#premier-conseiller,#deuxieme-conseiller,#plusieurs-voix,#une-voix,#le-secretaire,#quelques-voix,#le-membre-de-la-majorite,#le-membre-de-l-opposition #le-membre-de-la-majorite,#tous,#le-tres-vieux-conseiller,#l-huissier,#troisieme-conseiller,#un-conseiller
#le-docteur-triceps,0.0,0.0,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.3333333333333334,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.1666666666666667
#le-docteur-triceps,0.0,0.0,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.3333333333333334,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.1666666666666667
#l-huissier,0.0,0.0,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3333333333333333,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.1666666666666667,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337
#l-huissier,0.0,0.0,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3333333333333333,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.1666666666666667,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337
#l-huissier,0.0,0.0,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3333333333333333,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.1666666666666667,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337
Successions,#le-maire,#le-membre-de-l-opposition,#le-docteur-triceps,#premier-conseiller,#deuxieme-conseiller,#plusieurs-voix,#une-voix,#le-secretaire,#quelques-voix,#le-membre-de-la-majorite,#le-membre-de-l-opposition #le-membre-de-la-majorite,#tous,#le-tres-vieux-conseiller,#l-huissier,#troisieme-conseiller,#un-conseiller
#le-maire,0.0,0.19117647058823528,0.22058823529411764,0.04411764705882353,0.07352941176470588,0.029411764705882353,0.04411764705882353,0.014705882352941176,0.029411764705882353,0.16176470588235295,0.014705882352941176,0.07352941176470588,0.014705882352941176,0.07352941176470588,0.014705882352941176,0.0
#le-membre-de-l-opposition,0.3829787234042553,0.0,0.1276595744680851,0.0,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.3617021276595745,0.0,0.0425531914893617,0.02127659574468085,0.0,0.02127659574468085,0.0
#le-docteur-triceps,0.26,0.16,0.0,0.06,0.06,0.04,0.02,0.02,0.0,0.04,0.0,0.26,0.02,0.0,0.02,0.04
#premier-conseiller,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deuxieme-conseiller,0.5454545454545454,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
#plusieurs-voix,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-voix,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-secretaire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#quelques-voix,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-membre-de-la-majorite,0.34285714285714286,0.4,0.2,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0
#le-membre-de-l-opposition #le-membre-de-la-majorite,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous,0.16666666666666666,0.16666666666666666,0.4583333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
#le-tres-vieux-conseiller,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0
#le-membre-de-l-opposition #le-membre-de-la-majorite,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#troisieme-conseiller,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
#un-conseiller,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
