VALEUR,#valantin,#laurette,#catherine,#petit-jacques,#olivier,#marsault,#francion,#anselme,#l-hotesse,#la-servante,#bertrand,#leonard,#lubin,#le-prevot,#le-procureur
Fréquences (scènes),0.3333333333333333,0.4444444444444444,0.19444444444444445,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.3888888888888889,0.3611111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.027777777777777776
Fréquences(répliques),0.21973748176956734,0.14292659212445308,0.053475935828877004,0.038405444822557123,0.034516285853184246,0.008750607681088965,0.27856101118133203,0.13709285367039378,0.025765678172095283,0.014098201263976665,0.008264462809917356,0.0053475935828877,0.013125911521633447,0.018473505104521146,0.0014584346135148275
Confrontation,0.10849056603773585,0.15566037735849056,0.07075471698113207,0.07547169811320754,0.08962264150943396,0.07547169811320754,0.12735849056603774,0.1179245283018868,0.04716981132075472,0.0330188679245283,0.018867924528301886,0.009433962264150943,0.018867924528301886,0.04245283018867924,0.009433962264150943
Déviations,#valantin,#laurette,#catherine,#petit-jacques,#olivier,#marsault,#francion,#anselme,#l-hotesse,#la-servante,#bertrand,#leonard,#lubin,#le-prevot,#le-procureur
#valantin,16.0,0.020833333333333297,0.761904761904762,2.0,2.6666666666666665,2.0,0.023809523809523767,0.10256410256410267,0.0833333333333333,0.1666666666666667,0.1666666666666667,0.3333333333333333,0.1666666666666667,1.0,1.3333333333333337
#laurette,0.020833333333333297,11.111111111111112,1.1468253968253967,0.1666666666666666,0.05555555555555561,0.1666666666666666,0.007936507936507943,0.10470085470085466,0.3402777777777777,0.013888888888888902,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.3333333333333334,0.4444444444444444
#catherine,0.7619047619047616,1.1468253968253974,23.361111111111114,0.5952380952380955,1.3412698412698416,0.5952380952380955,1.0895691609977325,0.9233821733821733,0.7777777777777776,0.3888888888888888,0.3888888888888888,0.1944444444444444,0.3888888888888888,0.5833333333333333,0.1944444444444444
#petit-jacques,2.0,0.1666666666666666,0.5952380952380951,25.0,16.33333333333334,25.0,2.3333333333333335,2.1666666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666
#olivier,2.6666666666666665,0.05555555555555561,1.3412698412698412,16.33333333333334,21.77777777777778,16.33333333333334,3.111111111111111,2.888888888888889,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.2222222222222222
#petit-jacques,2.0,0.1666666666666666,0.5952380952380951,25.0,16.33333333333334,25.0,2.3333333333333335,2.1666666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666
#francion,0.0238095238095239,0.00793650793650788,1.0895691609977325,2.333333333333333,3.1111111111111103,2.333333333333333,13.444444444444445,4.835775335775336,1.3412698412698416,0.06349206349206356,0.7777777777777776,0.3888888888888888,0.7777777777777776,0.02380952380952377,0.3888888888888888
#anselme,0.10256410256410267,0.10470085470085466,0.9233821733821733,2.1666666666666665,2.888888888888889,2.1666666666666665,4.835775335775336,14.694444444444443,0.2136752136752137,0.10683760683760685,0.7222222222222222,0.3611111111111111,0.7222222222222222,0.006410256410256399,0.3611111111111111
#l-hotesse,0.0833333333333333,0.3402777777777777,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.6666666666666666,1.3412698412698412,0.2136752136752137,28.444444444444443,14.222222222222221,0.2222222222222222,0.1111111111111111,0.2222222222222222,1.3333333333333337,0.1111111111111111
#la-servante,0.1666666666666667,0.013888888888888902,0.3888888888888889,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.06349206349206349,0.10683760683760685,14.222222222222221,32.111111111111114,0.1111111111111111,0.05555555555555555,0.1111111111111111,4.166666666666668,0.05555555555555555
#bertrand,0.1666666666666667,0.8888888888888888,0.3888888888888889,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.7777777777777778,0.7222222222222222,0.2222222222222222,0.1111111111111111,32.111111111111114,16.055555555555557,32.111111111111114,0.16666666666666666,0.05555555555555555
#leonard,0.3333333333333333,0.4444444444444444,0.19444444444444445,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.3888888888888889,0.3611111111111111,0.1111111111111111,0.05555555555555555,16.055555555555557,34.02777777777778,16.055555555555557,0.08333333333333333,0.027777777777777776
#bertrand,0.1666666666666667,0.8888888888888888,0.3888888888888889,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.7777777777777778,0.7222222222222222,0.2222222222222222,0.1111111111111111,32.111111111111114,16.055555555555557,32.111111111111114,0.16666666666666666,0.05555555555555555
#le-prevot,1.0,0.3333333333333334,0.5833333333333334,0.5,0.6666666666666666,0.5,0.02380952380952383,0.006410256410256399,1.3333333333333337,4.166666666666668,0.16666666666666666,0.08333333333333333,0.16666666666666666,30.25,10.083333333333332
#le-procureur,1.3333333333333337,0.4444444444444444,0.19444444444444445,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.3888888888888889,0.3611111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,10.083333333333332,34.02777777777778
Successions,#valantin,#laurette,#catherine,#petit-jacques,#olivier,#marsault,#francion,#anselme,#l-hotesse,#la-servante,#bertrand,#leonard,#lubin,#le-prevot,#le-procureur
#valantin,0.011494252873563218,0.3333333333333333,0.022988505747126436,0.0,0.0,0.0,0.3333333333333333,0.14942528735632185,0.022988505747126436,0.0,0.011494252873563218,0.0,0.022988505747126436,0.06896551724137931,0.022988505747126436
#laurette,0.26548672566371684,0.008849557522123894,0.168141592920354,0.017699115044247787,0.061946902654867256,0.008849557522123894,0.3805309734513274,0.04424778761061947,0.0,0.0,0.008849557522123894,0.0,0.0,0.035398230088495575,0.0
#catherine,0.058823529411764705,0.37254901960784315,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.13725490196078433,0.13725490196078433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#petit-jacques,0.04,0.08,0.36,0.0,0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#olivier,0.0,0.21428571428571427,0.21428571428571427,0.39285714285714285,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marsault,0.0,0.08333333333333333,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#francion,0.19708029197080293,0.3284671532846715,0.06569343065693431,0.0,0.0,0.0,0.0072992700729927005,0.291970802919708,0.058394160583941604,0.0072992700729927005,0.0,0.0,0.0,0.043795620437956206,0.0
#anselme,0.18421052631578946,0.05263157894736842,0.07894736842105263,0.0,0.0,0.0,0.5394736842105263,0.013157894736842105,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0
#l-hotesse,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.28125,0.03125,0.34375,0.0,0.03125,0.0,0.0,0.0
#la-servante,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
#bertrand,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.2727272727272727,0.0,0.0
#leonard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0
#lubin,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0
#le-prevot,0.4444444444444444,0.2777777777777778,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-procureur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
