VALEUR,#le-peuple,#un-officier-de-la-maison,#une-des-femmes,#le-prince,#une-autre-femme,#d-alfons,#le-comte,#de-polincour,#la-veuve,#d-ettingen,#richard-pere,#richard-fils,#babet,#tous-les-trois,#d-hermans,#de-valmon,#eleonore,#tous-deux,#les-officiers,#un-officier,#tous,#quelques-officiers
Fréquences (scènes),0.058823529411764705,0.058823529411764705,0.058823529411764705,0.47058823529411764,0.058823529411764705,0.7058823529411765,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
Fréquences(répliques),0.8181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Confrontation,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.11363636363636363,0.022727272727272728,0.17613636363636365,0.005681818181818182,0.05113636363636364,0.017045454545454544,0.0625,0.0625,0.0625,0.0625,0.022727272727272728,0.05113636363636364,0.056818181818181816,0.028409090909090908,0.022727272727272728,0.028409090909090908,0.028409090909090908,0.028409090909090908,0.028409090909090908
Déviations,#le-peuple,#un-officier-de-la-maison,#une-des-femmes,#le-prince,#une-autre-femme,#d-alfons,#le-comte,#de-polincour,#la-veuve,#d-ettingen,#richard-pere,#richard-fils,#babet,#tous-les-trois,#d-hermans,#de-valmon,#eleonore,#tous-deux,#les-officiers,#un-officier,#tous,#quelques-officiers
#le-peuple,15.058823529411764,15.058823529411764,15.058823529411764,0.5955882352941178,15.058823529411764,0.7058823529411765,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#le-peuple,15.058823529411764,15.058823529411764,15.058823529411764,0.5955882352941178,15.058823529411764,0.7058823529411765,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#le-peuple,15.058823529411764,15.058823529411764,15.058823529411764,0.5955882352941178,15.058823529411764,0.7058823529411765,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#le-prince,0.5955882352941178,0.5955882352941178,0.5955882352941178,4.764705882352942,0.5955882352941178,0.07414215686274518,0.5955882352941178,0.12009803921568632,0.5955882352941178,1.8823529411764706,1.411764705882353,1.411764705882353,1.411764705882353,0.47058823529411764,0.41360294117647056,0.007352941176470592,0.9411764705882353,0.5955882352941178,0.5955882352941178,0.5955882352941178,0.5955882352941178,0.5955882352941178
#le-peuple,15.058823529411764,15.058823529411764,15.058823529411764,0.5955882352941178,15.058823529411764,0.7058823529411765,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#d-alfons,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.07414215686274499,0.7058823529411764,1.4705882352941175,0.7058823529411764,0.3676470588235294,0.1225490196078432,0.011029411764705916,0.0065359477124183035,0.0065359477124183035,0.0065359477124183035,0.1225490196078432,0.011029411764705916,0.011029411764705916,0.12009803921568622,0.1225490196078432,0.1225490196078432,0.1225490196078432,0.1225490196078432,0.1225490196078432
#le-comte,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5955882352941178,0.058823529411764705,0.7058823529411765,15.058823529411764,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#de-polincour,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.12009803921568622,0.1764705882352941,0.3676470588235294,0.1764705882352941,11.529411764705882,3.843137254901961,0.1225490196078432,0.41830065359477125,0.41830065359477125,0.41830065359477125,0.1764705882352941,0.7058823529411764,0.7058823529411764,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941
#la-veuve,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5955882352941178,0.058823529411764705,0.1225490196078431,0.058823529411764705,3.8431372549019605,15.058823529411764,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#d-ettingen,0.23529411764705882,0.23529411764705882,0.23529411764705882,1.8823529411764706,0.23529411764705882,0.011029411764705859,0.23529411764705882,0.1225490196078431,0.23529411764705882,9.941176470588236,0.1225490196078431,0.1225490196078431,0.1225490196078431,0.23529411764705882,0.003676470588235296,0.003676470588235296,4.970588235294118,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
#richard-pere,0.1764705882352941,0.1764705882352941,0.1764705882352941,1.4117647058823528,0.1764705882352941,0.0065359477124183035,0.1764705882352941,0.41830065359477125,0.1764705882352941,0.1225490196078432,11.529411764705882,11.529411764705882,11.529411764705882,3.843137254901961,0.7058823529411764,0.7058823529411764,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941
#richard-pere,0.1764705882352941,0.1764705882352941,0.1764705882352941,1.4117647058823528,0.1764705882352941,0.0065359477124183035,0.1764705882352941,0.41830065359477125,0.1764705882352941,0.1225490196078432,11.529411764705882,11.529411764705882,11.529411764705882,3.843137254901961,0.7058823529411764,0.7058823529411764,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941
#richard-pere,0.1764705882352941,0.1764705882352941,0.1764705882352941,1.4117647058823528,0.1764705882352941,0.0065359477124183035,0.1764705882352941,0.41830065359477125,0.1764705882352941,0.1225490196078432,11.529411764705882,11.529411764705882,11.529411764705882,3.843137254901961,0.7058823529411764,0.7058823529411764,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941
#tous-les-trois,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.47058823529411764,0.058823529411764705,0.1225490196078431,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.23529411764705882,3.8431372549019605,3.8431372549019605,3.8431372549019605,15.058823529411764,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
#d-hermans,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.41360294117647056,0.23529411764705882,0.011029411764705859,0.23529411764705882,0.7058823529411765,0.23529411764705882,0.003676470588235296,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.23529411764705882,9.941176470588236,1.1911764705882355,0.5955882352941178,2.485294117647059,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
#de-valmon,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.007352941176470592,0.23529411764705882,0.011029411764705859,0.23529411764705882,0.7058823529411765,0.23529411764705882,0.003676470588235296,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.23529411764705882,1.1911764705882355,9.941176470588236,0.5955882352941178,2.485294117647059,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
#eleonore,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.9411764705882353,0.11764705882352941,0.12009803921568632,0.11764705882352941,0.35294117647058826,0.11764705882352941,4.970588235294118,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.11764705882352941,0.5955882352941178,0.5955882352941178,13.235294117647058,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
