VALEUR,#valere,#gripaut,#la-branche,#cartouche,#harpin,#bel-humeur,#la-ramee,#la-pince,#tous-ensemble,#le-petit-frere,#madame-gribiche,#la-mouche,#l-exempt,#la-valeur,#pataut,#oronte,#isabelle,#jasmin,#rodomont,#un-musicien,#deuxieme-musicien,#premier-musicien,#troisieme-musicien
#la-ramee,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-pince,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-ensemble,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-petit-frere,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-ensemble,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-ensemble,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-exempt,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.0,0.0
#la-valeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pataut,0.013888888888888888,0.20833333333333334,0.125,0.08333333333333333,0.1111111111111111,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.027777777777777776,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#oronte,0.05660377358490566,0.0,0.0,0.3018867924528302,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.07547169811320754,0.0,0.3584905660377358,0.03773584905660377,0.1320754716981132,0.018867924528301886,0.0,0.0,0.0,0.0,0.0
#isabelle,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jasmin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-valeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-musicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deuxieme-musicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
#premier-musicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#premier-musicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
