VALEUR,#damon,#clitandre,#arlequin,#laquais,#thalie,#apollon,#l-auteur,#chrisante,#la-critique,#la-medisance,#le-vaudeville,#la-critique #le-vaudeville,#le-vaudeville #la-critique
Fréquences (scènes),0.17647058823529413,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705
Fréquences(répliques),0.05176470588235294,0.1803921568627451,0.05725490196078432,0.000784313725490196,0.01019607843137255,0.11215686274509803,0.0203921568627451,0.156078431372549,0.0996078431372549,0.1207843137254902,0.1811764705882353,0.004705882352941176,0.004705882352941176
Confrontation,0.08928571428571429,0.16071428571428573,0.21428571428571427,0.03571428571428571,0.017857142857142856,0.07142857142857142,0.017857142857142856,0.017857142857142856,0.125,0.017857142857142856,0.08928571428571429,0.07142857142857142,0.07142857142857142
Déviations,#damon,#clitandre,#arlequin,#laquais,#thalie,#apollon,#l-auteur,#chrisante,#la-critique,#la-medisance,#le-vaudeville,#la-critique #le-vaudeville,#le-vaudeville #la-critique
#damon,11.529411764705882,3.5588235294117645,0.2450980392156864,0.1764705882352941,0.1764705882352941,0.8823529411764706,0.1764705882352941,0.1764705882352941,0.7058823529411764,0.1764705882352941,0.5294117647058824,0.1764705882352941,0.1764705882352941
#clitandre,3.5588235294117645,7.117647058823529,1.6776960784313732,1.1862745098039218,0.3529411764705882,1.7647058823529411,0.3529411764705882,0.3529411764705882,1.4117647058823528,0.3529411764705882,1.0588235294117647,0.3529411764705882,0.3529411764705882
#arlequin,0.2450980392156862,1.6776960784313724,4.764705882352942,0.5955882352941178,0.47058823529411764,2.3529411764705883,0.47058823529411764,0.47058823529411764,0.41360294117647056,0.47058823529411764,0.12009803921568632,0.5955882352941178,0.5955882352941178
#laquais,0.17647058823529413,1.1862745098039214,0.5955882352941178,15.058823529411764,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705
#thalie,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.058823529411764705,15.058823529411764,1.6941176470588233,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705
#apollon,0.8823529411764707,1.7647058823529413,2.3529411764705883,0.29411764705882354,1.6941176470588233,8.470588235294116,1.6941176470588233,1.6941176470588233,0.026470588235294128,0.29411764705882354,0.8823529411764707,0.29411764705882354,0.29411764705882354
