VALEUR,#mecure,#la-mariee,#mercure,#la-suissesse,#le-nain,#l-homme-de-bonne-chere,#le-gascon,#la-thorilliere,#poisson,#vulcain,#venus,#mars
Fréquences (scènes),0.09090909090909091,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091
Fréquences(répliques),0.024336283185840708,0.05530973451327434,0.2920353982300885,0.04424778761061947,0.02654867256637168,0.0752212389380531,0.07743362831858407,0.08849557522123894,0.05088495575221239,0.13495575221238937,0.033185840707964605,0.09734513274336283
Confrontation,0.0,0.03571428571428571,0.32142857142857145,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.03571428571428571,0.03571428571428571
Déviations,#mecure,#la-mariee,#mercure,#la-suissesse,#le-nain,#l-homme-de-bonne-chere,#le-gascon,#la-thorilliere,#poisson,#vulcain,#venus,#mars
#mecure,9.09090909090909,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091
#la-mariee,0.09090909090909091,9.09090909090909,0.3787878787878789,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091
#mercure,0.5454545454545454,0.3787878787878789,2.2727272727272734,0.3787878787878789,0.3787878787878789,0.3787878787878789,0.3787878787878789,0.7575757575757578,0.7575757575757578,2.1818181818181817,0.5454545454545454,0.5454545454545454
#la-suissesse,0.09090909090909091,0.09090909090909091,0.3787878787878789,9.09090909090909,9.09090909090909,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091
#la-suissesse,0.09090909090909091,0.09090909090909091,0.3787878787878789,9.09090909090909,9.09090909090909,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091
#l-homme-de-bonne-chere,0.09090909090909091,0.09090909090909091,0.3787878787878789,0.09090909090909091,0.09090909090909091,9.09090909090909,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091
#le-gascon,0.09090909090909091,0.09090909090909091,0.3787878787878789,0.09090909090909091,0.09090909090909091,0.09090909090909091,9.09090909090909,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091
#la-thorilliere,0.18181818181818182,0.18181818181818182,0.7575757575757578,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,7.363636363636362,7.363636363636362,0.7272727272727273,0.18181818181818182,0.18181818181818182
#la-thorilliere,0.18181818181818182,0.18181818181818182,0.7575757575757578,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,7.363636363636362,7.363636363636362,0.7272727272727273,0.18181818181818182,0.18181818181818182
#vulcain,0.36363636363636365,0.36363636363636365,2.1818181818181817,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.7272727272727273,0.7272727272727273,4.454545454545454,1.1136363636363635,1.1136363636363635
#venus,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,1.1136363636363635,9.09090909090909,0.09090909090909091
#mars,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,1.1136363636363635,0.09090909090909091,9.09090909090909
Successions,#mecure,#la-mariee,#mercure,#la-suissesse,#le-nain,#l-homme-de-bonne-chere,#le-gascon,#la-thorilliere,#poisson,#vulcain,#venus,#mars
#mecure,,,,,,,,,,,,
#la-mariee,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mercure,0.0,0.19230769230769232,0.0,0.07692307692307693,0.038461538461538464,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.0,0.0,0.0
#la-suissesse,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-nain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-nain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-nain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-thorilliere,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0
#poisson,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
#vulcain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.5882352941176471
#venus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#venus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
