VALEUR,#julie,#bain-de-fer,#collodion,#romulus,#chabannais,#le-boulevard,#la-fregate,#brule-pave,#orelie,#tous,#orelle,#ensemble,#le-vigneron,#la-comete,#choeur,#la-ficelle,#vateferfisch,#le-theatre-bellefond
Fréquences (scènes),0.2222222222222222,0.2777777777777778,0.8888888888888888,0.6111111111111112,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111
Fréquences(répliques),0.02404809619238477,0.02404809619238477,0.008016032064128256,0.20841683366733466,0.008016032064128256,0.07214428857715431,0.03406813627254509,0.03206412825651302,0.03206412825651302,0.022044088176352707,0.0,0.01002004008016032,0.052104208416833664,0.04208416833667335,0.018036072144288578,0.3486973947895792,0.056112224448897796,0.008016032064128256
Confrontation,0.025362318840579712,0.06521739130434782,0.15217391304347827,0.13405797101449277,0.050724637681159424,0.050724637681159424,0.050724637681159424,0.06159420289855073,0.06159420289855073,0.018115942028985508,0.018115942028985508,0.018115942028985508,0.018115942028985508,0.06159420289855073,0.06159420289855073,0.05434782608695652,0.043478260869565216,0.05434782608695652
Déviations,#julie,#bain-de-fer,#collodion,#romulus,#chabannais,#le-boulevard,#la-fregate,#brule-pave,#orelie,#tous,#orelle,#ensemble,#le-vigneron,#la-comete,#choeur,#la-ficelle,#vateferfisch,#le-theatre-bellefond
#julie,10.88888888888889,0.711111111111111,0.0868055555555555,0.8535353535353536,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6944444444444445
#bain-de-fer,0.711111111111111,9.38888888888889,0.04444444444444448,0.3646464646464648,0.3555555555555555,0.3555555555555555,0.3555555555555555,0.3555555555555555,0.3555555555555555,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.3555555555555555,0.3555555555555555,0.03333333333333337,0.3555555555555555,0.3555555555555555
#collodion,0.0868055555555555,0.04444444444444448,0.22222222222222243,0.15277777777777757,0.027777777777777804,0.027777777777777804,0.027777777777777804,0.027777777777777804,0.027777777777777804,0.013888888888888902,0.013888888888888902,0.013888888888888902,0.013888888888888902,0.027777777777777804,0.027777777777777804,0.041666666666666706,0.3402777777777777,0.027777777777777804
#romulus,0.8535353535353534,0.3646464646464648,0.15277777777777804,2.722222222222221,0.4949494949494952,0.4949494949494952,0.4949494949494952,0.4949494949494952,0.4949494949494952,0.2474747474747476,0.2474747474747476,0.2474747474747476,0.2474747474747476,0.4949494949494952,0.4949494949494952,0.015151515151515166,0.04040404040404036,0.4949494949494952
#chabannais,0.4444444444444444,0.3555555555555555,0.027777777777777804,0.49494949494949475,14.222222222222221,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.7222222222222223,2.7222222222222223,1.3333333333333337,2.7222222222222223,2.7222222222222223
#le-boulevard,0.4444444444444444,0.3555555555555555,0.027777777777777804,0.49494949494949475,2.7222222222222223,14.222222222222221,2.7222222222222223,2.7222222222222223,2.7222222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.7222222222222223,2.7222222222222223,1.3333333333333337,2.7222222222222223,2.7222222222222223
#la-fregate,0.4444444444444444,0.3555555555555555,0.027777777777777804,0.49494949494949475,2.7222222222222223,2.7222222222222223,14.222222222222221,2.7222222222222223,2.7222222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.7222222222222223,2.7222222222222223,1.3333333333333337,2.7222222222222223,2.7222222222222223
#brule-pave,0.4444444444444444,0.3555555555555555,0.027777777777777804,0.49494949494949475,2.7222222222222223,2.7222222222222223,2.7222222222222223,14.222222222222221,14.222222222222221,7.111111111111111,7.111111111111111,0.1111111111111111,0.1111111111111111,2.7222222222222223,2.7222222222222223,1.3333333333333337,2.7222222222222223,2.7222222222222223
#brule-pave,0.4444444444444444,0.3555555555555555,0.027777777777777804,0.49494949494949475,2.7222222222222223,2.7222222222222223,2.7222222222222223,14.222222222222221,14.222222222222221,7.111111111111111,7.111111111111111,0.1111111111111111,0.1111111111111111,2.7222222222222223,2.7222222222222223,1.3333333333333337,2.7222222222222223,2.7222222222222223
#tous,0.2222222222222222,0.2777777777777778,0.013888888888888902,0.24747474747474738,0.1111111111111111,0.1111111111111111,0.1111111111111111,7.111111111111111,7.111111111111111,16.055555555555557,16.055555555555557,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111
#tous,0.2222222222222222,0.2777777777777778,0.013888888888888902,0.24747474747474738,0.1111111111111111,0.1111111111111111,0.1111111111111111,7.111111111111111,7.111111111111111,16.055555555555557,16.055555555555557,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111
#ensemble,0.2222222222222222,0.2777777777777778,0.013888888888888902,0.24747474747474738,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,16.055555555555557,16.055555555555557,7.111111111111111,7.111111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111
#ensemble,0.2222222222222222,0.2777777777777778,0.013888888888888902,0.24747474747474738,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,16.055555555555557,16.055555555555557,7.111111111111111,7.111111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111
#la-comete,0.4444444444444444,0.3555555555555555,0.027777777777777804,0.49494949494949475,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,0.1111111111111111,0.1111111111111111,7.111111111111111,7.111111111111111,14.222222222222221,14.222222222222221,1.3333333333333337,2.7222222222222223,2.7222222222222223
#la-comete,0.4444444444444444,0.3555555555555555,0.027777777777777804,0.49494949494949475,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,0.1111111111111111,0.1111111111111111,7.111111111111111,7.111111111111111,14.222222222222221,14.222222222222221,1.3333333333333337,2.7222222222222223,2.7222222222222223
