VALEUR,#la-renommee #suite,#la-renommee,#le-choeur,#deux-tritons,#neptune,#la-renommee #neptune,#choeurs,#calliope,#calliope #thalie #apollon,#melpomene,#thalie,#apollon,#apollon #neptune #la-renommee,#hierax,#pirante,#io,#hierax #io,#micene,#mercure,#choeur-des-divinites,#isis,#jupiter,#iris,#mercure #iris,#junon,#iris #mercure,#hebe,#deux-nymphes,#argus,#hierax #argus,#syrinx #choeurs,#choeur-des-nymphes,#mercure #choeurs-de-nymphes #bergers #satyres #sylvains,#syrinx,#deux-bergers,#pan,#choeur-de-silvains #satyres #bergers,#double-choeurs,#troupe-de-bergers,#troupe-de-sylvains-et-de-satyres,#pan #deux-bergers,#choeur-des-peuples,#la-furie,#io #la-furie,#choeur-des-chabyles,#premier-conducteur-des-chabyles,#second-conducteur-chabyles,#les-deux-conducteurs,#les-deux-conducteurs #choeur-des-chalybes,#les-deux-conducteurs #le-choeur-des-chalybes,#conducteurs #choeurs-chalybes,#choeur-chalybes,#choeur-de-la-suite-des-parques,#la-guerre,#la-famine,#l-incendie,#l-inondation,#ensemble,#les-maladies-violentes,#les-maladies-languissantes,#tous-ensemble,#choeur #suite-des-parques,#les-parques,#parques #furie #choeur,#jupiter #junon,#choeur #divinites,#choeur #peuples #egypte
#micene,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.8999999999999999,0.02857142857142857,33.02857142857143,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#mercure,0.19999999999999998,0.39999999999999997,0.7999999999999999,0.19999999999999998,0.19999999999999998,0.19999999999999998,1.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,1.1571428571428575,0.19999999999999998,0.19999999999999998,22.399999999999995,3.200000000000001,3.200000000000001,0.03333333333333332,0.9000000000000004,3.200000000000001,0.7999999999999999,0.19999999999999998,0.9000000000000004,0.19999999999999998,0.2666666666666667,0.2666666666666667,0.9000000000000004,0.9000000000000004,3.200000000000001,0.9000000000000004,3.200000000000001,3.200000000000001,3.200000000000001,3.200000000000001,3.200000000000001,3.200000000000001,3.200000000000001,0.39999999999999997,0.6,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998
#choeur-des-divinites,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,33.02857142857143,33.02857142857143,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#choeur-des-divinites,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,33.02857142857143,33.02857142857143,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#jupiter,0.17142857142857143,0.34285714285714286,0.6857142857142857,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.023809523809523826,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.8571428571428571,0.17142857142857143,0.1499999999999998,0.17142857142857143,0.17142857142857143,0.03333333333333339,0.17142857142857143,0.17142857142857143,24.028571428571432,0.34285714285714286,0.17142857142857143,2.519047619047619,4.004761904761904,0.34285714285714286,0.17142857142857143,0.5142857142857142,0.5142857142857142,0.34285714285714286,0.34285714285714286,0.17142857142857143,0.34285714285714286,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.34285714285714286,0.5142857142857142,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,4.004761904761904,4.004761904761904,4.004761904761904
#iris,0.05714285714285714,0.11428571428571428,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.8000000000000002,0.05714285714285714,0.05714285714285714,0.8999999999999999,0.05714285714285714,0.05714285714285714,0.34285714285714286,31.114285714285714,15.557142857142857,2.6035714285714286,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.17142857142857143,0.17142857142857143,0.11428571428571428,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.11428571428571428,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
#mercure #iris,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,0.02857142857142857,0.02857142857142857,0.17142857142857143,15.557142857142857,33.02857142857143,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#junon,0.11428571428571428,0.22857142857142856,0.45714285714285713,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.5714285714285714,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.5714285714285714,0.11428571428571428,0.09999999999999995,0.11428571428571428,0.11428571428571428,0.8000000000000002,0.11428571428571428,0.11428571428571428,2.519047619047619,2.6035714285714286,0.11428571428571428,27.457142857142856,6.864285714285714,0.22857142857142856,0.11428571428571428,0.34285714285714286,0.34285714285714286,0.22857142857142856,0.22857142857142856,0.11428571428571428,0.22857142857142856,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.22857142857142856,0.34285714285714286,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,6.864285714285714,6.864285714285714,6.864285714285714
#iris #mercure,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,4.004761904761904,0.05714285714285714,0.02857142857142857,6.864285714285714,33.02857142857143,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#hebe,0.05714285714285714,0.11428571428571428,2.6035714285714286,0.05714285714285714,0.05714285714285714,0.05714285714285714,1.7857142857142858,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.8000000000000002,0.05714285714285714,0.05714285714285714,0.8999999999999999,0.05714285714285714,0.05714285714285714,0.34285714285714286,0.11428571428571428,0.05714285714285714,0.22857142857142856,0.05714285714285714,31.114285714285714,15.557142857142857,0.17142857142857143,0.17142857142857143,0.11428571428571428,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.11428571428571428,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
#deux-nymphes,0.02857142857142857,0.05714285714285714,6.864285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,0.20000000000000004,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,15.557142857142857,33.02857142857143,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#argus,0.08571428571428572,0.17142857142857143,0.34285714285714286,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.42857142857142855,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.7619047619047619,0.08571428571428572,0.03333333333333339,0.08571428571428572,0.08571428571428572,0.2666666666666665,0.08571428571428572,0.08571428571428572,0.5142857142857142,0.17142857142857143,0.08571428571428572,0.34285714285714286,0.08571428571428572,0.17142857142857143,0.08571428571428572,29.257142857142863,2.1460317460317464,0.17142857142857143,0.17142857142857143,9.752380952380951,0.17142857142857143,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.17142857142857143,0.2571428571428571,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572
#hierax #argus,0.08571428571428572,0.17142857142857143,0.34285714285714286,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.7619047619047619,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,5.761904761904762,0.08571428571428572,0.03333333333333339,0.08571428571428572,0.08571428571428572,0.2666666666666665,0.08571428571428572,0.08571428571428572,0.5142857142857142,0.17142857142857143,0.08571428571428572,0.34285714285714286,0.08571428571428572,0.17142857142857143,0.08571428571428572,2.1460317460317464,29.257142857142863,4.004761904761904,4.004761904761904,0.08571428571428572,0.17142857142857143,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.17142857142857143,0.2571428571428571,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572
#syrinx #choeurs,0.05714285714285714,0.11428571428571428,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.05714285714285714,1.7857142857142858,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.8000000000000002,0.05714285714285714,0.05714285714285714,0.8999999999999999,0.05714285714285714,0.05714285714285714,0.34285714285714286,0.11428571428571428,0.05714285714285714,0.22857142857142856,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.17142857142857143,4.004761904761904,31.114285714285714,31.114285714285714,0.05714285714285714,6.864285714285714,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,0.11428571428571428,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
#syrinx #choeurs,0.05714285714285714,0.11428571428571428,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.05714285714285714,1.7857142857142858,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.8000000000000002,0.05714285714285714,0.05714285714285714,0.8999999999999999,0.05714285714285714,0.05714285714285714,0.34285714285714286,0.11428571428571428,0.05714285714285714,0.22857142857142856,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.17142857142857143,4.004761904761904,31.114285714285714,31.114285714285714,0.05714285714285714,6.864285714285714,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,0.11428571428571428,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
#mercure #choeurs-de-nymphes #bergers #satyres #sylvains,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,9.752380952380951,0.08571428571428572,0.05714285714285714,0.05714285714285714,33.02857142857143,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#syrinx,0.05714285714285714,0.11428571428571428,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.05714285714285714,1.7857142857142858,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.8000000000000002,0.05714285714285714,0.05714285714285714,0.8999999999999999,0.05714285714285714,0.05714285714285714,0.34285714285714286,0.11428571428571428,0.05714285714285714,0.22857142857142856,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.17142857142857143,0.17142857142857143,6.864285714285714,6.864285714285714,0.05714285714285714,31.114285714285714,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,15.557142857142857,0.11428571428571428,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
#deux-bergers,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,15.557142857142857,15.557142857142857,0.02857142857142857,15.557142857142857,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#deux-bergers,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,15.557142857142857,15.557142857142857,0.02857142857142857,15.557142857142857,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#deux-bergers,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,15.557142857142857,15.557142857142857,0.02857142857142857,15.557142857142857,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#deux-bergers,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,15.557142857142857,15.557142857142857,0.02857142857142857,15.557142857142857,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
#deux-bergers,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,5.142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.4000000000000001,0.02857142857142857,0.02857142857142857,3.2000000000000006,0.02857142857142857,0.02857142857142857,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,15.557142857142857,15.557142857142857,0.02857142857142857,15.557142857142857,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,33.02857142857143,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
