VALEUR,#julie,#octavie,#antoine,#cesar,#albin,#brutus,#flavien,#porcie,#pauline,#oracle
Fréquences (scènes),0.05263157894736842,0.23684210526315788,0.2894736842105263,0.3684210526315789,0.07894736842105263,0.42105263157894735,0.13157894736842105,0.23684210526315788,0.07894736842105263,0.02631578947368421
Fréquences(répliques),0.015448603683897801,0.09506833036244801,0.1806298276886512,0.28936423054070115,0.0225787284610814,0.20677361853832443,0.027332144979203804,0.1503267973856209,0.012477718360071301,0.0
Confrontation,0.02631578947368421,0.10526315789473684,0.14473684210526316,0.21052631578947367,0.05263157894736842,0.21052631578947367,0.06578947368421052,0.11842105263157894,0.039473684210526314,0.02631578947368421
Déviations,#julie,#octavie,#antoine,#cesar,#albin,#brutus,#flavien,#porcie,#pauline,#oracle
#julie,34.10526315789474,4.918128654970761,0.5789473684210527,0.7368421052631579,0.15789473684210525,0.8421052631578947,0.2631578947368421,0.47368421052631576,0.15789473684210525,0.05263157894736842
#octavie,4.918128654970761,22.131578947368425,0.059808612440191276,0.5221386800334167,0.7105263157894737,3.789473684210526,1.1842105263157894,0.6007147498375567,0.7105263157894737,0.23684210526315788
#antoine,0.5789473684210527,0.05980861244019143,19.18421052631579,0.0006835269993164658,0.8684210526315789,0.5747607655502394,1.4473684210526316,0.9891015417331206,0.8684210526315789,0.2894736842105263
#cesar,0.7368421052631579,0.5221386800334167,0.0006835269993164658,15.1578947368421,3.2481203007518804,0.13580827067669166,1.8421052631578947,1.6173767752715118,1.1052631578947367,1.0827067669172932
#albin,0.15789473684210525,0.7105263157894737,0.868421052631579,3.2481203007518804,32.23684210526316,1.263157894736842,0.39473684210526316,0.7105263157894737,0.23684210526315788,10.74561403508772
#brutus,0.8421052631578947,3.789473684210526,0.5747607655502394,0.13580827067669166,1.263157894736842,12.73684210526316,3.980263157894737,0.16447368421052624,1.263157894736842,0.42105263157894735
#flavien,0.2631578947368421,1.1842105263157894,1.4473684210526316,1.8421052631578947,0.39473684210526316,3.980263157894737,28.65789473684211,1.1842105263157894,0.39473684210526316,0.13157894736842105
#porcie,0.47368421052631576,0.6007147498375567,0.9891015417331209,1.6173767752715118,0.7105263157894737,0.16447368421052624,1.1842105263157894,22.131578947368425,7.377192982456141,0.23684210526315788
#pauline,0.15789473684210525,0.7105263157894737,0.868421052631579,1.1052631578947367,0.23684210526315788,1.263157894736842,0.39473684210526316,7.377192982456141,32.23684210526316,0.07894736842105263
#oracle,0.05263157894736842,0.23684210526315788,0.2894736842105263,1.0827067669172932,10.74561403508772,0.42105263157894735,0.13157894736842105,0.23684210526315788,0.07894736842105263,36.02631578947369
Successions,#julie,#octavie,#antoine,#cesar,#albin,#brutus,#flavien,#porcie,#pauline,#oracle
#julie,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#octavie,0.15151515151515152,0.0,0.42424242424242425,0.3333333333333333,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
#antoine,0.0,0.3409090909090909,0.022727272727272728,0.3181818181818182,0.0,0.20454545454545456,0.0,0.11363636363636363,0.0,0.0
#cesar,0.014925373134328358,0.16417910447761194,0.16417910447761194,0.04477611940298507,0.2537313432835821,0.26865671641791045,0.0,0.07462686567164178,0.014925373134328358,0.0
#albin,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
#brutus,0.0,0.0,0.21311475409836064,0.2459016393442623,0.0,0.01639344262295082,0.29508196721311475,0.22950819672131148,0.0,0.0
#flavien,0.0,0.0,0.0,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,0.0,0.0
#porcie,0.0,0.05405405405405406,0.10810810810810811,0.16216216216216217,0.0,0.43243243243243246,0.0,0.02702702702702703,0.21621621621621623,0.0
#pauline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#oracle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
