VALEUR,#laforet,#antoine,#mignard,#lulli,#madelon,#tous,#moliere,#boileau,#chapelle,#la-fontaine,#mathurin,#antoine #madelon #mathurin,#le-choeur,#les-villageois
Fréquences (scènes),0.7142857142857143,0.42857142857142855,0.7857142857142857,0.6428571428571429,0.35714285714285715,0.21428571428571427,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142
Fréquences(répliques),0.10638297872340426,0.06990881458966565,0.1276595744680851,0.20364741641337386,0.03343465045592705,0.02127659574468085,0.1884498480243161,0.0547112462006079,0.06990881458966565,0.08206686930091185,0.00303951367781155,0.00303951367781155,0.0364741641337386,0.0
Confrontation,0.10121457489878542,0.0728744939271255,0.11336032388663968,0.10323886639676114,0.0708502024291498,0.048582995951417005,0.10728744939271255,0.08299595141700405,0.08299595141700405,0.07692307692307693,0.0465587044534413,0.024291497975708502,0.0465587044534413,0.022267206477732792
Déviations,#laforet,#antoine,#mignard,#lulli,#madelon,#tous,#moliere,#boileau,#chapelle,#la-fontaine,#mathurin,#antoine #madelon #mathurin,#le-choeur,#les-villageois
#laforet,1.1428571428571426,0.11904761904761911,0.16623376623376634,0.38412698412698404,0.05142857142857138,0.3428571428571429,0.18285714285714297,0.3857142857142856,0.3857142857142856,0.09142857142857148,0.22857142857142873,0.11428571428571437,0.22857142857142873,0.11428571428571437
#antoine,0.11904761904761911,4.571428571428573,0.10822510822510827,0.005291005291005253,3.8095238095238098,0.396825396825397,0.019047619047619032,0.12698412698412687,0.12698412698412687,0.009523809523809516,1.5238095238095237,0.7619047619047619,1.5238095238095237,0.7619047619047619
#mignard,0.16623376623376607,0.10822510822510827,0.6428571428571431,0.12193362193362176,0.0012987012987012894,0.17532467532467527,0.0025974025974025788,0.0173160173160173,0.0173160173160173,0.0012987012987012894,0.11688311688311691,0.058441558441558454,0.11688311688311691,0.058441558441558454
#lulli,0.38412698412698404,0.00529100529100532,0.121933621933622,1.7857142857142847,0.19206349206349202,0.5952380952380955,0.028571428571428602,0.00529100529100532,0.00529100529100532,0.19206349206349202,0.396825396825397,0.1984126984126985,0.396825396825397,0.1984126984126985
#madelon,0.05142857142857138,3.8095238095238098,0.0012987012987013056,0.19206349206349202,5.785714285714286,0.8047619047619048,0.05142857142857138,0.009523809523809516,0.009523809523809516,0.02571428571428569,2.314285714285715,1.1571428571428575,2.314285714285715,1.1571428571428575
#tous,0.3428571428571429,0.396825396825397,0.17532467532467527,0.5952380952380949,0.8047619047619048,8.642857142857144,0.009523809523809516,0.396825396825397,0.396825396825397,0.8047619047619048,0.7619047619047619,2.880952380952381,0.7619047619047619,0.21428571428571427
#moliere,0.18285714285714297,0.019047619047619032,0.0025974025974026113,0.028571428571428602,0.05142857142857138,0.009523809523809516,1.1428571428571426,0.6857142857142858,0.6857142857142858,0.5714285714285713,0.22857142857142873,0.11428571428571437,0.22857142857142873,0.11428571428571437
#boileau,0.3857142857142856,0.12698412698412687,0.0173160173160173,0.005291005291005253,0.009523809523809516,0.396825396825397,0.6857142857142858,4.571428571428573,4.571428571428573,3.8095238095238098,1.5238095238095237,0.7619047619047619,1.5238095238095237,0.7619047619047619
#boileau,0.3857142857142856,0.12698412698412687,0.0173160173160173,0.005291005291005253,0.009523809523809516,0.396825396825397,0.6857142857142858,4.571428571428573,4.571428571428573,3.8095238095238098,1.5238095238095237,0.7619047619047619,1.5238095238095237,0.7619047619047619
#la-fontaine,0.09142857142857148,0.009523809523809516,0.0012987012987013056,0.19206349206349202,0.02571428571428569,0.8047619047619048,0.5714285714285713,3.8095238095238098,3.8095238095238098,5.785714285714286,2.314285714285715,1.1571428571428575,2.314285714285715,1.1571428571428575
#mathurin,0.22857142857142854,1.5238095238095237,0.11688311688311691,0.3968253968253967,2.3142857142857136,0.7619047619047619,0.22857142857142854,1.5238095238095237,1.5238095238095237,2.3142857142857136,10.285714285714288,5.142857142857144,10.285714285714288,5.142857142857144
#antoine #madelon #mathurin,0.11428571428571427,0.7619047619047619,0.058441558441558454,0.19841269841269835,1.1571428571428568,2.880952380952381,0.11428571428571427,0.7619047619047619,0.7619047619047619,1.1571428571428568,5.142857142857144,12.071428571428573,5.142857142857144,0.07142857142857142
#mathurin,0.22857142857142854,1.5238095238095237,0.11688311688311691,0.3968253968253967,2.3142857142857136,0.7619047619047619,0.22857142857142854,1.5238095238095237,1.5238095238095237,2.3142857142857136,10.285714285714288,5.142857142857144,10.285714285714288,5.142857142857144
#les-villageois,0.11428571428571427,0.7619047619047619,0.058441558441558454,0.19841269841269835,1.1571428571428568,0.21428571428571427,0.11428571428571427,0.7619047619047619,0.7619047619047619,1.1571428571428568,5.142857142857144,0.07142857142857142,5.142857142857144,12.071428571428573
Successions,#laforet,#antoine,#mignard,#lulli,#madelon,#tous,#moliere,#boileau,#chapelle,#la-fontaine,#mathurin,#antoine #madelon #mathurin,#le-choeur,#les-villageois
#laforet,0.02631578947368421,0.13157894736842105,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0
