VALEUR,#manilie,#cassie,#premier-capitaine,#second-capitaine,#cleodore,#crisante,#marcie,#orante,#antioche,#crates,#euphorbe,#premier-chef-de-guerre,#deuxieme-chef-de-guerre
Fréquences (scènes),0.18181818181818182,0.4090909090909091,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.4090909090909091,0.3181818181818182,0.13636363636363635,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.13636363636363635
Fréquences(répliques),0.09194630872483221,0.2664429530201342,0.008053691275167786,0.0026845637583892616,0.07315436241610739,0.212751677852349,0.06040268456375839,0.056375838926174496,0.15167785234899328,0.042953020134228186,0.013422818791946308,0.010067114093959731,0.010067114093959731
Confrontation,0.09558823529411764,0.11029411764705882,0.022058823529411766,0.022058823529411766,0.058823529411764705,0.16176470588235295,0.10294117647058823,0.03676470588235294,0.09558823529411764,0.07352941176470588,0.07352941176470588,0.07352941176470588,0.07352941176470588
Déviations,#manilie,#cassie,#premier-capitaine,#second-capitaine,#cleodore,#crisante,#marcie,#orante,#antioche,#crates,#euphorbe,#premier-chef-de-guerre,#deuxieme-chef-de-guerre
#manilie,14.727272727272725,0.08080808080808076,3.681818181818181,3.681818181818181,0.10227272727272725,0.08080808080808076,1.2727272727272727,0.5454545454545454,1.4545454545454546,0.7272727272727273,0.7272727272727273,11.045454545454547,11.045454545454547
#cassie,0.08080808080808076,7.681818181818182,0.8535353535353533,0.8535353535353533,3.414141414141413,0.12626262626262635,1.2128427128427128,0.04208754208754202,3.272727272727273,1.6363636363636365,1.6363636363636365,0.04208754208754202,0.04208754208754202
#premier-capitaine,3.681818181818181,0.8535353535353533,20.045454545454547,20.045454545454547,0.18181818181818182,0.4090909090909091,0.3181818181818182,0.13636363636363635,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.13636363636363635
#premier-capitaine,3.681818181818181,0.8535353535353533,20.045454545454547,20.045454545454547,0.18181818181818182,0.4090909090909091,0.3181818181818182,0.13636363636363635,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.13636363636363635
#cleodore,0.10227272727272725,3.414141414141413,0.18181818181818182,0.18181818181818182,14.727272727272725,0.24747474747474754,1.2727272727272727,0.5454545454545454,1.4545454545454546,0.7272727272727273,0.7272727272727273,0.3787878787878789,0.3787878787878789
#crisante,0.08080808080808076,0.12626262626262635,0.4090909090909091,0.4090909090909091,0.24747474747474754,7.681818181818182,3.435064935064935,0.48653198653198687,0.4949494949494951,0.24747474747474754,0.24747474747474754,0.48653198653198687,0.48653198653198687
#marcie,1.2727272727272727,1.2128427128427128,0.3181818181818182,0.3181818181818182,1.2727272727272727,3.435064935064935,10.22727272727273,1.145021645021645,0.08116883116883118,0.05844155844155843,0.05844155844155843,0.9545454545454545,0.9545454545454545
#orante,0.5454545454545454,0.04208754208754209,0.13636363636363635,0.13636363636363635,0.5454545454545454,0.4865319865319865,1.1450216450216448,16.40909090909091,1.0909090909090908,0.5454545454545454,0.5454545454545454,0.40909090909090906,0.40909090909090906
#antioche,1.4545454545454546,3.272727272727273,0.36363636363636365,0.36363636363636365,1.4545454545454546,0.4949494949494951,0.08116883116883118,1.0909090909090908,8.909090909090908,4.454545454545454,4.454545454545454,1.0909090909090908,1.0909090909090908
#crates,0.7272727272727273,1.6363636363636365,0.18181818181818182,0.18181818181818182,0.7272727272727273,0.24747474747474754,0.05844155844155843,0.5454545454545454,4.454545454545454,14.727272727272725,14.727272727272725,0.5454545454545454,0.5454545454545454
#crates,0.7272727272727273,1.6363636363636365,0.18181818181818182,0.18181818181818182,0.7272727272727273,0.24747474747474754,0.05844155844155843,0.5454545454545454,4.454545454545454,14.727272727272725,14.727272727272725,0.5454545454545454,0.5454545454545454
#premier-chef-de-guerre,11.045454545454547,0.04208754208754209,0.13636363636363635,0.13636363636363635,0.3787878787878789,0.4865319865319865,0.9545454545454546,0.40909090909090906,1.0909090909090908,0.5454545454545454,0.5454545454545454,16.40909090909091,16.40909090909091
#premier-chef-de-guerre,11.045454545454547,0.04208754208754209,0.13636363636363635,0.13636363636363635,0.3787878787878789,0.4865319865319865,0.9545454545454546,0.40909090909090906,1.0909090909090908,0.5454545454545454,0.5454545454545454,16.40909090909091,16.40909090909091
Successions,#manilie,#cassie,#premier-capitaine,#second-capitaine,#cleodore,#crisante,#marcie,#orante,#antioche,#crates,#euphorbe,#premier-chef-de-guerre,#deuxieme-chef-de-guerre
#manilie,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285
