VALEUR,#alfred,#georgette,#ensemble,#michel,#madame-romarin,#petersthal,#mina,#choeur-des-invites,#un-domestique,#l-invite,#les-dames,#la-dame,#choeur,#petersthal #michel #madame-romarin,#les-hommes,#les-femmes,#madame-romain,#tous,#petersthal #madame-romarin,#petersthal #invites,#le-domestique
Fréquences (scènes),0.37037037037037035,0.1111111111111111,0.1111111111111111,0.6296296296296297,0.4444444444444444,0.48148148148148145,0.5185185185185185,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
Fréquences(répliques),0.1563517915309446,0.05211726384364821,0.06514657980456026,0.09771986970684039,0.048859934853420196,0.03257328990228013,0.36156351791530944,0.026058631921824105,0.0,0.0,0.0,0.0,0.10097719869706841,0.016286644951140065,0.016286644951140065,0.013029315960912053,0.0,0.0,0.0,0.013029315960912053,0.0
Confrontation,0.06923076923076923,0.03333333333333333,0.028205128205128206,0.13846153846153847,0.13076923076923078,0.12307692307692308,0.12564102564102564,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.0641025641025641,0.06153846153846154,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.06153846153846154,0.017948717948717947,0.015384615384615385,0.002564102564102564
Déviations,#alfred,#georgette,#ensemble,#michel,#madame-romarin,#petersthal,#mina,#choeur-des-invites,#un-domestique,#l-invite,#les-dames,#la-dame,#choeur,#petersthal #michel #madame-romarin,#les-hommes,#les-femmes,#madame-romain,#tous,#petersthal #madame-romarin,#petersthal #invites,#le-domestique
#alfred,10.703703703703706,0.01111111111111112,0.711111111111111,0.26688453159041414,0.4694444444444445,0.13789173789173792,0.12804232804232807,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.37037037037037035,1.5564814814814816,0.01111111111111112,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.01111111111111112,0.37037037037037035,1.0703703703703706,0.37037037037037035
#georgette,0.01111111111111112,21.333333333333332,1.3333333333333337,0.006535947712418307,0.0833333333333333,0.13675213675213674,0.1984126984126983,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6944444444444445,1.3333333333333337,7.111111111111111,7.111111111111111,7.111111111111111,1.3333333333333337,0.1111111111111111,0.1111111111111111,0.1111111111111111
#ensemble,0.711111111111111,1.3333333333333337,21.333333333333332,0.41830065359477125,0.0833333333333333,0.13675213675213674,0.12698412698412712,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,1.3333333333333337,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.3333333333333337,7.111111111111111,0.1111111111111111,0.1111111111111111
#michel,0.26688453159041375,0.006535947712418307,0.41830065359477125,3.703703703703703,0.7908496732026145,0.4023797553209318,0.003890445066915652,0.6296296296296295,0.6296296296296295,0.6296296296296295,0.2178649237472768,0.2178649237472768,0.09204793028322455,0.6535947712418302,0.2178649237472768,0.2178649237472768,0.2178649237472768,0.6535947712418302,0.2178649237472768,0.2178649237472768,0.2178649237472768
#madame-romarin,0.4694444444444445,0.0833333333333333,0.0833333333333333,0.7908496732026145,8.333333333333336,1.7970085470085473,0.5079365079365085,0.6944444444444445,0.6944444444444445,0.6944444444444445,0.6944444444444445,0.6944444444444445,0.8402777777777779,2.083333333333334,0.6944444444444445,0.6944444444444445,0.6944444444444445,2.083333333333334,0.6944444444444445,0.6944444444444445,0.4444444444444444
#petersthal,0.13789173789173792,0.13675213675213674,0.13675213675213674,0.4023797553209318,1.7970085470085473,7.259259259259261,0.08140008140008134,0.5584045584045586,0.5584045584045586,0.5584045584045586,0.48148148148148145,0.48148148148148145,0.5990028490028492,1.6752136752136753,0.5584045584045586,0.5584045584045586,0.5584045584045586,1.6752136752136753,0.5584045584045586,0.5584045584045586,0.48148148148148145
#mina,0.12804232804232807,0.1984126984126983,0.12698412698412712,0.003890445066915652,0.5079365079365085,0.08140008140008134,6.259259259259261,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.44708994708994715,0.44708994708994715,1.7883597883597886,1.3412698412698416,0.44708994708994715,0.44708994708994715,0.44708994708994715,1.3412698412698416,0.44708994708994715,0.44708994708994715,0.5185185185185185
#choeur-des-invites,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.6296296296296297,0.6944444444444445,0.5584045584045586,0.5185185185185185,25.03703703703704,25.03703703703704,25.03703703703704,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#choeur-des-invites,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.6296296296296297,0.6944444444444445,0.5584045584045586,0.5185185185185185,25.03703703703704,25.03703703703704,25.03703703703704,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#choeur-des-invites,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.6296296296296297,0.6944444444444445,0.5584045584045586,0.5185185185185185,25.03703703703704,25.03703703703704,25.03703703703704,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#les-dames,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.21786492374727665,0.6944444444444445,0.48148148148148145,0.44708994708994715,0.037037037037037035,0.037037037037037035,0.037037037037037035,25.03703703703704,25.03703703703704,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#les-dames,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.21786492374727665,0.6944444444444445,0.48148148148148145,0.44708994708994715,0.037037037037037035,0.037037037037037035,0.037037037037037035,25.03703703703704,25.03703703703704,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#choeur,1.5564814814814816,0.6944444444444445,0.4444444444444444,0.09204793028322436,0.8402777777777779,0.5990028490028492,1.7883597883597886,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,19.59259259259259,5.444444444444445,4.898148148148148,4.898148148148148,4.898148148148148,5.444444444444445,0.14814814814814814,4.898148148148148,0.14814814814814814
#petersthal #michel #madame-romarin,0.01111111111111112,1.3333333333333337,1.3333333333333337,0.6535947712418302,2.083333333333334,1.6752136752136753,1.3412698412698416,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,5.444444444444445,21.333333333333332,7.111111111111111,7.111111111111111,7.111111111111111,21.333333333333332,7.111111111111111,0.1111111111111111,0.1111111111111111
#les-hommes,0.37037037037037035,7.111111111111111,0.1111111111111111,0.21786492374727665,0.6944444444444445,0.5584045584045586,0.44708994708994715,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,4.898148148148148,7.111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,7.111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#les-hommes,0.37037037037037035,7.111111111111111,0.1111111111111111,0.21786492374727665,0.6944444444444445,0.5584045584045586,0.44708994708994715,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,4.898148148148148,7.111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,7.111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#les-hommes,0.37037037037037035,7.111111111111111,0.1111111111111111,0.21786492374727665,0.6944444444444445,0.5584045584045586,0.44708994708994715,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,4.898148148148148,7.111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,7.111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035
#petersthal #michel #madame-romarin,0.01111111111111112,1.3333333333333337,1.3333333333333337,0.6535947712418302,2.083333333333334,1.6752136752136753,1.3412698412698416,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,5.444444444444445,21.333333333333332,7.111111111111111,7.111111111111111,7.111111111111111,21.333333333333332,7.111111111111111,0.1111111111111111,0.1111111111111111
#petersthal #madame-romarin,0.37037037037037035,0.1111111111111111,7.111111111111111,0.21786492374727665,0.6944444444444445,0.5584045584045586,0.44708994708994715,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,7.111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,7.111111111111111,25.03703703703704,0.037037037037037035,0.037037037037037035
#petersthal #invites,1.0703703703703706,0.1111111111111111,0.1111111111111111,0.21786492374727665,0.6944444444444445,0.5584045584045586,0.44708994708994715,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,4.898148148148148,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,25.03703703703704,0.037037037037037035
#le-domestique,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.21786492374727665,0.4444444444444444,0.48148148148148145,0.5185185185185185,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,25.03703703703704
Successions,#alfred,#georgette,#ensemble,#michel,#madame-romarin,#petersthal,#mina,#choeur-des-invites,#un-domestique,#l-invite,#les-dames,#la-dame,#choeur,#petersthal #michel #madame-romarin,#les-hommes,#les-femmes,#madame-romain,#tous,#petersthal #madame-romarin,#petersthal #invites,#le-domestique
#alfred,0.009708737864077669,0.10679611650485436,0.009708737864077669,0.07766990291262135,0.06796116504854369,0.22330097087378642,0.4854368932038835,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0
#georgette,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.15384615384615385,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ensemble,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#michel,0.136986301369863,0.136986301369863,0.0,0.0136986301369863,0.2602739726027397,0.2054794520547945,0.1232876712328767,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0410958904109589
