VALEUR,#mazael,#salome,#soheme,#ammon,#elise,#mariamne,#narbas,#idamas,#herode,#le-garde
Fréquences (scènes),0.2857142857142857,0.2857142857142857,0.2857142857142857,0.03571428571428571,0.10714285714285714,0.42857142857142855,0.17857142857142858,0.10714285714285714,0.39285714285714285,0.03571428571428571
Fréquences(répliques),0.106353591160221,0.15676795580110497,0.15676795580110497,0.004143646408839779,0.018646408839779006,0.18162983425414364,0.09944751381215469,0.04074585635359116,0.23204419889502761,0.003453038674033149
Confrontation,0.15853658536585366,0.14634146341463414,0.08536585365853659,0.012195121951219513,0.04878048780487805,0.1951219512195122,0.07317073170731707,0.04878048780487805,0.2073170731707317,0.024390243902439025
Déviations,#mazael,#salome,#soheme,#ammon,#elise,#mariamne,#narbas,#idamas,#herode,#le-garde
#mazael,14.285714285714286,6.0357142857142865,2.2857142857142856,0.2857142857142857,0.8571428571428571,0.5952380952380951,1.4285714285714286,0.023809523809523826,0.23376623376623382,0.2857142857142857
#salome,6.0357142857142865,14.285714285714286,0.7232142857142856,0.2857142857142857,0.8571428571428571,0.5952380952380951,1.4285714285714286,0.8571428571428571,0.006493506493506488,0.2857142857142857
#soheme,2.2857142857142856,0.7232142857142856,14.285714285714286,1.7857142857142858,0.023809523809523826,0.5952380952380951,0.1285714285714286,0.023809523809523826,3.142857142857143,0.2857142857142857
#ammon,0.2857142857142857,0.2857142857142857,1.7857142857142858,26.03571428571429,0.10714285714285714,0.42857142857142855,0.17857142857142858,0.10714285714285714,0.39285714285714285,0.03571428571428571
#elise,0.8571428571428571,0.8571428571428571,0.023809523809523826,0.10714285714285714,22.321428571428577,0.396825396825397,0.5357142857142857,0.3214285714285714,0.027056277056277066,0.10714285714285714
#mariamne,0.5952380952380951,0.5952380952380951,0.5952380952380951,0.42857142857142855,0.396825396825397,9.142857142857146,0.3428571428571429,1.2857142857142856,0.10822510822510827,0.7619047619047619
#narbas,1.4285714285714284,1.4285714285714284,0.12857142857142848,0.17857142857142855,0.5357142857142857,0.3428571428571429,18.89285714285714,0.5357142857142857,0.0006493506493506528,0.17857142857142855
#idamas,0.023809523809523826,0.8571428571428571,0.023809523809523826,0.10714285714285714,0.3214285714285714,1.2857142857142856,0.5357142857142857,22.321428571428577,0.5725108225108224,0.10714285714285714
#herode,0.23376623376623382,0.006493506493506488,3.142857142857143,0.39285714285714285,0.027056277056277066,0.10822510822510827,0.0006493506493506447,0.5725108225108224,10.321428571428573,0.9383116883116885
#le-garde,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.03571428571428571,0.10714285714285714,0.7619047619047619,0.17857142857142858,0.10714285714285714,0.9383116883116885,26.03571428571429
Successions,#mazael,#salome,#soheme,#ammon,#elise,#mariamne,#narbas,#idamas,#herode,#le-garde
#mazael,0.0,0.45161290322580644,0.03225806451612903,0.0,0.0,0.06451612903225806,0.0,0.03225806451612903,0.41935483870967744,0.0
#salome,0.43243243243243246,0.05405405405405406,0.08108108108108109,0.0,0.0,0.05405405405405406,0.0,0.0,0.3783783783783784,0.0
#soheme,0.0,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.4827586206896552,0.10344827586206896,0.06896551724137931,0.0,0.0
#ammon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#elise,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0
#mariamne,0.02631578947368421,0.05263157894736842,0.34210526315789475,0.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.34210526315789475,0.0
#narbas,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.7,0.0
#idamas,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
#herode,0.21212121212121213,0.21212121212121213,0.0,0.0,0.0,0.19696969696969696,0.21212121212121213,0.13636363636363635,0.015151515151515152,0.015151515151515152
#le-garde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
