VALEUR,#oronte,#l-oracle,#dorame,#lycanthe,#olympe,#melinde,#gelandre,#lucidor,#soldat-1,#soldat-2,#soldat-3,#le-page-d-oronte,#soldat,#le-roi-de-thrace,#le-roi-de-perse,#le-page
Fréquences (scènes),0.4523809523809524,0.023809523809523808,0.38095238095238093,0.09523809523809523,0.3333333333333333,0.2619047619047619,0.19047619047619047,0.30952380952380953,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.11904761904761904,0.023809523809523808
Fréquences(répliques),0.20313127258129265,0.009634684865515858,0.2557205941389,0.03131272581292654,0.16057808109193095,0.11079887595343235,0.053392211963067045,0.09353673223604977,0.0008028904054596548,0.0004014452027298274,0.0004014452027298274,0.0024086712163789645,0.0004014452027298274,0.03853873946206343,0.037334403853873946,0.0016057808109193096
Confrontation,0.1694915254237288,0.00423728813559322,0.13135593220338984,0.038135593220338986,0.1016949152542373,0.09322033898305085,0.0847457627118644,0.1271186440677966,0.029661016949152543,0.012711864406779662,0.012711864406779662,0.01694915254237288,0.01694915254237288,0.07203389830508475,0.08050847457627118,0.00847457627118644
Déviations,#oronte,#l-oracle,#dorame,#lycanthe,#olympe,#melinde,#gelandre,#lucidor,#soldat-1,#soldat-2,#soldat-3,#le-page-d-oronte,#soldat,#le-roi-de-thrace,#le-roi-de-perse,#le-page
#oronte,12.595238095238097,0.6629072681704262,1.0538847117794494,0.3621553884711778,0.0701754385964913,0.1915014809751652,0.10588972431077681,0.0024098708309234452,0.010025062656641626,0.45238095238095233,0.45238095238095233,0.6629072681704262,0.6629072681704262,0.030325814536340843,0.24085213032581457,0.45238095238095233
#l-oracle,0.6629072681704261,40.023809523809526,0.38095238095238093,0.09523809523809523,0.3333333333333333,0.2619047619047619,0.19047619047619047,0.30952380952380953,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.11904761904761904,0.023809523809523808
#dorame,1.0538847117794485,0.38095238095238093,16.0952380952381,0.14880952380952386,0.020833333333333297,1.145021645021645,0.3601190476190475,0.1831501831501832,0.7619047619047619,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.6297619047619049,0.6297619047619049,0.38095238095238093
#lycanthe,0.36215538847117795,0.09523809523809523,0.14880952380952386,34.38095238095239,1.3333333333333333,1.0476190476190477,0.7619047619047619,1.2380952380952381,17.190476190476193,8.595238095238097,8.595238095238097,8.595238095238097,8.595238095238097,0.47619047619047616,0.47619047619047616,0.09523809523809523
#olympe,0.0701754385964913,0.3333333333333333,0.020833333333333297,1.3333333333333333,18.66666666666667,1.9393939393939397,1.0416666666666665,0.02564102564102573,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0666666666666669,1.0666666666666669,0.3333333333333333
#melinde,0.1915014809751652,0.26190476190476186,1.1450216450216446,1.0476190476190474,1.9393939393939394,22.880952380952376,11.481601731601735,0.7474192474192469,0.5238095238095237,0.26190476190476186,0.26190476190476186,0.26190476190476186,0.26190476190476186,0.07316017316017316,0.07316017316017316,2.0800865800865806
#gelandre,0.10588972431077695,0.19047619047619047,0.3601190476190475,0.7619047619047619,1.0416666666666665,11.481601731601733,27.523809523809526,0.9377289377289375,0.38095238095238093,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.0023809523809523864,0.0023809523809523864,3.4404761904761907
#lucidor,0.0024098708309234452,0.30952380952380953,0.1831501831501832,1.2380952380952381,0.025641025641025595,0.7474192474192469,0.9377289377289375,20.023809523809522,0.6190476190476191,0.30952380952380953,0.30952380952380953,0.30952380952380953,0.30952380952380953,1.3630036630036635,3.8860805860805874,0.30952380952380953
#soldat-1,0.010025062656641602,0.047619047619047616,0.7619047619047619,17.190476190476193,0.6666666666666666,0.5238095238095238,0.38095238095238093,0.6190476190476191,38.095238095238095,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.23809523809523808,0.23809523809523808,0.047619047619047616
#soldat-2,0.4523809523809524,0.023809523809523808,0.38095238095238093,8.595238095238097,0.3333333333333333,0.2619047619047619,0.19047619047619047,0.30952380952380953,19.047619047619047,40.023809523809526,40.023809523809526,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.11904761904761904,0.023809523809523808
#soldat-2,0.4523809523809524,0.023809523809523808,0.38095238095238093,8.595238095238097,0.3333333333333333,0.2619047619047619,0.19047619047619047,0.30952380952380953,19.047619047619047,40.023809523809526,40.023809523809526,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.11904761904761904,0.023809523809523808
#le-page-d-oronte,0.6629072681704261,0.023809523809523808,0.38095238095238093,8.595238095238097,0.3333333333333333,0.2619047619047619,0.19047619047619047,0.30952380952380953,19.047619047619047,0.023809523809523808,0.023809523809523808,40.023809523809526,40.023809523809526,0.11904761904761904,0.11904761904761904,0.023809523809523808
#le-page-d-oronte,0.6629072681704261,0.023809523809523808,0.38095238095238093,8.595238095238097,0.3333333333333333,0.2619047619047619,0.19047619047619047,0.30952380952380953,19.047619047619047,0.023809523809523808,0.023809523809523808,40.023809523809526,40.023809523809526,0.11904761904761904,0.11904761904761904,0.023809523809523808
#le-roi-de-thrace,0.030325814536340843,0.11904761904761904,0.6297619047619049,0.47619047619047616,1.0666666666666669,0.07316017316017316,0.0023809523809523864,1.363003663003663,0.23809523809523808,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.11904761904761904,32.5952380952381,19.475238095238094,0.11904761904761904
#le-roi-de-perse,0.24085213032581457,0.11904761904761904,0.6297619047619049,0.47619047619047616,1.0666666666666669,0.07316017316017316,0.0023809523809523864,3.886080586080587,0.23809523809523808,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.11904761904761904,19.475238095238094,32.5952380952381,0.11904761904761904
#le-page,0.4523809523809524,0.023809523809523808,0.38095238095238093,0.09523809523809523,0.3333333333333333,2.08008658008658,3.4404761904761907,0.30952380952380953,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.11904761904761904,40.023809523809526
Successions,#oronte,#l-oracle,#dorame,#lycanthe,#olympe,#melinde,#gelandre,#lucidor,#soldat-1,#soldat-2,#soldat-3,#le-page-d-oronte,#soldat,#le-roi-de-thrace,#le-roi-de-perse,#le-page
#oronte,0.0072992700729927005,0.0,0.31386861313868614,0.029197080291970802,0.3722627737226277,0.072992700729927,0.014598540145985401,0.145985401459854,0.0072992700729927005,0.0,0.0,0.014598540145985401,0.0072992700729927005,0.0,0.014598540145985401,0.0
#l-oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#dorame,0.47572815533980584,0.009708737864077669,0.009708737864077669,0.1941747572815534,0.11650485436893204,0.009708737864077669,0.009708737864077669,0.02912621359223301,0.0,0.0,0.0,0.0,0.0,0.0970873786407767,0.04854368932038835,0.0
#lycanthe,0.11538461538461539,0.0,0.7692307692307693,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0
#olympe,0.6438356164383562,0.0,0.2191780821917808,0.0,0.0,0.0,0.0136986301369863,0.1232876712328767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#melinde,0.15942028985507245,0.0,0.014492753623188406,0.0,0.0,0.0,0.36231884057971014,0.463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#gelandre,0.06060606060606061,0.0,0.06060606060606061,0.0,0.0,0.7272727272727273,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.06060606060606061
#lucidor,0.23529411764705882,0.0,0.10294117647058823,0.0,0.08823529411764706,0.45588235294117646,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.04411764705882353,0.04411764705882353,0.0
#soldat-1,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#soldat-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#soldat-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-roi-de-thrace,0.0,0.0,0.4117647058823529,0.0,0.17647058823529413,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0
#le-roi-de-perse,0.25,0.0,0.375,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
#le-page,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
