VALEUR,#le-chevalier,#la-marquise,#le-peintre,#le-poete,#le-musicien,#tous,#l-epine,#la-rancune,#lisette,#frontin,#ensemble,#valere,#lucile,#platinet,#madame-argante
Fréquences (scènes),0.4074074074074074,0.37037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.25925925925925924,0.2962962962962963,0.07407407407407407,0.18518518518518517
Fréquences(répliques),0.0,0.0,0.0,0.0,0.008955223880597015,0.0,0.0,0.14029850746268657,0.11343283582089553,0.13432835820895522,0.05970149253731343,0.10746268656716418,0.16716417910447762,0.03880597014925373,0.2298507462686567
Confrontation,0.1792452830188679,0.1792452830188679,0.018867924528301886,0.05660377358490566,0.03773584905660377,0.03773584905660377,0.04716981132075472,0.018867924528301886,0.08490566037735849,0.04716981132075472,0.05660377358490566,0.09433962264150944,0.08490566037735849,0.018867924528301886,0.03773584905660377
Déviations,#le-chevalier,#la-marquise,#le-peintre,#le-poete,#le-musicien,#tous,#l-epine,#la-rancune,#lisette,#frontin,#ensemble,#valere,#lucile,#platinet,#madame-argante
#le-chevalier,9.481481481481485,8.619528619528623,0.8619528619528619,1.7239057239057238,0.8619528619528619,0.8619528619528619,1.7239057239057238,0.8619528619528619,0.5279461279461277,1.6296296296296295,1.222222222222222,2.8518518518518516,3.259259259259259,0.8148148148148148,2.0370370370370368
#la-marquise,8.619528619528623,10.703703703703706,1.0703703703703706,2.1407407407407413,1.0703703703703706,1.0703703703703706,2.1407407407407413,1.0703703703703706,0.39185185185185173,1.4814814814814814,1.1111111111111112,2.5925925925925926,2.962962962962963,0.7407407407407407,1.8518518518518516
#le-peintre,0.8619528619528619,1.0703703703703706,25.03703703703704,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.25925925925925924,0.2962962962962963,0.07407407407407407,0.18518518518518517
#le-poete,1.7239057239057238,2.1407407407407413,0.07407407407407407,23.148148148148152,11.574074074074076,11.574074074074076,0.14814814814814814,0.07407407407407407,0.37037037037037035,0.2962962962962963,0.2222222222222222,0.5185185185185185,0.5925925925925926,0.14814814814814814,0.37037037037037035
#le-musicien,0.8619528619528619,1.0703703703703706,0.037037037037037035,11.574074074074076,25.03703703703704,25.03703703703704,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.25925925925925924,0.2962962962962963,0.07407407407407407,0.18518518518518517
#le-musicien,0.8619528619528619,1.0703703703703706,0.037037037037037035,11.574074074074076,25.03703703703704,25.03703703703704,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.25925925925925924,0.2962962962962963,0.07407407407407407,0.18518518518518517
#l-epine,1.7239057239057238,2.1407407407407413,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.07407407407407407,23.148148148148152,0.07407407407407407,1.0703703703703706,0.2962962962962963,0.2222222222222222,0.5185185185185185,0.5925925925925926,0.14814814814814814,0.37037037037037035
#la-rancune,0.8619528619528619,1.0703703703703706,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.07407407407407407,25.03703703703704,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.25925925925925924,0.2962962962962963,0.07407407407407407,0.18518518518518517
#lisette,0.5279461279461277,0.39185185185185173,0.18518518518518517,0.37037037037037035,0.18518518518518517,0.18518518518518517,1.0703703703703706,0.18518518518518517,17.92592592592593,0.09074074074074077,0.3555555555555555,2.2391534391534393,0.15648148148148142,0.37037037037037035,0.9259259259259258
#frontin,1.6296296296296295,1.4814814814814814,0.14814814814814814,0.2962962962962963,0.14814814814814814,0.14814814814814814,0.2962962962962963,0.14814814814814814,0.09074074074074077,19.59259259259259,0.6944444444444445,1.037037037037037,2.7789351851851856,0.2962962962962963,0.7407407407407407
