VALEUR,#la-muse-des-gloires,#la-muse-des-deuils,#corneille
Fréquences (scènes),1.0,1.0,1.0
Fréquences(répliques),0.4463087248322148,0.348993288590604,0.20469798657718122
Confrontation,0.3333333333333333,0.3333333333333333,0.3333333333333333
Déviations,#la-muse-des-gloires,#la-muse-des-deuils,#corneille
#la-muse-des-gloires,0.0,0.0,0.0
#la-muse-des-gloires,0.0,0.0,0.0
#la-muse-des-gloires,0.0,0.0,0.0
Successions,#la-muse-des-gloires,#la-muse-des-deuils,#corneille
#la-muse-des-gloires,0.0,0.8461538461538461,0.15384615384615385
#la-muse-des-deuils,0.6363636363636364,0.0,0.36363636363636365
#corneille,1.0,0.0,0.0
