VALEUR,#mademoiselle-mousset,#mimi,#lolotte,#manon,#lorange,#urbine,#le-chevalier,#clitandre,#le-breton,#angelique,#madame-isaac,#jasmin,#monsieur-farfadel,#mademoiselle-de-kermorin,#marotte,#madame-bardoux,#farfadel,#mademoiselle-de-kermonin #marotte,#tous
Fréquences (scènes),0.8064516129032258,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.4838709677419355,0.12903225806451613,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.1935483870967742,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.12903225806451613,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903
Fréquences(répliques),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6447368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35526315789473684
Confrontation,0.15023474178403756,0.009389671361502348,0.009389671361502348,0.009389671361502348,0.13145539906103287,0.046948356807511735,0.08450704225352113,0.08215962441314555,0.11032863849765258,0.04460093896713615,0.018779342723004695,0.02112676056338028,0.04929577464788732,0.06103286384976526,0.056338028169014086,0.06103286384976526,0.025821596244131457,0.025821596244131457,0.002347417840375587
Déviations,#mademoiselle-mousset,#mimi,#lolotte,#manon,#lorange,#urbine,#le-chevalier,#clitandre,#le-breton,#angelique,#madame-isaac,#jasmin,#monsieur-farfadel,#mademoiselle-de-kermorin,#marotte,#madame-bardoux,#farfadel,#mademoiselle-de-kermonin #marotte,#tous
#mademoiselle-mousset,1.1612903225806457,0.04645161290322583,0.04645161290322583,0.04645161290322583,0.2994408602150535,0.0158064516129032,1.164516129032258,0.528516129032258,0.0018768328445747766,0.005376344086021495,0.09290322580645166,0.09290322580645166,0.4658064516129031,0.23225806451612907,0.18580645161290332,1.6653763440860219,0.04645161290322583,0.04645161290322583,0.8064516129032258
#mimi,0.04645161290322583,29.03225806451613,29.03225806451613,29.03225806451613,0.550537634408602,0.12903225806451613,0.3225806451612903,0.3225806451612903,0.35483870967741943,0.1935483870967742,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.12903225806451613,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903
#mimi,0.04645161290322583,29.03225806451613,29.03225806451613,29.03225806451613,0.550537634408602,0.12903225806451613,0.3225806451612903,0.3225806451612903,0.35483870967741943,0.1935483870967742,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.12903225806451613,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903
#mimi,0.04645161290322583,29.03225806451613,29.03225806451613,29.03225806451613,0.550537634408602,0.12903225806451613,0.3225806451612903,0.3225806451612903,0.35483870967741943,0.1935483870967742,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.12903225806451613,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903
#lorange,0.29944086021505406,0.550537634408602,0.550537634408602,0.550537634408602,8.258064516129034,0.0021505376344085982,0.698709677419355,0.005376344086021495,2.5407624633431074,0.2810035842293907,0.0010752688172042991,1.101075268817204,0.0021505376344085982,2.7526881720430105,2.202150537634408,0.2810035842293907,0.550537634408602,0.550537634408602,0.4838709677419355
#urbine,0.0158064516129032,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0021505376344085982,23.516129032258064,5.690322580645162,0.06532258064516128,0.23753665689149553,0.7741935483870968,0.25806451612903225,0.25806451612903225,0.45362903225806456,2.845161290322581,4.266129032258065,0.06586021505376345,5.879032258064516,5.879032258064516,0.12903225806451613
#le-chevalier,1.164516129032258,0.3225806451612903,0.3225806451612903,0.3225806451612903,0.698709677419355,5.690322580645162,14.225806451612906,0.9758064516129036,0.08475073313783002,0.4521505376344086,0.6451612903225806,0.6451612903225806,2.265322580645161,0.09290322580645166,0.3903225806451614,8.535483870967742,1.4225806451612906,1.4225806451612906,0.3225806451612903
#clitandre,0.528516129032258,0.3225806451612903,0.3225806451612903,0.3225806451612903,0.005376344086021495,0.06532258064516128,0.9758064516129036,14.225806451612906,0.05747800586510253,0.0021505376344085982,0.6451612903225806,0.6451612903225806,2.265322580645161,0.23290322580645156,0.06532258064516128,4.852150537634409,1.4225806451612906,1.4225806451612906,0.3225806451612903
#le-breton,0.0018768328445747766,0.35483870967741943,0.35483870967741943,0.35483870967741943,2.540762463343109,0.23753665689149553,0.08475073313782991,0.05747800586510265,12.903225806451612,0.35630498533724353,2.3460410557184748,2.3460410557184748,0.23753665689149553,0.8469208211143695,1.7602639296187683,0.007820136852394903,1.1730205278592374,1.1730205278592374,1.1730205278592374
#angelique,0.005376344086021555,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.2810035842293907,0.7741935483870968,0.4521505376344086,0.0021505376344085982,0.35630498533724353,20.16129032258065,6.720430107526881,6.720430107526881,0.06586021505376345,0.967741935483871,0.7741935483870968,0.022401433691756237,0.1935483870967742,0.1935483870967742,0.1935483870967742
#madame-isaac,0.09290322580645166,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.0010752688172042991,0.25806451612903225,0.6451612903225806,0.6451612903225806,2.3460410557184748,6.720430107526881,27.12903225806452,5.879032258064516,0.25806451612903225,0.3225806451612903,0.25806451612903225,0.3870967741935484,0.06451612903225806,0.06451612903225806,0.06451612903225806
#jasmin,0.09290322580645166,0.06451612903225806,0.06451612903225806,0.06451612903225806,1.101075268817204,0.25806451612903225,0.6451612903225806,0.6451612903225806,2.3460410557184748,6.720430107526881,5.879032258064516,27.12903225806452,0.25806451612903225,0.3225806451612903,0.25806451612903225,0.3870967741935484,0.06451612903225806,0.06451612903225806,0.06451612903225806
#monsieur-farfadel,0.4658064516129031,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0021505376344085982,0.45362903225806456,2.265322580645161,2.265322580645161,0.23753665689149553,0.06586021505376345,0.25806451612903225,0.25806451612903225,23.516129032258064,0.1951612903225807,0.45362903225806456,6.399193548387096,5.879032258064516,5.879032258064516,0.12903225806451613
#mademoiselle-de-kermorin,0.23225806451612907,0.16129032258064516,0.16129032258064516,0.16129032258064516,2.7526881720430105,2.845161290322581,0.09290322580645166,0.23290322580645156,0.8469208211143692,0.967741935483871,0.3225806451612903,0.3225806451612903,0.1951612903225807,21.806451612903224,17.445161290322584,0.0010752688172042991,4.361290322580646,4.361290322580646,0.16129032258064516
#marotte,0.18580645161290332,0.12903225806451613,0.12903225806451613,0.12903225806451613,2.202150537634408,4.266129032258065,0.3903225806451614,0.06532258064516128,1.7602639296187683,0.7741935483870968,0.25806451612903225,0.25806451612903225,0.45362903225806456,17.445161290322584,23.516129032258064,0.06586021505376345,5.879032258064516,5.879032258064516,0.12903225806451613
#madame-bardoux,1.665376344086021,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.2810035842293907,0.06586021505376345,8.535483870967742,4.852150537634409,0.007820136852394903,0.022401433691756237,0.3870967741935484,0.3870967741935484,6.399193548387096,0.0010752688172042991,0.06586021505376345,20.16129032258065,3.3602150537634405,3.3602150537634405,0.1935483870967742
#farfadel,0.04645161290322583,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.550537634408602,5.879032258064516,1.4225806451612906,1.4225806451612906,1.1730205278592374,0.1935483870967742,0.06451612903225806,0.06451612903225806,5.879032258064516,4.361290322580646,5.879032258064516,3.3602150537634405,29.03225806451613,29.03225806451613,0.03225806451612903
#farfadel,0.04645161290322583,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.550537634408602,5.879032258064516,1.4225806451612906,1.4225806451612906,1.1730205278592374,0.1935483870967742,0.06451612903225806,0.06451612903225806,5.879032258064516,4.361290322580646,5.879032258064516,3.3602150537634405,29.03225806451613,29.03225806451613,0.03225806451612903
#tous,0.8064516129032258,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.4838709677419355,0.12903225806451613,0.3225806451612903,0.3225806451612903,1.1730205278592374,0.1935483870967742,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.12903225806451613,0.1935483870967742,0.03225806451612903,0.03225806451612903,29.03225806451613
Successions,#mademoiselle-mousset,#mimi,#lolotte,#manon,#lorange,#urbine,#le-chevalier,#clitandre,#le-breton,#angelique,#madame-isaac,#jasmin,#monsieur-farfadel,#mademoiselle-de-kermorin,#marotte,#madame-bardoux,#farfadel,#mademoiselle-de-kermonin #marotte,#tous
#mademoiselle-mousset,0.0,0.0,0.0,0.0,0.17829457364341086,0.031007751937984496,0.14728682170542637,0.09302325581395349,0.13953488372093023,0.07751937984496124,0.023255813953488372,0.0,0.08527131782945736,0.13953488372093023,0.06201550387596899,0.023255813953488372,0.0,0.0,0.0
#mimi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lolotte,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#manon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lorange,0.3614457831325301,0.0,0.0,0.012048192771084338,0.0,0.012048192771084338,0.03614457831325301,0.04819277108433735,0.1927710843373494,0.0,0.03614457831325301,0.04819277108433735,0.0,0.1686746987951807,0.03614457831325301,0.0,0.04819277108433735,0.0,0.0
#urbine,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0
