VALEUR,#choreda,#cynoedor,#ensemble,#araminte,#finette,#cidalise,#lucile,#desminutes,#marton,#cinoedor,#oronte,#celide,#l-olive,#clitandre,#butorville,#tous
Fréquences (scènes),0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.4782608695652174,0.17391304347826086,0.13043478260869565,0.21739130434782608,0.2608695652173913,0.21739130434782608,0.13043478260869565,0.043478260869565216
Fréquences(répliques),0.11483253588516747,0.06220095693779904,0.08133971291866028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023923444976076555,0.0,0.0,0.7177033492822966
Confrontation,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.11428571428571428,0.1,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.17857142857142858,0.07142857142857142,0.02857142857142857,0.05714285714285714,0.05,0.04285714285714286,0.05714285714285714,0.0
Déviations,#choreda,#cynoedor,#ensemble,#araminte,#finette,#cidalise,#lucile,#desminutes,#marton,#cinoedor,#oronte,#celide,#l-olive,#clitandre,#butorville,#tous
#choreda,21.043478260869566,21.043478260869566,21.043478260869566,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.4782608695652174,0.17391304347826086,0.13043478260869565,0.21739130434782608,0.2608695652173913,0.21739130434782608,0.13043478260869565,0.043478260869565216
#choreda,21.043478260869566,21.043478260869566,21.043478260869566,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.4782608695652174,0.17391304347826086,0.13043478260869565,0.21739130434782608,0.2608695652173913,0.21739130434782608,0.13043478260869565,0.043478260869565216
#choreda,21.043478260869566,21.043478260869566,21.043478260869566,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.4782608695652174,0.17391304347826086,0.13043478260869565,0.21739130434782608,0.2608695652173913,0.21739130434782608,0.13043478260869565,0.043478260869565216
#araminte,0.17391304347826086,0.17391304347826086,0.17391304347826086,15.695652173913043,7.633152173913044,2.4456521739130435,2.4456521739130435,2.4456521739130435,2.276679841897233,0.1331521739130435,0.5217391304347826,0.8695652173913043,1.0434782608695652,0.8695652173913043,4.188405797101448,0.17391304347826086
#finette,0.17391304347826086,0.17391304347826086,0.17391304347826086,7.633152173913044,15.695652173913043,0.1331521739130435,7.633152173913044,7.633152173913044,0.6175889328063241,0.6956521739130435,0.5217391304347826,0.8695652173913043,1.0434782608695652,0.8695652173913043,0.43840579710144933,0.17391304347826086
#cidalise,0.17391304347826086,0.17391304347826086,0.17391304347826086,2.4456521739130435,0.1331521739130435,15.695652173913043,0.1331521739130435,0.1331521739130435,2.276679841897233,2.4456521739130435,0.5217391304347826,0.8695652173913043,1.0434782608695652,0.8695652173913043,0.43840579710144933,0.17391304347826086
