VALEUR,#medwin,#d-harvilliers,#jarwis,#eugene,#albert,#caroline,#odeina,#odeira,#choeur-de-matelots,#albert #d-harvilliers #eugene #caroline,#tous,#albert #d-harvillihers,#jarwis #d-harvilliers #eugene #albert #caroline,#medwin #les-matelots,#les-matelots
Fréquences (scènes),0.3333333333333333,0.42857142857142855,0.42857142857142855,0.47619047619047616,0.47619047619047616,0.38095238095238093,0.5238095238095238,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Fréquences(répliques),0.05714285714285714,0.11020408163265306,0.08571428571428572,0.10204081632653061,0.1469387755102041,0.18775510204081633,0.21224489795918366,0.0,0.0163265306122449,0.00816326530612245,0.0,0.024489795918367346,0.0163265306122449,0.02857142857142857,0.004081632653061225
Confrontation,0.0782312925170068,0.12585034013605442,0.11224489795918367,0.1326530612244898,0.12585034013605442,0.1054421768707483,0.1054421768707483,0.006802721088435374,0.01020408163265306,0.01020408163265306,0.03741496598639456,0.03741496598639456,0.03741496598639456,0.03741496598639456,0.03741496598639456
Déviations,#medwin,#d-harvilliers,#jarwis,#eugene,#albert,#caroline,#odeina,#odeira,#choeur-de-matelots,#albert #d-harvilliers #eugene #caroline,#tous,#albert #d-harvillihers,#jarwis #d-harvilliers #eugene #albert #caroline,#medwin #les-matelots,#les-matelots
#medwin,9.333333333333336,0.0,0.3333333333333333,0.03333333333333328,0.5333333333333331,1.0416666666666665,0.12121212121212131,0.3333333333333333,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#d-harvilliers,0.0,6.857142857142859,1.190476190476191,0.6857142857142858,1.7190476190476194,0.7202380952380955,0.0173160173160173,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
#jarwis,0.3333333333333333,1.190476190476191,6.857142857142859,0.11904761904761911,0.11904761904761911,0.0952380952380953,0.10822510822510827,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
#eugene,0.03333333333333328,0.6857142857142858,0.11904761904761911,5.761904761904762,0.3219047619047619,2.67202380952381,0.29264069264069265,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763
#albert,0.5333333333333331,1.7190476190476194,0.11904761904761911,0.3219047619047619,5.761904761904762,1.2595238095238097,0.11082251082251081,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763,0.5761904761904763
#caroline,1.0416666666666665,0.7202380952380955,0.0952380952380953,2.67202380952381,1.2595238095238097,8.04761904761905,0.33820346320346334,0.38095238095238093,0.38095238095238093,0.38095238095238093,1.0059523809523812,1.0059523809523812,1.0059523809523812,1.0059523809523812,1.0059523809523812
