VALEUR,#le-temoin,#le-sergent-de-ville,#monsieur-le-president,#le-prevenu
Fréquences (scènes),1.0,1.0,1.0,1.0
Fréquences(répliques),0.25,0.5,0.0,0.25
Confrontation,0.25,0.25,0.25,0.25
Déviations,#le-temoin,#le-sergent-de-ville,#monsieur-le-president,#le-prevenu
#le-temoin,0.0,0.0,0.0,0.0
#le-temoin,0.0,0.0,0.0,0.0
#le-temoin,0.0,0.0,0.0,0.0
#le-temoin,0.0,0.0,0.0,0.0
Successions,#le-temoin,#le-sergent-de-ville,#monsieur-le-president,#le-prevenu
#le-temoin,0.0,0.0,0.5,0.5
#le-sergent-de-ville,1.0,0.0,0.0,0.0
#monsieur-le-president,0.0,0.25,0.0,0.75
#le-prevenu,0.4,0.0,0.6,0.0
