VALEUR,#momus,#la-girouette,#choeur,#adraste,#marton,#frontin,#baroco,#armidon,#brochure,#lisette,#madame-bobinet,#robinet,#monsieur-bobinet,#un-paysan,#la-bouquetiere,#le-frotteur,#la-troupe
Fréquences (scènes),0.3076923076923077,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
Fréquences(répliques),0.3879668049792531,0.22821576763485477,0.01037344398340249,0.016597510373443983,0.01867219917012448,0.04149377593360996,0.029045643153526972,0.016597510373443983,0.035269709543568464,0.01867219917012448,0.004149377593360996,0.006224066390041493,0.008298755186721992,0.014522821576763486,0.04564315352697095,0.03734439834024896,0.08091286307053942
Confrontation,0.16071428571428573,0.16071428571428573,0.07142857142857142,0.03571428571428571,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0
Déviations,#momus,#la-girouette,#choeur,#adraste,#marton,#frontin,#baroco,#armidon,#brochure,#lisette,#madame-bobinet,#robinet,#monsieur-bobinet,#un-paysan,#la-bouquetiere,#le-frotteur,#la-troupe
#momus,6.23076923076923,6.23076923076923,3.115384615384615,0.9230769230769231,0.3076923076923077,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.5576923076923075,1.5576923076923075,1.5576923076923075,0.0
#momus,6.23076923076923,6.23076923076923,3.115384615384615,0.9230769230769231,0.3076923076923077,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,1.5576923076923075,1.5576923076923075,1.5576923076923075,0.0
#choeur,3.115384615384615,3.115384615384615,9.307692307692307,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0
#adraste,0.9230769230769231,0.9230769230769231,0.46153846153846156,7.692307692307691,2.5641025641025634,0.6282051282051281,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0
#marton,0.3076923076923077,0.3076923076923077,0.15384615384615385,2.5641025641025634,11.076923076923078,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
#frontin,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.6282051282051281,0.15384615384615385,9.307692307692307,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0
#baroco,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.46153846153846156,0.15384615384615385,0.3076923076923077,9.307692307692307,4.653846153846153,4.653846153846153,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0
#armidon,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,4.653846153846153,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
#armidon,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,4.653846153846153,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
#lisette,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
#lisette,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
#lisette,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
#lisette,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
#un-paysan,1.5576923076923075,1.5576923076923075,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,0.0
#un-paysan,1.5576923076923075,1.5576923076923075,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,0.0
#un-paysan,1.5576923076923075,1.5576923076923075,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,11.076923076923078,0.0
#la-troupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Successions,#momus,#la-girouette,#choeur,#adraste,#marton,#frontin,#baroco,#armidon,#brochure,#lisette,#madame-bobinet,#robinet,#monsieur-bobinet,#un-paysan,#la-bouquetiere,#le-frotteur,#la-troupe
#momus,0.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-girouette,0.8461538461538461,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0
#choeur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#adraste,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#frontin,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#baroco,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#armidon,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#brochure,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lisette,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-bobinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#robinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-bobinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#choeur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-bouquetiere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#le-frotteur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#choeur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
