VALEUR,#miche,#crete-de-coq,#le-vidangeur,#monsieur-beauflanquet,#madame-beauflanquet,#leon,#le-bossu,#les-femmes,#raphaële,#fatma,#le-capitaine,#blondinette,#le-marseillais,#le-jeune-homme,#le-sapeur,#l-anglais
Fréquences (scènes),0.6774193548387096,0.6129032258064516,0.0967741935483871,0.16129032258064516,0.16129032258064516,0.0967741935483871,0.0967741935483871,0.12903225806451613,0.4838709677419355,0.2903225806451613,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806
Fréquences(répliques),0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Confrontation,0.17037037037037037,0.18518518518518517,0.025925925925925925,0.04814814814814815,0.040740740740740744,0.022222222222222223,0.018518518518518517,0.06296296296296296,0.17037037037037037,0.12962962962962962,0.014814814814814815,0.04814814814814815,0.018518518518518517,0.011111111111111112,0.018518518518518517,0.014814814814814815
Déviations,#miche,#crete-de-coq,#le-vidangeur,#monsieur-beauflanquet,#madame-beauflanquet,#leon,#le-bossu,#les-femmes,#raphaële,#fatma,#le-capitaine,#blondinette,#le-marseillais,#le-jeune-homme,#le-sapeur,#l-anglais
#miche,3.225806451612905,0.05893766674751396,0.0005120327700972854,0.04423963133640555,0.04423963133640555,0.0005120327700972854,0.5243215565796211,0.18586789554531483,0.4597030209933438,0.001536098310291884,0.1536098310291859,0.0005120327700972854,0.1536098310291859,0.1536098310291859,0.6774193548387096,0.3072196620583718
#crete-de-coq,0.058937666747513724,4.645161290322582,0.014148273910582924,0.36977928692699485,1.3908319185059421,1.8387096774193548,0.3825693265421618,0.9779286926994906,0.8567062818336164,1.1184682135446138,0.24448217317487264,0.733446519524618,0.24448217317487264,0.24448217317487264,0.24448217317487264,0.041595925297113756
#le-vidangeur,0.0005120327700972854,0.014148273910582883,25.29032258064517,0.4838709677419355,0.4838709677419355,0.29032258064516125,0.29032258064516125,0.3870967741935484,0.14050179211469535,0.019115890083631983,0.0967741935483871,1.7347670250896063,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.1935483870967742
#monsieur-beauflanquet,0.04423963133640546,0.36977928692699485,0.4838709677419355,21.806451612903224,1.7664516129032262,4.7505376344086025,0.4838709677419355,0.6451612903225806,0.13935483870967738,0.14050179211469535,0.16129032258064516,0.4838709677419355,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.3225806451612903
#madame-beauflanquet,0.04423963133640546,1.3908319185059421,0.4838709677419355,1.7664516129032262,21.806451612903224,0.550537634408602,0.4838709677419355,0.6451612903225806,0.13935483870967738,0.14050179211469535,0.16129032258064516,0.4838709677419355,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.3225806451612903
#leon,0.0005120327700972854,1.838709677419355,0.29032258064516125,4.7505376344086025,0.550537634408602,25.29032258064517,0.29032258064516125,0.3870967741935484,0.14050179211469535,0.870967741935484,0.0967741935483871,0.29032258064516125,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.1935483870967742
#le-bossu,0.5243215565796211,0.3825693265421619,0.29032258064516125,0.4838709677419355,0.4838709677419355,0.29032258064516125,25.29032258064517,0.9704301075268817,0.14050179211469535,0.019115890083631983,0.0967741935483871,0.29032258064516125,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.1935483870967742
#les-femmes,0.18586789554531483,0.9779286926994906,0.3870967741935484,0.6451612903225806,0.6451612903225806,0.3870967741935484,0.9704301075268817,23.516129032258064,0.5854838709677418,2.9112903225806446,0.12903225806451613,0.9704301075268817,5.879032258064516,5.879032258064516,5.879032258064516,0.25806451612903225
#raphaële,0.4597030209933432,0.8567062818336164,0.14050179211469535,0.13935483870967738,0.13935483870967738,0.14050179211469535,0.14050179211469535,0.5854838709677418,8.258064516129034,3.0511350059737143,0.550537634408602,0.20716845878136197,0.550537634408602,0.4838709677419355,0.550537634408602,0.0010752688172042991
#fatma,0.001536098310291856,1.1184682135446138,0.019115890083632018,0.14050179211469535,0.14050179211469535,0.8709677419354839,0.019115890083632018,2.911290322580646,3.0511350059737143,15.612903225806448,1.7347670250896063,5.204301075268816,1.7347670250896063,0.29032258064516125,1.7347670250896063,0.5806451612903225
#le-capitaine,0.1536098310291859,0.24448217317487264,0.0967741935483871,0.16129032258064516,0.16129032258064516,0.0967741935483871,0.0967741935483871,0.12903225806451613,0.550537634408602,1.734767025089606,29.03225806451613,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806
#blondinette,0.0005120327700972854,0.7334465195246177,1.7347670250896063,0.4838709677419355,0.4838709677419355,0.29032258064516125,0.29032258064516125,0.9704301075268817,0.20716845878136197,5.204301075268816,0.0967741935483871,25.29032258064517,0.0967741935483871,0.0967741935483871,8.43010752688172,0.1935483870967742
#le-marseillais,0.1536098310291859,0.24448217317487264,0.0967741935483871,0.16129032258064516,0.16129032258064516,0.0967741935483871,0.0967741935483871,5.879032258064516,0.550537634408602,1.734767025089606,0.03225806451612903,0.0967741935483871,29.03225806451613,0.03225806451612903,0.03225806451612903,0.06451612903225806
#le-jeune-homme,0.1536098310291859,0.24448217317487264,0.0967741935483871,0.16129032258064516,0.16129032258064516,0.0967741935483871,0.0967741935483871,5.879032258064516,0.4838709677419355,0.2903225806451613,0.03225806451612903,0.0967741935483871,0.03225806451612903,29.03225806451613,0.03225806451612903,0.06451612903225806
#le-sapeur,0.6774193548387096,0.24448217317487264,0.0967741935483871,0.16129032258064516,0.16129032258064516,0.0967741935483871,0.0967741935483871,5.879032258064516,0.550537634408602,1.734767025089606,0.03225806451612903,8.43010752688172,0.03225806451612903,0.03225806451612903,29.03225806451613,0.06451612903225806
#l-anglais,0.3072196620583718,0.041595925297113756,0.1935483870967742,0.3225806451612903,0.3225806451612903,0.1935483870967742,0.1935483870967742,0.25806451612903225,0.0010752688172042991,0.5806451612903226,0.06451612903225806,0.1935483870967742,0.06451612903225806,0.06451612903225806,0.06451612903225806,27.12903225806452
Successions,#miche,#crete-de-coq,#le-vidangeur,#monsieur-beauflanquet,#madame-beauflanquet,#leon,#le-bossu,#les-femmes,#raphaële,#fatma,#le-capitaine,#blondinette,#le-marseillais,#le-jeune-homme,#le-sapeur,#l-anglais
#miche,0.047619047619047616,0.23809523809523808,0.0761904761904762,0.17142857142857143,0.06666666666666667,0.047619047619047616,0.009523809523809525,0.009523809523809525,0.0380952380952381,0.047619047619047616,0.0,0.0,0.0380952380952381,0.0,0.009523809523809525,0.2
#crete-de-coq,0.3939393939393939,0.030303030303030304,0.07575757575757576,0.030303030303030304,0.0,0.0,0.045454545454545456,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.015151515151515152,0.0,0.06060606060606061,0.0,0.12121212121212122,0.045454545454545456
#le-vidangeur,0.6428571428571429,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-beauflanquet,0.5714285714285714,0.07142857142857142,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.25,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
#madame-beauflanquet,0.17857142857142858,0.03571428571428571,0.0,0.10714285714285714,0.0,0.03571428571428571,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leon,0.7142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-bossu,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
#les-femmes,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
#raphaële,0.06451612903225806,0.08064516129032258,0.016129032258064516,0.06451612903225806,0.2903225806451613,0.0,0.11290322580645161,0.0,0.016129032258064516,0.03225806451612903,0.08064516129032258,0.016129032258064516,0.14516129032258066,0.0,0.06451612903225806,0.016129032258064516
#fatma,0.18181818181818182,0.2727272727272727,0.0,0.045454545454545456,0.045454545454545456,0.0,0.22727272727272727,0.0,0.09090909090909091,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0
#le-capitaine,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
#blondinette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-marseillais,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-jeune-homme,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-sapeur,0.07142857142857142,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-anglais,0.8846153846153846,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464
