VALEUR,#cleopatre,#charmion,#antoine
Fréquences (scènes),0.8333333333333334,0.3333333333333333,0.5833333333333334
Fréquences(répliques),0.534521158129176,0.0757238307349666,0.3897550111358575
Confrontation,0.45,0.15,0.4
Déviations,#cleopatre,#charmion,#antoine
#cleopatre,0.3333333333333331,0.5333333333333331,0.2333333333333331
#charmion,0.5333333333333334,5.333333333333335,0.761904761904762
#antoine,0.2333333333333331,0.7619047619047616,2.083333333333332
Successions,#cleopatre,#charmion,#antoine
#cleopatre,0.08163265306122448,0.10204081632653061,0.8163265306122449
#charmion,0.6666666666666666,0.0,0.3333333333333333
#antoine,0.9090909090909091,0.06818181818181818,0.022727272727272728
