VALEUR,#arsace,#narbal,#astarbe,#orcan,#leuxis,#nador,#zopire,#pigmalion,#bacazar
Fréquences (scènes),0.27586206896551724,0.41379310344827586,0.3793103448275862,0.10344827586206896,0.4482758620689655,0.034482758620689655,0.3448275862068966,0.10344827586206896,0.20689655172413793
Fréquences(répliques),0.0925414364640884,0.17058011049723756,0.29972375690607733,0.011740331491712707,0.13812154696132597,0.011740331491712707,0.12638121546961326,0.05386740331491713,0.09530386740331492
Confrontation,0.11206896551724138,0.1810344827586207,0.15517241379310345,0.02586206896551724,0.20689655172413793,0.008620689655172414,0.16379310344827586,0.02586206896551724,0.1206896551724138
Déviations,#arsace,#narbal,#astarbe,#orcan,#leuxis,#nador,#zopire,#pigmalion,#bacazar
#arsace,15.20689655172414,0.02909482758620689,1.3640282131661439,0.8275862068965517,0.5573607427055702,0.27586206896551724,0.2086206896551725,0.03591954022988506,0.2593390804597701
#narbal,0.02909482758620689,9.96551724137931,0.5289968652037614,1.2413793103448276,0.026746242263483655,0.41379310344827586,0.0045977011494253055,0.046934865900383156,2.5522030651340994
#astarbe,1.3640282131661439,0.5289968652037619,11.172413793103448,3.0470219435736676,0.17578972751386554,0.3793103448275862,0.011285266457680247,0.01671891327063742,0.03343782654127484
#orcan,0.8275862068965517,1.2413793103448276,3.0470219435736685,23.310344827586206,1.3448275862068966,0.10344827586206896,1.0344827586206897,0.3103448275862069,0.6206896551724138
#leuxis,0.5573607427055702,0.026746242263483655,0.17578972751386523,1.3448275862068966,8.827586206896553,0.4482758620689655,0.5135278514588855,1.3448275862068966,0.6383731211317417
#nador,0.27586206896551724,0.41379310344827586,0.3793103448275862,0.10344827586206896,0.4482758620689655,27.034482758620694,1.2448275862068965,0.10344827586206896,0.20689655172413793
#zopire,0.2086206896551725,0.0045977011494253055,0.011285266457680247,1.0344827586206897,0.5135278514588862,1.2448275862068965,12.44827586206896,1.0344827586206897,0.0022988505747126528
#pigmalion,0.03591954022988506,0.046934865900383156,0.01671891327063737,0.3103448275862069,1.3448275862068966,0.10344827586206896,1.0344827586206897,23.310344827586206,0.6206896551724138
#bacazar,0.2593390804597701,2.5522030651340994,0.03343782654127474,0.6206896551724138,0.6383731211317417,0.20689655172413793,0.0022988505747126528,0.6206896551724138,18.24137931034483
Successions,#arsace,#narbal,#astarbe,#orcan,#leuxis,#nador,#zopire,#pigmalion,#bacazar
#arsace,0.0,0.23529411764705882,0.11764705882352941,0.0,0.47058823529411764,0.0,0.11764705882352941,0.058823529411764705,0.0
#narbal,0.13157894736842105,0.02631578947368421,0.18421052631578946,0.0,0.07894736842105263,0.0,0.13157894736842105,0.23684210526315788,0.21052631578947367
#astarbe,0.022222222222222223,0.2,0.08888888888888889,0.15555555555555556,0.08888888888888889,0.0,0.15555555555555556,0.1111111111111111,0.17777777777777778
#orcan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#leuxis,0.20930232558139536,0.06976744186046512,0.13953488372093023,0.0,0.023255813953488372,0.0,0.2558139534883721,0.0,0.3023255813953488
#nador,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
#zopire,0.07407407407407407,0.14814814814814814,0.18518518518518517,0.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.037037037037037035
#pigmalion,0.0625,0.5,0.375,0.0,0.0,0.0,0.0,0.0625,0.0
#bacazar,0.0,0.2903225806451613,0.25806451612903225,0.0,0.45161290322580644,0.0,0.0,0.0,0.0
