VALEUR,#grand-pan-francais,#aymelis,#leontide,#almindor,#argante,#solon,#lucidor,#agravie,#almidor,#alecton,#thesiphone,#megere,#l-ange,#galligay,#premier-conseiller,#second-conseiller,#ecxecuteur,#conchine,#tenebrion,#premier-docteur,#second-docteur,#ombre-de-galligay,#ombre-de-conchine,#leontine,#aymelys
Fréquences (scènes),0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
Fréquences(répliques),0.1440677966101695,0.01977401129943503,0.015536723163841809,0.00847457627118644,0.018361581920903956,0.07062146892655367,0.02401129943502825,0.007062146892655367,0.014124293785310734,0.062146892655367235,0.026836158192090395,0.022598870056497175,0.07062146892655367,0.2062146892655367,0.012711864406779662,0.002824858757062147,0.018361581920903956,0.12146892655367232,0.03389830508474576,0.015536723163841809,0.012711864406779662,0.02401129943502825,0.031073446327683617,0.014124293785310734,0.002824858757062147
Confrontation,0.08433734939759036,0.08433734939759036,0.04819277108433735,0.04819277108433735,0.08433734939759036,0.07228915662650602,0.08433734939759036,0.04819277108433735,0.08433734939759036,0.018072289156626505,0.018072289156626505,0.018072289156626505,0.018072289156626505,0.04216867469879518,0.024096385542168676,0.024096385542168676,0.04216867469879518,0.018072289156626505,0.006024096385542169,0.018072289156626505,0.018072289156626505,0.012048192771084338,0.012048192771084338,0.03614457831325301,0.03614457831325301
Déviations,#grand-pan-francais,#aymelis,#leontide,#almindor,#argante,#solon,#lucidor,#agravie,#almidor,#alecton,#thesiphone,#megere,#l-ange,#galligay,#premier-conseiller,#second-conseiller,#ecxecuteur,#conchine,#tenebrion,#premier-docteur,#second-docteur,#ombre-de-galligay,#ombre-de-conchine,#leontine,#aymelys
#grand-pan-francais,3.5714285714285716,3.5714285714285716,1.7857142857142858,1.7857142857142858,3.5714285714285716,0.3214285714285715,3.5714285714285716,1.7857142857142858,3.5714285714285716,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.7857142857142858,1.7857142857142858
#grand-pan-francais,3.5714285714285716,3.5714285714285716,1.7857142857142858,1.7857142857142858,3.5714285714285716,0.3214285714285715,3.5714285714285716,1.7857142857142858,3.5714285714285716,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.7857142857142858,1.7857142857142858
#leontide,1.7857142857142858,1.7857142857142858,5.142857142857144,5.142857142857144,1.7857142857142858,1.7857142857142858,1.7857142857142858,5.142857142857144,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#leontide,1.7857142857142858,1.7857142857142858,5.142857142857144,5.142857142857144,1.7857142857142858,1.7857142857142858,1.7857142857142858,5.142857142857144,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#grand-pan-francais,3.5714285714285716,3.5714285714285716,1.7857142857142858,1.7857142857142858,3.5714285714285716,0.3214285714285715,3.5714285714285716,1.7857142857142858,3.5714285714285716,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.7857142857142858,1.7857142857142858
#solon,0.3214285714285715,0.3214285714285715,1.7857142857142858,1.7857142857142858,0.3214285714285715,3.5714285714285716,0.3214285714285715,1.7857142857142858,0.3214285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3214285714285715,1.7857142857142858,1.7857142857142858,0.3214285714285715,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
#grand-pan-francais,3.5714285714285716,3.5714285714285716,1.7857142857142858,1.7857142857142858,3.5714285714285716,0.3214285714285715,3.5714285714285716,1.7857142857142858,3.5714285714285716,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.7857142857142858,1.7857142857142858
#leontide,1.7857142857142858,1.7857142857142858,5.142857142857144,5.142857142857144,1.7857142857142858,1.7857142857142858,1.7857142857142858,5.142857142857144,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#grand-pan-francais,3.5714285714285716,3.5714285714285716,1.7857142857142858,1.7857142857142858,3.5714285714285716,0.3214285714285715,3.5714285714285716,1.7857142857142858,3.5714285714285716,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.7857142857142858,1.7857142857142858
#alecton,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#alecton,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#alecton,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#alecton,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,5.142857142857144,5.142857142857144,5.142857142857144,5.142857142857144,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#galligay,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.3214285714285715,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,3.5714285714285716,1.7857142857142858,1.7857142857142858,3.5714285714285716,0.5714285714285714,0.2857142857142857,1.7857142857142858,1.7857142857142858,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
#premier-conseiller,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.7857142857142858,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.7857142857142858,5.142857142857144,5.142857142857144,1.7857142857142858,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#premier-conseiller,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.7857142857142858,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.7857142857142858,5.142857142857144,5.142857142857144,1.7857142857142858,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#galligay,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.3214285714285715,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,3.5714285714285716,1.7857142857142858,1.7857142857142858,3.5714285714285716,0.5714285714285714,0.2857142857142857,1.7857142857142858,1.7857142857142858,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
#conchine,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,3.5714285714285716,1.7857142857142858,0.2857142857142857,0.2857142857142857,1.7857142857142858,1.7857142857142858,0.2857142857142857,0.2857142857142857
#tenebrion,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.7857142857142858,5.142857142857144,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#premier-docteur,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.7857142857142858,0.14285714285714285,0.14285714285714285,1.7857142857142858,0.2857142857142857,0.14285714285714285,5.142857142857144,5.142857142857144,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#premier-docteur,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.7857142857142858,0.14285714285714285,0.14285714285714285,1.7857142857142858,0.2857142857142857,0.14285714285714285,5.142857142857144,5.142857142857144,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#ombre-de-galligay,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.142857142857144,5.142857142857144,0.14285714285714285,0.14285714285714285
#ombre-de-galligay,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.142857142857144,5.142857142857144,0.14285714285714285,0.14285714285714285
#leontine,1.7857142857142858,1.7857142857142858,0.14285714285714285,0.14285714285714285,1.7857142857142858,0.2857142857142857,1.7857142857142858,0.14285714285714285,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.142857142857144,5.142857142857144
#leontine,1.7857142857142858,1.7857142857142858,0.14285714285714285,0.14285714285714285,1.7857142857142858,0.2857142857142857,1.7857142857142858,0.14285714285714285,1.7857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.142857142857144,5.142857142857144
Successions,#grand-pan-francais,#aymelis,#leontide,#almindor,#argante,#solon,#lucidor,#agravie,#almidor,#alecton,#thesiphone,#megere,#l-ange,#galligay,#premier-conseiller,#second-conseiller,#ecxecuteur,#conchine,#tenebrion,#premier-docteur,#second-docteur,#ombre-de-galligay,#ombre-de-conchine,#leontine,#aymelys
#grand-pan-francais,0.0,0.0,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
#aymelis,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leontide,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#almindor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#argante,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#solon,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lucidor,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#almindor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#almidor,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
#alecton,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thesiphone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#megere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
