VALEUR,#beatrix,#fabrice,#don-andre,#un-laquais,#don-garcie,#don-felix,#don-juan,#leonor,#isabelle,#jacinte,#ignez,#plusieurs-voix
Fréquences (scènes),0.04918032786885246,0.5245901639344263,0.3442622950819672,0.01639344262295082,0.21311475409836064,0.2459016393442623,0.3114754098360656,0.3442622950819672,0.16393442622950818,0.45901639344262296,0.03278688524590164,0.01639344262295082
Fréquences(répliques),0.016408386508659983,0.20920692798541476,0.14038286235186873,0.0009115770282588879,0.04740200546946217,0.10118505013673655,0.1763901549680948,0.08523245214220601,0.04284412032816773,0.1763901549680948,0.0031905195989061076,0.00045578851412944393
Confrontation,0.01256281407035176,0.135678391959799,0.11055276381909548,0.005025125628140704,0.11055276381909548,0.10552763819095477,0.11809045226130653,0.14321608040201006,0.0829145728643216,0.1457286432160804,0.022613065326633167,0.007537688442211055
Déviations,#beatrix,#fabrice,#don-andre,#un-laquais,#don-garcie,#don-felix,#don-juan,#leonor,#isabelle,#jacinte,#ignez,#plusieurs-voix
#beatrix,55.147540983606554,1.2925204918032787,0.0010408534998698955,0.04918032786885245,0.6393442622950819,0.7377049180327869,0.9344262295081968,1.0327868852459017,0.4918032786885246,0.10323965651834503,0.0983606557377049,0.04918032786885245
#fabrice,1.2925204918032787,13.786885245901637,3.2500243950039036,0.43084016393442615,0.09851828499369472,1.0459357923497268,0.00010785159620362112,5.833357728337236,2.008401639344262,5.1394174473067915,1.0491803278688525,0.43084016393442615
#don-andre,0.0010408534998698955,3.2500243950039036,26.22950819672131,1.2490241998438723,1.4241277847835232,0.2623471246422065,0.03221167673281559,2.4744061559049846,1.7330991412958625,4.573017731682838,0.6885245901639344,0.3442622950819672
#un-laquais,0.04918032786885245,0.43084016393442615,1.2490241998438723,59.01639344262295,0.21311475409836064,0.2459016393442623,0.3114754098360656,0.3442622950819672,0.16393442622950818,0.45901639344262296,0.03278688524590164,0.01639344262295082
#don-garcie,0.639344262295082,0.09851828499369494,1.424127784783522,0.21311475409836067,37.7704918032787,1.0172341319882305,0.2718523926461805,2.775776136431874,3.8619167717528384,0.6924878400288232,5.810844892812105,0.21311475409836067
#don-felix,0.7377049180327869,1.0459357923497272,0.2623471246422065,0.24590163934426232,1.0172341319882305,34.68852459016394,4.00897325280414,0.6528233151183973,0.11901639344262314,0.001912568306010911,0.5251366120218577,2.3125683060109283
#don-juan,0.9344262295081966,0.00010785159620362112,0.03221167673281572,0.3114754098360656,0.27185239264618016,4.008973252804142,28.91803278688525,0.03221167673281572,0.004227782571182046,0.339732528041415,0.6229508196721312,1.5220017256255391
#leonor,1.0327868852459017,5.833357728337236,2.4744061559049846,0.3442622950819672,2.775776136431875,0.6528233151183973,0.03221167673281559,26.22950819672131,12.490241998438721,5.620636779301883,2.4980483996877445,0.3442622950819672
#isabelle,0.4918032786885246,2.0084016393442625,1.7330991412958625,0.1639344262295082,3.8619167717528384,0.11901639344262292,0.0042277825711820784,12.490241998438721,42.6393442622951,1.2651639344262298,8.527868852459017,0.1639344262295082
#jacinte,0.10323965651834503,5.1394174473067915,4.573017731682836,0.45901639344262296,0.692487840028824,0.0019125683060109407,0.339732528041415,5.620636779301886,1.2651639344262298,17.852459016393443,1.2751756440281028,0.45901639344262296
#ignez,0.0983606557377049,1.0491803278688525,0.6885245901639344,0.03278688524590164,5.8108448928121055,0.5251366120218579,0.6229508196721312,2.4980483996877445,8.527868852459017,1.2751756440281028,57.065573770491795,0.03278688524590164
#plusieurs-voix,0.04918032786885245,0.43084016393442615,0.3442622950819672,0.01639344262295082,0.21311475409836064,2.3125683060109288,1.5220017256255391,0.3442622950819672,0.16393442622950818,0.45901639344262296,0.03278688524590164,59.01639344262295
Successions,#beatrix,#fabrice,#don-andre,#un-laquais,#don-garcie,#don-felix,#don-juan,#leonor,#isabelle,#jacinte,#ignez,#plusieurs-voix
#beatrix,0.0,0.65,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
#fabrice,0.06763285024154589,0.0,0.41545893719806765,0.004830917874396135,0.028985507246376812,0.014492753623188406,0.2028985507246377,0.004830917874396135,0.00966183574879227,0.25120772946859904,0.0,0.0
#don-andre,0.018404907975460124,0.49079754601226994,0.006134969325153374,0.0,0.12269938650306748,0.04294478527607362,0.3006134969325153,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.0,0.0
#un-laquais,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-garcie,0.0,0.14893617021276595,0.3829787234042553,0.0,0.0,0.0425531914893617,0.06382978723404255,0.1276595744680851,0.0425531914893617,0.19148936170212766,0.0,0.0
#don-felix,0.0,0.06976744186046512,0.08139534883720931,0.0,0.046511627906976744,0.011627906976744186,0.47674418604651164,0.09302325581395349,0.023255813953488372,0.18604651162790697,0.011627906976744186,0.0
#don-juan,0.0,0.22388059701492538,0.21890547263681592,0.0,0.014925373134328358,0.23880597014925373,0.0,0.06965174129353234,0.029850746268656716,0.19900497512437812,0.0,0.004975124378109453
#leonor,0.0,0.01680672268907563,0.01680672268907563,0.0,0.04201680672268908,0.07563025210084033,0.11764705882352941,0.0,0.2857142857142857,0.42857142857142855,0.01680672268907563,0.0
#isabelle,0.0,0.047619047619047616,0.015873015873015872,0.0,0.047619047619047616,0.0,0.12698412698412698,0.5238095238095238,0.0,0.23809523809523808,0.0,0.0
#jacinte,0.020942408376963352,0.2670157068062827,0.0,0.0,0.020942408376963352,0.08376963350785341,0.2198952879581152,0.2931937172774869,0.08376963350785341,0.005235602094240838,0.005235602094240838,0.0
#ignez,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
#plusieurs-voix,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
