VALEUR,#amour,#choeur-des-amours,#diane,#la-nuit,#endymion,#cephale,#scamandre,#phocion,#adraste,#l-aurore,#apollon,#mercure,#premiere-nymphe,#deuxieme-nymphe,#troisieme-nymphe,#quatrieme-nymphe
Fréquences (scènes),0.037037037037037035,0.037037037037037035,0.48148148148148145,0.25925925925925924,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
Fréquences(répliques),0.02922990444069702,0.003372681281618887,0.32490163012928613,0.08206857785272625,0.3136593591905565,0.0865654862282181,0.004496908375491849,0.0022484541877459247,0.0011242270938729624,0.0022484541877459247,0.10792580101180438,0.035975267003934795,0.0022484541877459247,0.0011242270938729624,0.0011242270938729624,0.0016863406408094434
Confrontation,0.0,0.02127659574468085,0.19148936170212766,0.13829787234042554,0.13829787234042554,0.07446808510638298,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.031914893617021274,0.0425531914893617,0.05319148936170213,0.05319148936170213,0.05319148936170213,0.05319148936170213
Déviations,#amour,#choeur-des-amours,#diane,#la-nuit,#endymion,#cephale,#scamandre,#phocion,#adraste,#l-aurore,#apollon,#mercure,#premiere-nymphe,#deuxieme-nymphe,#troisieme-nymphe,#quatrieme-nymphe
#amour,25.03703703703704,0.037037037037037035,0.48148148148148145,0.25925925925925924,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
#choeur-des-amours,0.037037037037037035,25.03703703703704,0.5584045584045586,2.1164021164021163,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
#diane,0.48148148148148145,0.5584045584045586,7.259259259259261,0.7879527879527882,2.075905575905576,0.13675213675213674,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.5584045584045586,0.4451566951566951,0.0028490028490028574,0.5584045584045586,0.5584045584045586,0.5584045584045586,0.5584045584045586
#la-nuit,0.25925925925925924,2.1164021164021163,0.7879527879527882,14.814814814814815,0.73167044595616,0.06349206349206356,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.25925925925925924,1.037037037037037,1.037037037037037,2.1164021164021163,2.1164021164021163,2.1164021164021163,2.1164021164021163
#endymion,0.5185185185185185,0.5185185185185185,2.075905575905576,0.73167044595616,6.259259259259261,0.12698412698412712,0.44708994708994715,0.44708994708994715,0.44708994708994715,0.44708994708994715,0.5562169312169312,0.5562169312169312,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.5185185185185185
#cephale,0.1111111111111111,0.1111111111111111,0.13675213675213674,0.06349206349206356,0.12698412698412712,21.333333333333332,7.111111111111111,7.111111111111111,7.111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
#scamandre,0.037037037037037035,0.037037037037037035,0.48148148148148145,0.25925925925925924,0.44708994708994715,7.111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
#scamandre,0.037037037037037035,0.037037037037037035,0.48148148148148145,0.25925925925925924,0.44708994708994715,7.111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
#scamandre,0.037037037037037035,0.037037037037037035,0.48148148148148145,0.25925925925925924,0.44708994708994715,7.111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
#l-aurore,0.037037037037037035,0.037037037037037035,0.5584045584045586,0.25925925925925924,0.44708994708994715,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,25.03703703703704,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
