VALEUR,#argentine,#arlequin,#pierrot,#octave,#leandre,#scaramouche,#spinette,#le-docteur,#la-chanteuse,#mezzetin
Fréquences (scènes),0.25,0.375,0.15,0.275,0.225,0.225,0.15,0.225,0.05,0.15
Fréquences(répliques),0.10522442972774099,0.26490066225165565,0.07211184694628403,0.08977189109639441,0.14937454010301693,0.09565857247976453,0.06328182487122884,0.08462104488594555,0.016188373804267846,0.05886681383370125
Confrontation,0.11627906976744186,0.1511627906976744,0.0872093023255814,0.11627906976744186,0.11046511627906977,0.10465116279069768,0.0872093023255814,0.09302325581395349,0.05813953488372093,0.0755813953488372
Déviations,#argentine,#arlequin,#pierrot,#octave,#leandre,#scaramouche,#spinette,#le-docteur,#la-chanteuse,#mezzetin
#argentine,22.5,1.35,1.5,1.1136363636363635,0.25,0.6944444444444444,0.16666666666666666,0.6944444444444444,0.5,1.5
#arlequin,1.35,15.625,0.25,1.0946969696969697,0.7824074074074074,1.6712962962962963,0.6944444444444444,0.7824074074074074,0.08333333333333333,0.027777777777777776
#pierrot,1.5,0.25,28.900000000000002,0.25606060606060616,0.09074074074074079,0.31296296296296283,0.011111111111111132,0.31296296296296283,1.6333333333333329,0.011111111111111132
#octave,1.1136363636363635,1.0946969696969697,0.256060606060606,21.024999999999995,0.9396464646464645,5.0204545454545455,1.1045454545454547,0.8790404040404041,0.36818181818181805,0.256060606060606
#leandre,0.25,0.7824074074074074,0.09074074074074068,0.9396464646464645,24.025,0.5188271604938272,0.09074074074074068,0.5188271604938272,0.6722222222222223,0.3129629629629631
#scaramouche,0.6944444444444444,1.6712962962962963,0.3129629629629631,5.0204545454545455,0.5188271604938272,24.025,2.0166666666666675,0.5188271604938272,5.3388888888888895,0.09074074074074068
#spinette,0.16666666666666666,0.6944444444444444,0.011111111111111132,1.1045454545454543,0.09074074074074079,2.016666666666666,28.900000000000002,2.016666666666666,1.6333333333333329,0.011111111111111132
#le-docteur,0.6944444444444444,0.7824074074074074,0.3129629629629631,0.8790404040404041,0.5188271604938272,0.5188271604938272,2.0166666666666675,24.025,0.6722222222222223,0.09074074074074068
#la-chanteuse,0.5,0.08333333333333333,1.633333333333333,0.36818181818181805,0.6722222222222223,5.3388888888888895,1.633333333333333,0.6722222222222223,36.099999999999994,1.633333333333333
#mezzetin,1.5,0.027777777777777776,0.011111111111111132,0.25606060606060616,0.31296296296296283,0.09074074074074079,0.011111111111111132,0.09074074074074079,1.6333333333333329,28.900000000000002
Successions,#argentine,#arlequin,#pierrot,#octave,#leandre,#scaramouche,#spinette,#le-docteur,#la-chanteuse,#mezzetin
#argentine,0.02631578947368421,0.34210526315789475,0.15789473684210525,0.0,0.3157894736842105,0.02631578947368421,0.0,0.0,0.0,0.13157894736842105
#arlequin,0.2463768115942029,0.0,0.11594202898550725,0.014492753623188406,0.2898550724637681,0.028985507246376812,0.014492753623188406,0.2318840579710145,0.014492753623188406,0.043478260869565216
#pierrot,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.17857142857142858,0.0,0.03571428571428571
#octave,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.18421052631578946,0.34210526315789475,0.23684210526315788,0.05263157894736842,0.0,0.0
#leandre,0.22,0.34,0.02,0.18,0.02,0.0,0.0,0.0,0.02,0.2
#scaramouche,0.0,0.03225806451612903,0.12903225806451613,0.5483870967741935,0.03225806451612903,0.03225806451612903,0.1935483870967742,0.03225806451612903,0.0,0.0
#spinette,0.0,0.0,0.0,0.26666666666666666,0.0,0.23333333333333334,0.0,0.5,0.0,0.0
#le-docteur,0.0,0.41025641025641024,0.1282051282051282,0.05128205128205128,0.0,0.02564102564102564,0.358974358974359,0.0,0.02564102564102564,0.0
#la-chanteuse,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
#mezzetin,0.25,0.2,0.0,0.0,0.45,0.05,0.0,0.0,0.0,0.05
