VALEUR,#monsieur-rapineau,#maturin,#toinette,#henriette,#isabelle,#madame-thomas,#clitandre,#eraste,#des-baliveaux,#monsieur-touvenel #flamand,#le-choeur,#mademoiselle-godefroi #flamande,#monsieur-touvenel,#mademoiselle-lolotte,#mademoiselle-godefroi
Fréquences (scènes),0.15,0.45,0.8,0.3,0.35,0.3,0.4,0.2,0.35,0.05,0.05,0.05,0.05,0.05,0.05
Fréquences(répliques),0.0,0.19318181818181818,0.0,0.0,0.0,0.0,0.3409090909090909,0.0,0.06818181818181818,0.06818181818181818,0.03409090909090909,0.09090909090909091,0.06818181818181818,0.06818181818181818,0.06818181818181818
Confrontation,0.03435114503816794,0.09541984732824428,0.15648854961832062,0.0648854961832061,0.08015267175572519,0.08396946564885496,0.1183206106870229,0.0648854961832061,0.1183206106870229,0.030534351145038167,0.030534351145038167,0.030534351145038167,0.030534351145038167,0.030534351145038167,0.030534351145038167
Déviations,#monsieur-rapineau,#maturin,#toinette,#henriette,#isabelle,#madame-thomas,#clitandre,#eraste,#des-baliveaux,#monsieur-touvenel #flamand,#le-choeur,#mademoiselle-godefroi #flamande,#monsieur-touvenel,#mademoiselle-lolotte,#mademoiselle-godefroi
#monsieur-rapineau,14.450000000000001,0.31296296296296283,0.816666666666667,0.8999999999999999,1.0499999999999998,1.3444444444444448,0.533333333333333,0.2666666666666665,0.0023809523809523647,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002
#maturin,0.3129629629629631,6.050000000000001,0.20000000000000004,2.6999999999999997,3.15,1.0703703703703702,0.04444444444444442,0.3555555555555556,1.0865079365079366,0.6722222222222223,0.6722222222222223,0.6722222222222223,0.6722222222222223,0.6722222222222223,0.6722222222222223
#toinette,0.8166666666666665,0.20000000000000004,0.7999999999999996,0.3000000000000001,0.3500000000000002,0.008333333333333349,0.025000000000000043,0.1999999999999999,0.028571428571428623,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.8000000000000002
#henriette,0.8999999999999999,2.7,0.2999999999999996,9.8,4.0047619047619065,0.022222222222222265,0.816666666666667,0.533333333333333,0.5761904761904759,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004
#isabelle,1.05,3.15,0.3499999999999997,4.004761904761905,8.450000000000005,0.3857142857142856,0.2285714285714287,0.257142857142857,0.0826530612244897,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
#madame-thomas,1.3444444444444448,1.0703703703703704,0.008333333333333273,0.022222222222222265,0.38571428571428606,9.8,0.1499999999999998,2.699999999999999,0.38571428571428606,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004
#clitandre,0.5333333333333334,0.04444444444444442,0.025000000000000043,0.8166666666666665,0.22857142857142848,0.15000000000000005,7.199999999999999,0.09999999999999995,1.7285714285714289,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999
