VALEUR,#marthe,#pierre,#raphaël
Fréquences (scènes),0.8823529411764706,0.47058823529411764,0.4117647058823529
Fréquences(répliques),0.8545454545454545,0.0,0.14545454545454545
Confrontation,0.4,0.3333333333333333,0.26666666666666666
Déviations,#marthe,#pierre,#raphaël
#marthe,0.23529411764705904,0.0004901960784313691,0.22408963585434152
#pierre,0.0004901960784313691,4.764705882352942,0.026260504201680645
#raphaël,0.22408963585434152,0.026260504201680645,5.882352941176469
Successions,#marthe,#pierre,#raphaël
#marthe,0.05714285714285714,0.3142857142857143,0.6285714285714286
#pierre,0.59375,0.0,0.40625
#raphaël,0.8245614035087719,0.17543859649122806,0.0
