VALEUR,#henriette,#caudebec,#la-voix
Fréquences (scènes),0.625,0.75,0.25
Fréquences(répliques),0.6050420168067226,0.3949579831932773,0.0
Confrontation,0.3333333333333333,0.4166666666666667,0.25
Déviations,#henriette,#caudebec,#la-voix
#henriette,1.125,0.15,0.05
#caudebec,0.15,0.5,0.16666666666666666
#la-voix,0.05,0.16666666666666666,4.5
Successions,#henriette,#caudebec,#la-voix
#henriette,0.031055900621118012,0.9627329192546584,0.006211180124223602
#caudebec,0.9401197604790419,0.017964071856287425,0.041916167664670656
#la-voix,0.0,1.0,0.0
