VALEUR,#pharnabaze,#memnon,#alcibiade,#amintas,#artaxerce,#artemise,#barsine,#palmis,#amestris
Fréquences (scènes),0.25806451612903225,0.0967741935483871,0.5161290322580645,0.0967741935483871,0.22580645161290322,0.3548387096774194,0.03225806451612903,0.3548387096774194,0.06451612903225806
Fréquences(répliques),0.1258969341161122,0.02674494455316373,0.3548597521200261,0.04500978473581213,0.1669928245270711,0.13633398564905413,0.0006523157208088715,0.12654924983692106,0.016960208741030658
Confrontation,0.125,0.041666666666666664,0.25,0.041666666666666664,0.1388888888888889,0.18055555555555555,0.013888888888888888,0.18055555555555555,0.027777777777777776
Déviations,#pharnabaze,#memnon,#alcibiade,#amintas,#artaxerce,#artemise,#barsine,#palmis,#amestris
#pharnabaze,17.06451612903226,0.06586021505376345,0.004032258064516122,0.7741935483870968,0.3600230414746543,1.1909824046920823,0.25806451612903225,0.247800586510264,0.5161290322580645
#memnon,0.06586021505376345,25.29032258064517,0.19422043010752688,0.29032258064516125,0.1536098310291859,1.064516129032258,0.0967741935483871,1.064516129032258,0.1935483870967742
#alcibiade,0.004032258064516122,0.19422043010752688,7.258064516129033,1.3608870967741937,0.10397465437788016,1.2626466275659827,0.5161290322580645,0.495601173020528,1.032258064516129
#amintas,0.7741935483870968,0.29032258064516125,1.3608870967741937,25.29032258064517,0.6774193548387096,1.064516129032258,0.0967741935483871,1.064516129032258,0.1935483870967742
#artaxerce,0.3600230414746543,0.1536098310291859,0.10397465437788016,0.6774193548387096,18.580645161290327,0.9254294093003771,0.22580645161290322,0.8864683703393381,0.45161290322580644
#artemise,1.1909824046920823,1.064516129032258,1.2626466275659827,1.064516129032258,0.9254294093003771,12.903225806451612,1.1730205278592374,0.0023993601706211636,0.7096774193548389
#barsine,0.25806451612903225,0.0967741935483871,0.5161290322580645,0.0967741935483871,0.22580645161290322,1.1730205278592374,29.03225806451613,0.35483870967741943,0.06451612903225806
#palmis,0.247800586510264,1.064516129032258,0.495601173020528,1.064516129032258,0.8864683703393381,0.0023993601706211636,0.35483870967741943,12.903225806451612,2.3460410557184748
#amestris,0.5161290322580645,0.1935483870967742,1.032258064516129,0.1935483870967742,0.45161290322580644,0.7096774193548389,0.06451612903225806,2.3460410557184748,27.12903225806452
Successions,#pharnabaze,#memnon,#alcibiade,#amintas,#artaxerce,#artemise,#barsine,#palmis,#amestris
#pharnabaze,0.0,0.23076923076923078,0.38461538461538464,0.0,0.07692307692307693,0.11538461538461539,0.0,0.19230769230769232,0.0
#memnon,0.75,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0
#alcibiade,0.21951219512195122,0.024390243902439025,0.0,0.21951219512195122,0.3170731707317073,0.04878048780487805,0.0,0.17073170731707318,0.0
#amintas,0.09090909090909091,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
#artaxerce,0.08,0.04,0.44,0.04,0.08,0.28,0.0,0.04,0.0
#artemise,0.18181818181818182,0.0,0.09090909090909091,0.0,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.36363636363636365,0.0
#barsine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#palmis,0.17857142857142858,0.0,0.21428571428571427,0.03571428571428571,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857
#amestris,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.875,0.0
