VALEUR,#jupiter,#la-tragedie,#la-comedie
Fréquences (scènes),1.0,1.0,1.0
Fréquences(répliques),0.0967741935483871,0.45161290322580644,0.45161290322580644
Confrontation,0.3333333333333333,0.3333333333333333,0.3333333333333333
Déviations,#jupiter,#la-tragedie,#la-comedie
#jupiter,0.0,0.0,0.0
#jupiter,0.0,0.0,0.0
#jupiter,0.0,0.0,0.0
Successions,#jupiter,#la-tragedie,#la-comedie
#jupiter,0.0,0.5,0.5
#la-tragedie,0.07142857142857142,0.0,0.9285714285714286
#la-comedie,0.03571428571428571,0.9642857142857143,0.0
