VALEUR,#nicandre,#arcas,#cleomene,#la-reine,#cresphonte,#leontidas,#cleone,#eriphile,#doride,#trasille,#timocrate,#trasile
Fréquences (scènes),0.4666666666666667,0.23333333333333334,0.3333333333333333,0.4,0.03333333333333333,0.03333333333333333,0.2,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333
Fréquences(répliques),0.19761668321747766,0.0605759682224429,0.21449851042701093,0.1529294935451837,0.014399205561072492,0.010923535253227408,0.04716981132075472,0.2169811320754717,0.0253227408142999,0.003972194637537239,0.05014895729890765,0.005461767626613704
Confrontation,0.17142857142857143,0.08571428571428572,0.12142857142857143,0.19285714285714287,0.02857142857142857,0.02857142857142857,0.05,0.15714285714285714,0.02857142857142857,0.014285714285714285,0.09285714285714286,0.02857142857142857
Déviations,#nicandre,#arcas,#cleomene,#la-reine,#cresphonte,#leontidas,#cleone,#eriphile,#doride,#trasille,#timocrate,#trasile
#nicandre,8.533333333333333,0.1646258503401361,0.0238095238095239,0.06428571428571439,0.6095238095238095,0.6095238095238095,2.8000000000000003,2.6720238095238096,1.219047619047619,0.4666666666666667,0.04761904761904754,0.6095238095238095
#arcas,0.1646258503401361,17.633333333333336,0.7619047619047616,0.014285714285714247,0.23333333333333334,0.23333333333333334,1.4000000000000001,0.8047619047619048,0.6095238095238095,0.23333333333333334,0.02380952380952377,0.23333333333333334
#cleomene,0.023809523809523767,0.761904761904762,13.333333333333336,0.25,1.3333333333333337,1.3333333333333337,2.0,2.083333333333333,0.6666666666666666,1.3333333333333337,0.26666666666666655,0.3333333333333333
#la-reine,0.06428571428571422,0.014285714285714311,0.25,10.799999999999995,0.8999999999999999,0.8999999999999999,2.4000000000000004,0.30625000000000013,0.049999999999999975,0.8999999999999999,2.0,0.8999999999999999
#cresphonte,0.6095238095238095,0.23333333333333334,1.3333333333333337,0.8999999999999999,28.03333333333333,28.03333333333333,0.20000000000000004,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333
#cresphonte,0.6095238095238095,0.23333333333333334,1.3333333333333337,0.8999999999999999,28.03333333333333,28.03333333333333,0.20000000000000004,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.03333333333333333
#cleone,2.8,1.4,2.0,2.4000000000000004,0.20000000000000004,0.20000000000000004,19.199999999999996,2.4499999999999997,0.4000000000000001,0.20000000000000004,0.0,0.20000000000000004
#eriphile,2.6720238095238096,0.8047619047619048,2.083333333333333,0.30625000000000013,0.5333333333333333,0.5333333333333333,2.4499999999999997,6.533333333333334,1.0666666666666667,0.5333333333333333,0.041666666666666706,0.4083333333333334
#doride,1.219047619047619,0.6095238095238095,0.6666666666666666,0.049999999999999975,0.06666666666666667,0.06666666666666667,0.4000000000000001,1.0666666666666667,26.133333333333336,0.06666666666666667,0.3333333333333333,0.06666666666666667
#trasille,0.4666666666666667,0.23333333333333334,1.3333333333333337,0.8999999999999999,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.5333333333333333,0.06666666666666667,28.03333333333333,0.16666666666666666,0.03333333333333333
#timocrate,0.04761904761904766,0.02380952380952383,0.26666666666666655,2.0,0.16666666666666666,0.16666666666666666,0.0,0.041666666666666706,0.3333333333333333,0.16666666666666666,20.83333333333334,4.166666666666668
#trasile,0.6095238095238095,0.23333333333333334,0.3333333333333333,0.8999999999999999,0.03333333333333333,0.03333333333333333,0.20000000000000004,0.4083333333333334,0.06666666666666667,0.03333333333333333,4.166666666666668,28.03333333333333
Successions,#nicandre,#arcas,#cleomene,#la-reine,#cresphonte,#leontidas,#cleone,#eriphile,#doride,#trasille,#timocrate,#trasile
#nicandre,0.0379746835443038,0.189873417721519,0.43037974683544306,0.11392405063291139,0.0,0.012658227848101266,0.0,0.1518987341772152,0.06329113924050633,0.0,0.0,0.0
#arcas,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cleomene,0.49295774647887325,0.0,0.014084507042253521,0.18309859154929578,0.028169014084507043,0.0,0.0,0.2535211267605634,0.0,0.028169014084507043,0.0,0.0
#la-reine,0.14814814814814814,0.09259259259259259,0.25925925925925924,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.24074074074074073,0.018518518518518517,0.018518518518518517,0.1111111111111111,0.018518518518518517
#cresphonte,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#leontidas,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cleone,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.047619047619047616,0.0
#eriphile,0.15584415584415584,0.025974025974025976,0.24675324675324675,0.11688311688311688,0.0,0.0,0.2597402597402597,0.05194805194805195,0.0,0.0,0.14285714285714285,0.0
#doride,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#trasille,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#timocrate,0.05263157894736842,0.05263157894736842,0.0,0.3157894736842105,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.05263157894736842
#trasile,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
