VALEUR,#damon,#clitandre,#arlequin,#laquais
Fréquences (scènes),0.375,0.75,0.875,0.125
Fréquences(répliques),0.19020172910662825,0.6628242074927954,0.1440922190201729,0.002881844380403458
Confrontation,0.20833333333333334,0.375,0.3333333333333333,0.08333333333333333
Déviations,#damon,#clitandre,#arlequin,#laquais
#damon,3.125,0.25,0.1488095238095238,0.375
#clitandre,0.25,0.5,0.011904761904761904,0.08333333333333333
#arlequin,0.1488095238095238,0.011904761904761904,0.125,0.017857142857142856
#laquais,0.375,0.08333333333333333,0.017857142857142856,6.125
Successions,#damon,#clitandre,#arlequin,#laquais
#damon,0.0,0.9629629629629629,0.037037037037037035,0.0
#clitandre,0.7105263157894737,0.0,0.2631578947368421,0.02631578947368421
#arlequin,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0
#laquais,0.0,1.0,0.0,0.0
