VALEUR,#florine,#monsieur-gervais,#clarimond,#guillemain,#le-laquais,#clarine,#cleronte,#du-bois,#michelette,#celiane,#valere,#clarice,#un-laquais,#melisse,#gaspard,#ergaste,#clidamis,#geronte
Fréquences (scènes),0.4594594594594595,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.4594594594594595,0.16216216216216217,0.10810810810810811,0.35135135135135137,0.35135135135135137,0.43243243243243246,0.02702702702702703,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.24324324324324326,0.05405405405405406
Fréquences(répliques),0.16904761904761906,0.026984126984126985,0.01507936507936508,0.002380952380952381,0.0015873015873015873,0.08015873015873017,0.11825396825396825,0.16984126984126985,0.05793650793650794,0.06111111111111111,0.06111111111111111,0.06349206349206349,0.0007936507936507937,0.09047619047619047,0.009523809523809525,0.03968253968253968,0.030952380952380953,0.0015873015873015873
Confrontation,0.08008658008658008,0.015151515151515152,0.006493506493506494,0.006493506493506494,0.004329004329004329,0.025974025974025976,0.13203463203463203,0.06493506493506493,0.049783549783549784,0.1277056277056277,0.11688311688311688,0.13203463203463203,0.008658008658008658,0.09740259740259741,0.0021645021645021645,0.010822510822510822,0.07792207792207792,0.04112554112554113
Déviations,#florine,#monsieur-gervais,#clarimond,#guillemain,#le-laquais,#clarine,#cleronte,#du-bois,#michelette,#celiane,#valere,#clarice,#un-laquais,#melisse,#gaspard,#ergaste,#clidamis,#geronte
#florine,10.81081081081081,2.5437201907790143,0.6359300476947536,0.6359300476947536,0.6359300476947536,1.90779014308426,1.8592537173852057,0.5606783253842075,0.7348966613672494,1.4797603032897155,1.4797603032897155,2.5756160572337046,0.4594594594594595,0.31160572337042924,0.4594594594594595,0.4594594594594595,1.1024553965730435,1.2718600953895072
#monsieur-gervais,2.5437201907790143,29.43243243243243,7.358108108108108,7.358108108108108,7.358108108108108,0.32432432432432434,1.837837837837838,0.6486486486486487,0.43243243243243246,1.4054054054054055,1.4054054054054055,1.7297297297297298,0.10810810810810811,0.972972972972973,0.10810810810810811,0.10810810810810811,0.972972972972973,0.21621621621621623
#clarimond,0.6359300476947536,7.358108108108108,35.02702702702703,35.02702702702703,0.02702702702702703,0.08108108108108109,0.4594594594594595,0.16216216216216217,0.10810810810810811,0.35135135135135137,0.35135135135135137,0.43243243243243246,0.02702702702702703,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.24324324324324326,0.05405405405405406
#clarimond,0.6359300476947536,7.358108108108108,35.02702702702703,35.02702702702703,0.02702702702702703,0.08108108108108109,0.4594594594594595,0.16216216216216217,0.10810810810810811,0.35135135135135137,0.35135135135135137,0.43243243243243246,0.02702702702702703,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.24324324324324326,0.05405405405405406
#le-laquais,0.6359300476947536,7.358108108108108,0.02702702702702703,0.02702702702702703,35.02702702702703,0.08108108108108109,0.4594594594594595,0.16216216216216217,0.10810810810810811,0.35135135135135137,0.35135135135135137,0.43243243243243246,0.02702702702702703,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.24324324324324326,0.05405405405405406
#clarine,1.90779014308426,0.32432432432432434,0.08108108108108109,0.08108108108108109,0.08108108108108109,31.24324324324324,0.1038685744568098,0.542042042042042,1.4076576576576574,0.0027720027720027833,0.0027720027720027833,0.06813063063063066,0.08108108108108109,0.10010010010010002,0.08108108108108109,0.08108108108108109,0.10010010010010002,4.328828828828828
#cleronte,1.8592537173852057,1.837837837837838,0.4594594594594595,0.4594594594594595,0.4594594594594595,0.1038685744568098,10.81081081081081,1.8253842077371483,0.7348966613672494,4.23089152500917,2.715054420936773,1.8109101748807626,0.6359300476947536,1.9848083377495145,0.4594594594594595,0.6359300476947536,0.18088676912206328,1.2718600953895072
