VALEUR,#florine,#monsieur-gervais,#clarimond,#guillemain,#le-laquais,#clarine,#cleronte,#du-bois,#michelette,#celiane,#valere,#clarice,#un-laquais,#melisse,#gaspard,#ergaste,#clidamis,#geronte
#du-bois,0.5606783253842075,0.6486486486486487,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.542042042042042,1.8253842077371483,25.972972972972972,2.8153153153153148,1.6978516978516973,0.3773388773388771,0.06334459459459454,0.16216216216216217,1.6261261261261253,0.16216216216216217,0.16216216216216217,1.6261261261261253,8.657657657657657
#michelette,0.7348966613672494,0.43243243243243246,0.10810810810810811,0.10810810810810811,0.10810810810810811,1.4076576576576574,0.7348966613672494,2.8153153153153148,29.43243243243243,1.8092515592515592,0.25155925155925146,0.9328547297297295,0.10810810810810811,1.084084084084084,0.10810810810810811,0.10810810810810811,1.084084084084084,14.716216216216216
#celiane,1.4797603032897155,1.4054054054054055,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.0027720027720027833,4.23089152500917,1.6978516978516973,1.8092515592515592,15.567567567567563,4.301295378218455,5.145660083160083,1.1975051975051976,4.657888657888657,0.35135135135135137,1.1975051975051976,2.5467775467775464,2.395010395010395
#valere,1.4797603032897155,1.4054054054054055,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.0027720027720027833,2.715054420936773,0.3773388773388771,0.25155925155925146,4.301295378218455,15.567567567567563,3.4100831600831594,1.1975051975051976,4.657888657888657,0.35135135135135137,1.1975051975051976,1.068145068145068,2.395010395010395
#clarice,2.5756160572337046,1.7297297297297298,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.06813063063063066,1.8109101748807626,0.06334459459459454,0.9328547297297295,5.145660083160083,3.4100831600831594,11.918918918918918,0.7449324324324323,4.336336336336336,0.43243243243243246,0.7449324324324323,2.482169669669669,1.4898648648648647
#un-laquais,0.4594594594594595,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.6359300476947536,0.16216216216216217,0.10810810810810811,1.1975051975051976,1.1975051975051976,0.7449324324324323,35.02702702702703,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.24324324324324326,0.05405405405405406
#melisse,0.31160572337042924,0.972972972972973,0.24324324324324326,0.24324324324324326,0.24324324324324326,0.10010010010010002,1.9848083377495145,1.6261261261261253,1.084084084084084,4.657888657888657,4.657888657888657,4.336336336336336,0.24324324324324326,21.189189189189186,2.354354354354354,2.354354354354354,0.3003003003003,4.708708708708708
#gaspard,0.4594594594594595,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.4594594594594595,0.16216216216216217,0.10810810810810811,0.35135135135135137,0.35135135135135137,0.43243243243243246,0.02702702702702703,2.354354354354354,35.02702702702703,0.02702702702702703,0.24324324324324326,0.05405405405405406
#ergaste,0.4594594594594595,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.6359300476947536,0.16216216216216217,0.10810810810810811,1.1975051975051976,1.1975051975051976,0.7449324324324323,0.02702702702702703,2.354354354354354,0.02702702702702703,35.02702702702703,0.24324324324324326,0.05405405405405406
#clidamis,1.1024553965730435,0.972972972972973,0.24324324324324326,0.24324324324324326,0.24324324324324326,0.10010010010010002,0.18088676912206328,1.6261261261261253,1.084084084084084,2.5467775467775464,1.068145068145068,2.482169669669669,0.24324324324324326,0.3003003003003,0.24324324324324326,0.24324324324324326,21.189189189189186,4.708708708708708
#geronte,1.2718600953895072,0.21621621621621623,0.05405405405405406,0.05405405405405406,0.05405405405405406,4.328828828828828,1.2718600953895072,8.657657657657657,14.716216216216216,2.395010395010395,2.395010395010395,1.4898648648648647,0.05405405405405406,4.708708708708708,0.05405405405405406,0.05405405405405406,4.708708708708708,33.108108108108105
Successions,#florine,#monsieur-gervais,#clarimond,#guillemain,#le-laquais,#clarine,#cleronte,#du-bois,#michelette,#celiane,#valere,#clarice,#un-laquais,#melisse,#gaspard,#ergaste,#clidamis,#geronte
#florine,0.0707070707070707,0.1414141414141414,0.06060606060606061,0.0,0.0,0.18181818181818182,0.1414141414141414,0.20202020202020202,0.0707070707070707,0.06060606060606061,0.010101010101010102,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0
#monsieur-gervais,0.75,0.0,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clarimond,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#guillemain,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-laquais,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clarine,0.6551724137931034,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.034482758620689655,0.0,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0
#cleronte,0.16470588235294117,0.0,0.0,0.0,0.0,0.023529411764705882,0.023529411764705882,0.10588235294117647,0.058823529411764705,0.09411764705882353,0.17647058823529413,0.08235294117647059,0.0,0.17647058823529413,0.0,0.023529411764705882,0.07058823529411765,0.0
#du-bois,0.42592592592592593,0.0,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.0,0.18518518518518517,0.018518518518518517,0.0,0.05555555555555555,0.0,0.07407407407407407,0.0,0.0,0.05555555555555555,0.0
#michelette,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3142857142857143,0.0,0.22857142857142856,0.05714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.05714285714285714,0.0
#celiane,0.057692307692307696,0.0,0.0,0.0,0.0,0.019230769230769232,0.15384615384615385,0.07692307692307693,0.1346153846153846,0.019230769230769232,0.11538461538461539,0.23076923076923078,0.019230769230769232,0.07692307692307693,0.0,0.057692307692307696,0.038461538461538464,0.0
#valere,0.07692307692307693,0.0,0.0,0.0,0.0,0.02564102564102564,0.46153846153846156,0.0,0.02564102564102564,0.10256410256410256,0.0,0.15384615384615385,0.0,0.0,0.0,0.1282051282051282,0.0,0.02564102564102564
#clarice,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906976744186,0.046511627906976744,0.046511627906976744,0.32558139534883723,0.13953488372093023,0.0,0.0,0.11627906976744186,0.0,0.046511627906976744,0.13953488372093023,0.023255813953488372
#un-laquais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#melisse,0.10638297872340426,0.0,0.0,0.0,0.0,0.02127659574468085,0.2765957446808511,0.0851063829787234,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.1702127659574468,0.0,0.02127659574468085,0.1276595744680851,0.0851063829787234,0.02127659574468085,0.0
#gaspard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#ergaste,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.25,0.125,0.0,0.25,0.0,0.0,0.0,0.0
#clidamis,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
#geronte,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
