VALEUR,#cleagenor,#theandre,#doristee,#ozanor,#premier-voleur,#deuxieme-voleur,#premier-archer,#deuxieme-archer,#philemond,#suite-de-theandre,#conseiller,#dorante,#diane,#philacte
Fréquences (scènes),0.2857142857142857,0.42857142857142855,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.4642857142857143,0.03571428571428571,0.03571428571428571,0.42857142857142855,0.35714285714285715,0.10714285714285714
Fréquences(répliques),0.15861344537815125,0.16754201680672268,0.07510504201680672,0.01365546218487395,0.02468487394957983,0.005777310924369748,0.003676470588235294,0.0010504201680672268,0.25210084033613445,0.0005252100840336134,0.008928571428571428,0.16176470588235295,0.0976890756302521,0.02888655462184874
Confrontation,0.07746478873239436,0.19014084507042253,0.04929577464788732,0.014084507042253521,0.056338028169014086,0.056338028169014086,0.014084507042253521,0.014084507042253521,0.1619718309859155,0.028169014084507043,0.007042253521126761,0.1619718309859155,0.11267605633802817,0.056338028169014086
Déviations,#cleagenor,#theandre,#doristee,#ozanor,#premier-voleur,#deuxieme-voleur,#premier-archer,#deuxieme-archer,#philemond,#suite-de-theandre,#conseiller,#dorante,#diane,#philacte
#cleagenor,14.285714285714286,0.05357142857142853,1.5238095238095237,1.7857142857142858,0.8571428571428571,0.8571428571428571,1.7857142857142858,1.7857142857142858,3.7142857142857144,0.2857142857142857,1.7857142857142858,1.7202380952380951,1.207142857142857,0.8571428571428571
#theandre,0.05357142857142853,9.142857142857146,0.06349206349206343,0.42857142857142855,0.06349206349206343,0.06349206349206343,0.42857142857142855,0.42857142857142855,0.3663003663003665,0.7619047619047619,0.42857142857142855,0.670634920634921,0.3857142857142856,2.2857142857142865
#doristee,1.5238095238095237,0.06349206349206343,22.321428571428577,7.440476190476192,1.4325396825396828,1.4325396825396828,0.10714285714285714,0.10714285714285714,1.3928571428571428,0.10714285714285714,0.10714285714285714,1.2857142857142856,0.004761904761904758,0.3214285714285714
#ozanor,1.7857142857142858,0.42857142857142855,7.440476190476192,26.03571428571429,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.4642857142857143,0.03571428571428571,0.03571428571428571,0.42857142857142855,0.35714285714285715,0.10714285714285714
#premier-voleur,0.8571428571428571,0.06349206349206343,1.4325396825396828,0.10714285714285714,22.321428571428577,22.321428571428577,0.10714285714285714,0.10714285714285714,0.2646520146520147,7.440476190476192,0.10714285714285714,1.2857142857142856,1.0714285714285714,0.3214285714285714
#premier-voleur,0.8571428571428571,0.06349206349206343,1.4325396825396828,0.10714285714285714,22.321428571428577,22.321428571428577,0.10714285714285714,0.10714285714285714,0.2646520146520147,7.440476190476192,0.10714285714285714,1.2857142857142856,1.0714285714285714,0.3214285714285714
#premier-archer,1.7857142857142858,0.42857142857142855,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.10714285714285714,26.03571428571429,26.03571428571429,0.4642857142857143,0.03571428571428571,0.03571428571428571,0.42857142857142855,0.35714285714285715,0.10714285714285714
#premier-archer,1.7857142857142858,0.42857142857142855,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.10714285714285714,26.03571428571429,26.03571428571429,0.4642857142857143,0.03571428571428571,0.03571428571428571,0.42857142857142855,0.35714285714285715,0.10714285714285714
#philemond,3.714285714285714,0.3663003663003665,1.3928571428571428,0.46428571428571425,0.2646520146520147,0.2646520146520147,0.46428571428571425,0.46428571428571425,8.035714285714286,0.6181318681318684,0.46428571428571425,0.032967032967033,0.08901098901098911,0.11080586080586079
#suite-de-theandre,0.2857142857142857,0.7619047619047619,0.10714285714285714,0.03571428571428571,7.440476190476192,7.440476190476192,0.03571428571428571,0.03571428571428571,0.618131868131868,26.03571428571429,0.03571428571428571,0.42857142857142855,0.35714285714285715,0.10714285714285714
#conseiller,1.7857142857142858,0.42857142857142855,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.4642857142857143,0.03571428571428571,26.03571428571429,0.42857142857142855,0.35714285714285715,0.10714285714285714
#dorante,1.7202380952380951,0.670634920634921,1.2857142857142856,0.42857142857142855,1.2857142857142856,1.2857142857142856,0.42857142857142855,0.42857142857142855,0.032967032967033,0.42857142857142855,0.42857142857142855,9.142857142857146,0.6857142857142858,2.2857142857142865
