VALEUR,#toinette,#sganarelle,#le-medecin-de-moliere,#le-medecin-louis-xv,#le-chirurgien,#l-aide-major,#le-medecin-de-nos-jours,#les-medecins #les-apothicaires,#tous-les-medecins,#choeur-general
Fréquences (scènes),1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Fréquences(répliques),0.25961538461538464,0.4423076923076923,0.060897435897435896,0.060897435897435896,0.057692307692307696,0.04807692307692308,0.05128205128205128,0.003205128205128205,0.01282051282051282,0.003205128205128205
Confrontation,0.11702127659574468,0.11702127659574468,0.09574468085106383,0.09574468085106383,0.09574468085106383,0.09574468085106383,0.09574468085106383,0.09574468085106383,0.09574468085106383,0.09574468085106383
Déviations,#toinette,#sganarelle,#le-medecin-de-moliere,#le-medecin-louis-xv,#le-chirurgien,#l-aide-major,#le-medecin-de-nos-jours,#les-medecins #les-apothicaires,#tous-les-medecins,#choeur-general
#toinette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#toinette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#le-medecin-de-moliere,0.0,0.0,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
Successions,#toinette,#sganarelle,#le-medecin-de-moliere,#le-medecin-louis-xv,#le-chirurgien,#l-aide-major,#le-medecin-de-nos-jours,#les-medecins #les-apothicaires,#tous-les-medecins,#choeur-general
#toinette,0.0,0.8064516129032258,0.0,0.06451612903225806,0.0967741935483871,0.0,0.0,0.0,0.03225806451612903,0.0
#sganarelle,0.6585365853658537,0.04878048780487805,0.12195121951219512,0.04878048780487805,0.024390243902439025,0.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.0
#le-medecin-de-moliere,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-medecin-louis-xv,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
#le-chirurgien,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-aide-major,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-medecin-de-nos-jours,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#les-medecins #les-apothicaires,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tous-les-medecins,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-general,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
