VALEUR,#lismene,#belise,#tyrene,#amarillis,#premier-satyre,#deuxieme-satyre,#troisieme-satyre,#daphne,#philidas,#celidan,#cleonte,#climante
Fréquences (scènes),0.08823529411764706,0.08823529411764706,0.29411764705882354,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.3235294117647059,0.23529411764705882,0.35294117647058826,0.029411764705882353
Fréquences(répliques),0.05983960518198643,0.10363972856261566,0.10302282541640963,0.18136952498457742,0.023442319555829736,0.01727328809376928,0.04441702652683529,0.10487353485502776,0.10980876002467613,0.0783466995681678,0.16718075262183837,0.006785934608266502
Confrontation,0.04597701149425287,0.017241379310344827,0.09770114942528736,0.16666666666666666,0.06321839080459771,0.06321839080459771,0.06321839080459771,0.11494252873563218,0.13793103448275862,0.08620689655172414,0.13793103448275862,0.005747126436781609
Déviations,#lismene,#belise,#tyrene,#amarillis,#premier-satyre,#deuxieme-satyre,#troisieme-satyre,#daphne,#philidas,#celidan,#cleonte,#climante
#lismene,28.264705882352942,2.0424836601307192,1.415686274509804,0.04481792717086836,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.01568627450980393,0.0008912655971479436,0.1225490196078432,0.0032679738562091517,0.08823529411764705
#belise,2.0424836601307192,28.264705882352942,1.415686274509804,1.2352941176470589,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.8823529411764706,0.9705882352941178,0.7058823529411764,1.0588235294117647,0.08823529411764705
#tyrene,1.4156862745098038,1.4156862745098038,16.941176470588232,0.0033613445378151024,1.1764705882352942,1.1764705882352942,1.1764705882352942,0.0011764705882352856,1.544385026737968,0.7779411764705884,0.06274509803921559,0.29411764705882354
#amarillis,0.04481792717086836,1.2352941176470589,0.0033613445378151527,11.764705882352938,0.07563025210084037,0.07563025210084037,0.07563025210084037,0.1890756302521006,0.4774637127578305,1.597689075630252,0.22689075630252092,0.4117647058823529
#premier-satyre,0.35294117647058826,0.35294117647058826,1.1764705882352942,0.07563025210084037,26.470588235294116,26.470588235294116,26.470588235294116,1.1764705882352942,0.06684491978609627,0.9411764705882353,1.411764705882353,0.11764705882352941
#premier-satyre,0.35294117647058826,0.35294117647058826,1.1764705882352942,0.07563025210084037,26.470588235294116,26.470588235294116,26.470588235294116,1.1764705882352942,0.06684491978609627,0.9411764705882353,1.411764705882353,0.11764705882352941
#premier-satyre,0.35294117647058826,0.35294117647058826,1.1764705882352942,0.07563025210084037,26.470588235294116,26.470588235294116,26.470588235294116,1.1764705882352942,0.06684491978609627,0.9411764705882353,1.411764705882353,0.11764705882352941
#daphne,0.015686274509803897,0.8823529411764707,0.0011764705882352856,0.18907563025210103,1.1764705882352942,1.1764705882352942,1.1764705882352942,16.941176470588232,0.18074866310160426,1.1529411764705881,0.07941176470588245,0.29411764705882354
#philidas,0.0008912655971479436,0.9705882352941178,1.544385026737968,0.4774637127578305,0.06684491978609627,0.06684491978609627,0.06684491978609627,0.18074866310160426,15.558823529411764,0.7700534759358287,0.32174688057040973,0.3235294117647059
#celidan,0.1225490196078431,0.7058823529411765,0.7779411764705884,1.597689075630252,0.9411764705882353,0.9411764705882353,0.9411764705882353,1.1529411764705881,0.7700534759358287,19.88235294117647,0.4901960784313724,0.23529411764705882
