VALEUR,#lucrece,#clarice,#lisette,#le-vicomte,#colas,#monsieur-de-corananville,#monsieur-de-cornanville,#monsieu5r-de-cornanville,#bois-douillet,#le-fils,#chante-pie,#cochon-vilain,#nicodeme,#cochon-pie,#bois-le-roux,#clampin
Fréquences (scènes),0.37037037037037035,0.6296296296296297,0.5555555555555556,0.8148148148148148,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.037037037037037035
Fréquences(répliques),0.06666666666666667,0.15878787878787878,0.15515151515151515,0.3418181818181818,0.009696969696969697,0.0024242424242424242,0.025454545454545455,0.0036363636363636364,0.055757575757575756,0.0012121212121212121,0.06787878787878789,0.052121212121212124,0.014545454545454545,0.0012121212121212121,0.03393939393939394,0.009696969696969697
Confrontation,0.10335195530726257,0.15363128491620112,0.1452513966480447,0.18994413407821228,0.0223463687150838,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.030726256983240222,0.013966480446927373,0.0893854748603352,0.08100558659217877,0.027932960893854747,0.019553072625698324,0.05865921787709497,0.013966480446927373
Déviations,#lucrece,#clarice,#lisette,#le-vicomte,#colas,#monsieur-de-corananville,#monsieur-de-cornanville,#monsieu5r-de-cornanville,#bois-douillet,#le-fils,#chante-pie,#cochon-vilain,#nicodeme,#cochon-pie,#bois-le-roux,#clampin
#lucrece,10.703703703703706,0.4610021786492372,2.135555555555556,0.0026936026936026534,0.01111111111111112,1.0703703703703706,1.0703703703703706,1.0703703703703706,0.01111111111111112,1.0703703703703706,0.31296296296296283,0.02222222222222224,0.01111111111111112,1.0703703703703706,2.5925925925925926,0.37037037037037035
#clarice,0.46100217864923776,3.703703703703703,0.03267973856209148,0.24757377698554153,1.8888888888888888,0.2178649237472768,0.2178649237472768,0.2178649237472768,0.41830065359477125,0.2178649237472768,0.764978213507626,0.39542483660130723,0.41830065359477125,0.2178649237472768,0.07967631497043261,0.2178649237472768
#lisette,2.135555555555556,0.03267973856209148,5.333333333333332,0.25858585858585886,1.0666666666666669,0.3555555555555555,0.3555555555555555,0.3555555555555555,0.06666666666666674,0.3555555555555555,0.4694444444444445,0.03333333333333328,0.26666666666666655,0.3555555555555555,0.9174603174603174,0.5555555555555556
#le-vicomte,0.0026936026936026534,0.24757377698554198,0.25858585858585825,0.925925925925927,0.12626262626262638,0.04208754208754211,0.04208754208754211,0.04208754208754211,0.12626262626262638,0.04208754208754211,0.03556397306397312,0.25252525252525276,0.12626262626262638,0.04208754208754211,0.015392015392015438,0.04208754208754211
#colas,0.01111111111111112,1.8888888888888888,1.0666666666666667,0.12626262626262638,21.333333333333332,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.3333333333333337,0.1111111111111111,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.7777777777777776,0.1111111111111111
#monsieur-de-corananville,1.0703703703703706,0.21786492374727665,0.3555555555555555,0.04208754208754211,0.1111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,0.1111111111111111,0.037037037037037035,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.037037037037037035
#monsieur-de-corananville,1.0703703703703706,0.21786492374727665,0.3555555555555555,0.04208754208754211,0.1111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,0.1111111111111111,0.037037037037037035,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.037037037037037035
#monsieur-de-corananville,1.0703703703703706,0.21786492374727665,0.3555555555555555,0.04208754208754211,0.1111111111111111,25.03703703703704,25.03703703703704,25.03703703703704,0.1111111111111111,0.037037037037037035,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.037037037037037035
#bois-douillet,0.01111111111111112,0.41830065359477125,0.06666666666666664,0.12626262626262638,1.3333333333333337,0.1111111111111111,0.1111111111111111,0.1111111111111111,21.333333333333332,7.111111111111111,0.013888888888888902,0.1666666666666667,0.3333333333333333,0.1111111111111111,0.7777777777777776,0.1111111111111111
#le-fils,1.0703703703703706,0.21786492374727665,0.3555555555555555,0.04208754208754211,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,7.111111111111111,25.03703703703704,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.037037037037037035
#chante-pie,0.31296296296296283,0.7649782135076251,0.4694444444444445,0.03556397306397312,0.8888888888888888,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.013888888888888902,0.2962962962962963,13.370370370370372,10.027777777777779,0.013888888888888902,1.6712962962962965,0.4133597883597885,1.6712962962962965
#cochon-vilain,0.02222222222222224,0.39542483660130723,0.03333333333333336,0.25252525252525276,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1666666666666667,0.2222222222222222,10.027777777777779,16.33333333333334,0.1666666666666667,2.7222222222222223,1.3412698412698416,2.7222222222222223
#nicodeme,0.01111111111111112,0.41830065359477125,0.2666666666666667,0.12626262626262638,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.013888888888888902,0.1666666666666667,21.333333333333332,7.111111111111111,0.06349206349206356,0.1111111111111111
#cochon-pie,1.0703703703703706,0.21786492374727665,0.3555555555555555,0.04208754208754211,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,1.6712962962962965,2.7222222222222223,7.111111111111111,25.03703703703704,0.25925925925925924,0.037037037037037035
#bois-le-roux,2.5925925925925926,0.07967631497043261,0.9174603174603178,0.015392015392015438,0.7777777777777776,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.7777777777777776,0.25925925925925924,0.4133597883597885,1.3412698412698416,0.06349206349206356,0.25925925925925924,14.814814814814815,2.1164021164021163
#clampin,0.37037037037037035,0.21786492374727665,0.5555555555555556,0.04208754208754211,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,1.6712962962962965,2.7222222222222223,0.1111111111111111,0.037037037037037035,2.1164021164021163,25.03703703703704
Successions,#lucrece,#clarice,#lisette,#le-vicomte,#colas,#monsieur-de-corananville,#monsieur-de-cornanville,#monsieu5r-de-cornanville,#bois-douillet,#le-fils,#chante-pie,#cochon-vilain,#nicodeme,#cochon-pie,#bois-le-roux,#clampin
#lucrece,0.0,0.09375,0.0625,0.65625,0.0,0.0,0.03125,0.0,0.0625,0.0,0.03125,0.03125,0.03125,0.0,0.0,0.0
#clarice,0.08,0.02,0.2,0.42,0.0,0.0,0.0,0.0,0.02,0.0,0.1,0.04,0.0,0.0,0.1,0.02
#lisette,0.11320754716981132,0.18867924528301888,0.018867924528301886,0.5660377358490566,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.0,0.018867924528301886,0.03773584905660377,0.0,0.0,0.018867924528301886,0.0
#le-vicomte,0.13513513513513514,0.14189189189189189,0.20945945945945946,0.04054054054054054,0.04054054054054054,0.006756756756756757,0.0472972972972973,0.006756756756756757,0.06756756756756757,0.0,0.10810810810810811,0.0945945945945946,0.0472972972972973,0.0,0.04054054054054054,0.013513513513513514
#colas,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-de-corananville,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
