VALEUR,#soliman,#acmat,#rustan,#osman,#persine,#alvante,#la-reine,#seline,#mustapha,#le-soldat,#ormene,#adraste,#un-messager,#le-devin,#un-gentilhomme,#l-ambassadeur-de-perse
Fréquences (scènes),0.4838709677419355,0.3548387096774194,0.41935483870967744,0.12903225806451613,0.3225806451612903,0.22580645161290322,0.2903225806451613,0.16129032258064516,0.25806451612903225,0.12903225806451613,0.16129032258064516,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
Fréquences(répliques),0.1343624928530589,0.09491137793024586,0.0851915380217267,0.03887935963407661,0.180674671240709,0.10234419668381932,0.12807318467695827,0.020011435105774727,0.10291595197255575,0.0137221269296741,0.061177815894797025,0.0011435105774728416,0.002287021154945683,0.010291595197255575,0.0005717552887364208,0.023441966838193252
Confrontation,0.15808823529411764,0.11397058823529412,0.12867647058823528,0.03308823529411765,0.09926470588235294,0.07352941176470588,0.09558823529411764,0.03676470588235294,0.08823529411764706,0.04044117647058824,0.04779411764705882,0.011029411764705883,0.011029411764705883,0.011029411764705883,0.025735294117647058,0.025735294117647058
Déviations,#soliman,#acmat,#rustan,#osman,#persine,#alvante,#la-reine,#seline,#mustapha,#le-soldat,#ormene,#adraste,#un-messager,#le-devin,#un-gentilhomme,#l-ambassadeur-de-perse
#soliman,8.258064516129034,6.055913978494622,1.1672456575682375,0.0021505376344085982,0.14537634408602154,0.04423963133640555,0.02891278375149352,0.8326881720430109,0.1959677419354839,0.0021505376344085982,0.8326881720430109,0.4838709677419355,0.4838709677419355,0.550537634408602,0.550537634408602,0.550537634408602
#acmat,6.055913978494625,12.903225806451612,0.41709903000225557,0.123900293255132,0.08475073313782991,0.09426057813154588,0.4460736396220269,1.7741935483870968,1.1909824046920823,0.123900293255132,0.3378299120234604,0.35483870967741943,0.35483870967741943,1.1730205278592374,1.1730205278592374,1.1730205278592374
#rustan,1.1672456575682375,0.41709903000225557,10.451612903225804,0.2735732009925557,1.147394540942928,1.2761432116270828,0.15880893300248147,0.004466501240694781,0.037531017369726985,0.062034739454094365,0.3890818858560795,0.8039702233250622,0.8039702233250622,0.8039702233250622,0.4193548387096774,0.4193548387096774
#osman,0.0021505376344085982,0.123900293255132,0.2735732009925559,23.516129032258064,0.06532258064516128,1.3317972350230414,0.022401433691756293,0.6451612903225806,0.0010080645161290305,0.5161290322580645,0.6451612903225806,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
#persine,0.14537634408602154,0.08475073313783002,1.147394540942928,0.06532258064516128,14.225806451612906,6.200921658986176,0.2810035842293907,1.6129032258064515,0.7806451612903228,2.265322580645161,1.6129032258064515,0.3225806451612903,0.3225806451612903,0.3225806451612903,1.4225806451612906,1.4225806451612906
#alvante,0.04423963133640555,0.09426057813154588,1.2761432116270828,1.3317972350230414,6.200921658986176,18.580645161290327,0.0005120327700972854,1.129032258064516,0.020737327188940103,0.9032258064516129,1.129032258064516,0.22580645161290322,0.22580645161290322,0.22580645161290322,2.654377880184332,2.654377880184332
#la-reine,0.02891278375149352,0.4460736396220269,0.15880893300248147,0.022401433691756237,0.2810035842293907,0.0005120327700972854,15.612903225806448,8.67383512544803,0.044802867383512475,0.022401433691756237,0.20716845878136197,0.29032258064516125,0.29032258064516125,0.29032258064516125,1.7347670250896063,1.7347670250896063
#seline,0.8326881720430109,1.7741935483870972,0.004466501240694781,0.6451612903225806,1.6129032258064515,1.129032258064516,8.67383512544803,21.806451612903224,1.2903225806451613,0.1951612903225807,0.04645161290322583,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.16129032258064516
#mustapha,0.1959677419354839,1.1909824046920823,0.03753101736972707,0.0010080645161290305,0.7806451612903228,0.020737327188940103,0.044802867383512586,1.2903225806451613,17.06451612903226,0.0010080645161290305,2.265322580645161,2.1330645161290325,2.1330645161290325,0.25806451612903225,2.1330645161290325,2.1330645161290325
#le-soldat,0.0021505376344085982,0.123900293255132,0.06203473945409427,0.5161290322580645,2.265322580645161,0.9032258064516129,0.022401433691756293,0.1951612903225807,0.0010080645161290305,23.516129032258064,0.6451612903225806,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
#ormene,0.8326881720430109,0.3378299120234605,0.3890818858560795,0.6451612903225806,1.6129032258064515,1.129032258064516,0.20716845878136197,0.04645161290322583,2.265322580645161,0.6451612903225806,21.806451612903224,4.361290322580646,4.361290322580646,0.16129032258064516,0.16129032258064516,0.16129032258064516
#adraste,0.4838709677419355,0.35483870967741943,0.8039702233250617,0.12903225806451613,0.3225806451612903,0.22580645161290322,0.2903225806451613,0.16129032258064516,2.1330645161290325,0.12903225806451613,4.361290322580646,29.03225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#un-messager,0.4838709677419355,0.35483870967741943,0.8039702233250617,0.12903225806451613,0.3225806451612903,0.22580645161290322,0.2903225806451613,0.16129032258064516,2.1330645161290325,0.12903225806451613,4.361290322580646,0.03225806451612903,29.03225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903
