VALEUR,#dorci-fils,#forlis,#dorci-pere,#monsieur-de-norville,#finette,#celimene,#belise,#fatme,#madame-de-norville,#callides,#durcet,#broussin,#versac,#hortense,#furet,#dorci,#le-valet
Fréquences (scènes),0.18181818181818182,0.15151515151515152,0.24242424242424243,0.09090909090909091,0.24242424242424243,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.3939393939393939,0.48484848484848486,0.3333333333333333,0.24242424242424243,0.30303030303030304,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.030303030303030304
Fréquences(répliques),0.02702702702702703,0.11454311454311454,0.16473616473616473,0.04504504504504504,0.08172458172458172,0.008365508365508366,0.007078507078507079,0.009009009009009009,0.11454311454311454,0.24195624195624196,0.035392535392535396,0.009652509652509652,0.032818532818532815,0.027670527670527672,0.04568854568854569,0.03346203346203346,0.001287001287001287
Confrontation,0.03260869565217391,0.05434782608695652,0.05434782608695652,0.021739130434782608,0.03804347826086957,0.035326086956521736,0.035326086956521736,0.035326086956521736,0.10054347826086957,0.1358695652173913,0.11684782608695653,0.10054347826086957,0.11413043478260869,0.02717391304347826,0.05434782608695652,0.03804347826086957,0.005434782608695652
Déviations,#dorci-fils,#forlis,#dorci-pere,#monsieur-de-norville,#finette,#celimene,#belise,#fatme,#madame-de-norville,#callides,#durcet,#broussin,#versac,#hortense,#furet,#dorci,#le-valet
#dorci-fils,22.090909090909093,1.3090909090909089,1.6420454545454544,0.3787878787878789,0.2045454545454545,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.7867132867132864,2.909090909090909,2.0,1.4545454545454546,1.8181818181818183,2.227272727272727,0.7272727272727273,0.10227272727272725,0.18181818181818182
#forlis,1.3090909090909089,23.757575757575754,0.03712121212121213,0.6545454545454544,1.2121212121212122,9.503030303030304,9.503030303030304,9.503030303030304,0.5389277389277389,0.13674242424242422,0.26666666666666655,0.03712121212121213,0.17515151515151514,0.25606060606060604,0.6060606060606061,0.6060606060606061,0.15151515151515152
#dorci-pere,1.6420454545454544,0.03712121212121213,18.939393939393938,7.102272727272725,0.4550189393939394,0.48484848484848486,0.48484848484848486,0.48484848484848486,0.007284382284382272,0.9100378787878788,1.0416666666666665,0.4550189393939394,0.8367424242424244,0.0009469696969696953,0.0009469696969696953,1.0946969696969697,0.24242424242424243
#monsieur-de-norville,0.3787878787878789,0.6545454545454544,7.102272727272725,27.272727272727277,0.10227272727272725,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.027972027972027923,1.4545454545454546,1.0,0.7272727272727273,0.9090909090909092,1.1136363636363635,0.36363636363636365,0.36363636363636365,0.09090909090909091
#finette,0.2045454545454545,1.2121212121212122,0.4550189393939394,0.10227272727272725,18.939393939393938,0.48484848484848486,0.48484848484848486,0.48484848484848486,3.1515151515151514,2.136600378787879,0.1666666666666666,0.4550189393939394,0.07424242424242426,4.25094696969697,0.9696969696969697,0.0009469696969696953,0.24242424242424243
#celimene,0.36363636363636365,9.503030303030304,0.48484848484848486,0.18181818181818182,0.48484848484848486,29.12121212121212,29.12121212121212,29.12121212121212,1.864801864801865,1.0946969696969697,0.1666666666666667,0.5473484848484849,0.25606060606060604,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.06060606060606061
#celimene,0.36363636363636365,9.503030303030304,0.48484848484848486,0.18181818181818182,0.48484848484848486,29.12121212121212,29.12121212121212,29.12121212121212,1.864801864801865,1.0946969696969697,0.1666666666666667,0.5473484848484849,0.25606060606060604,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.06060606060606061
#celimene,0.36363636363636365,9.503030303030304,0.48484848484848486,0.18181818181818182,0.48484848484848486,29.12121212121212,29.12121212121212,29.12121212121212,1.864801864801865,1.0946969696969697,0.1666666666666667,0.5473484848484849,0.25606060606060604,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.06060606060606061
#madame-de-norville,0.7867132867132868,0.5389277389277389,0.007284382284382272,0.02797202797202799,3.1515151515151514,1.864801864801865,1.864801864801865,1.864801864801865,12.121212121212121,0.07706876456876463,0.41025641025641013,0.007284382284382272,0.22400932400932402,0.21037296037296035,0.11421911421911425,1.2872960372960376,0.9324009324009325
#callides,2.909090909090909,0.13674242424242422,0.9100378787878788,1.4545454545454546,2.136600378787879,1.0946969696969697,1.0946969696969697,1.0946969696969697,0.07706876456876463,8.757575757575758,4.083333333333335,2.511600378787879,3.554734848484848,1.9393939393939394,2.1893939393939394,0.4550189393939394,0.48484848484848486
#durcet,2.0,0.2666666666666667,1.0416666666666667,1.0,0.1666666666666668,0.16666666666666657,0.16666666666666657,0.16666666666666657,0.41025641025641013,4.083333333333331,14.66666666666667,10.666666666666664,13.33333333333333,1.3333333333333335,5.333333333333332,0.0833333333333334,0.33333333333333337
#broussin,1.4545454545454546,0.03712121212121213,0.4550189393939394,0.7272727272727273,0.4550189393939394,0.5473484848484849,0.5473484848484849,0.5473484848484849,0.007284382284382272,2.511600378787879,10.66666666666667,18.939393939393938,12.824242424242426,0.9696969696969697,9.469696969696969,0.0009469696969696953,0.24242424242424243
#versac,1.8181818181818183,0.17515151515151514,0.8367424242424244,0.9090909090909092,0.07424242424242426,0.25606060606060604,0.25606060606060604,0.25606060606060604,0.22400932400932402,3.554734848484848,13.333333333333336,12.824242424242426,16.03030303030303,1.2121212121212122,6.412121212121213,0.03712121212121213,0.30303030303030304
#hortense,2.227272727272727,0.25606060606060604,0.0009469696969696953,1.1136363636363635,4.25094696969697,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.21037296037296035,1.9393939393939394,1.3333333333333333,0.9696969696969697,1.2121212121212122,25.484848484848484,0.48484848484848486,0.5473484848484849,0.12121212121212122
#furet,0.7272727272727273,0.6060606060606061,0.0009469696969696953,0.36363636363636365,0.9696969696969697,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.11421911421911425,2.1893939393939394,5.333333333333335,9.469696969696969,6.412121212121213,0.48484848484848486,25.484848484848484,0.5473484848484849,0.12121212121212122
#dorci,0.10227272727272725,0.6060606060606061,1.0946969696969697,0.36363636363636365,0.0009469696969696953,0.24242424242424243,0.24242424242424243,0.24242424242424243,1.2872960372960376,0.4550189393939394,0.0833333333333333,0.0009469696969696953,0.03712121212121213,0.5473484848484849,0.5473484848484849,25.484848484848484,6.371212121212121
#le-valet,0.18181818181818182,0.15151515151515152,0.24242424242424243,0.09090909090909091,0.24242424242424243,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.9324009324009325,0.48484848484848486,0.3333333333333333,0.24242424242424243,0.30303030303030304,0.12121212121212122,0.12121212121212122,6.371212121212121,31.03030303030303
Successions,#dorci-fils,#forlis,#dorci-pere,#monsieur-de-norville,#finette,#celimene,#belise,#fatme,#madame-de-norville,#callides,#durcet,#broussin,#versac,#hortense,#furet,#dorci,#le-valet
#dorci-fils,0.0,0.4117647058823529,0.35294117647058826,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#forlis,0.24242424242424243,0.030303030303030304,0.0,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
#dorci-pere,0.14634146341463414,0.04878048780487805,0.024390243902439025,0.43902439024390244,0.12195121951219512,0.0,0.0,0.0,0.12195121951219512,0.07317073170731707,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
#monsieur-de-norville,0.0,0.0,0.7272727272727273,0.0,0.13636363636363635,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0
#finette,0.047619047619047616,0.0,0.14285714285714285,0.023809523809523808,0.0,0.0,0.0,0.0,0.047619047619047616,0.023809523809523808,0.11904761904761904,0.0,0.023809523809523808,0.5476190476190477,0.0,0.023809523809523808,0.0
#celimene,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#belise,0.0,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#fatme,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.46153846153846156,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-de-norville,0.029850746268656716,0.05970149253731343,0.08955223880597014,0.029850746268656716,0.0,0.04477611940298507,0.029850746268656716,0.1044776119402985,0.04477611940298507,0.3283582089552239,0.014925373134328358,0.014925373134328358,0.04477611940298507,0.0,0.0,0.14925373134328357,0.014925373134328358
#callides,0.0,0.18072289156626506,0.03614457831325301,0.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.0,0.26506024096385544,0.012048192771084338,0.10843373493975904,0.03614457831325301,0.10843373493975904,0.0,0.20481927710843373,0.012048192771084338,0.0
#durcet,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.38235294117647056,0.029411764705882353,0.058823529411764705,0.17647058823529413,0.0,0.08823529411764706,0.0,0.0
#broussin,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
#versac,0.0,0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.34615384615384615,0.038461538461538464,0.0,0.0,0.2692307692307692,0.0,0.0
#hortense,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
#furet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.5862068965517241,0.13793103448275862,0.06896551724137931,0.1724137931034483,0.0,0.0,0.0,0.0
