VALEUR,#marcellin,#le-roi,#camille,#federic,#valere,#fabrice,#octave,#florise,#yoland
Fréquences (scènes),0.23076923076923078,0.358974358974359,0.358974358974359,0.358974358974359,0.28205128205128205,0.28205128205128205,0.10256410256410256,0.07692307692307693,0.02564102564102564
Fréquences(répliques),0.04314582195521573,0.2304751501911524,0.156198798470781,0.2528672856362643,0.14145275805570726,0.11086837793555435,0.03276897870016385,0.01474604041507373,0.017476788640087382
Confrontation,0.09821428571428571,0.15178571428571427,0.17857142857142858,0.16071428571428573,0.16071428571428573,0.14285714285714285,0.044642857142857144,0.026785714285714284,0.03571428571428571
Déviations,#marcellin,#le-roi,#camille,#federic,#valere,#fabrice,#octave,#florise,#yoland
#marcellin,23.076923076923077,4.397435897435897,0.4688644688644689,1.5402930402930401,0.9324009324009324,2.5384615384615383,0.923076923076923,0.6923076923076923,0.23076923076923075
#le-roi,4.397435897435897,16.025641025641026,0.8164573521716378,3.2246206174777603,0.0006660006660006612,2.201964701964702,0.13232600732600733,1.076923076923077,0.358974358974359
#camille,0.4688644688644689,0.8164573521716378,16.025641025641026,0.2093144950287807,0.9617049617049619,0.2798867798867798,1.435897435897436,3.4340659340659325,1.1446886446886444
#federic,1.5402930402930401,3.2246206174777603,0.2093144950287807,16.025641025641026,0.0006660006660006612,0.0006660006660006612,1.7037545787545787,1.076923076923077,1.1446886446886444
#valere,0.9324009324009327,0.0006660006660006612,0.9617049617049619,0.0006660006660006612,20.102564102564102,1.160415342233524,0.014568764568764565,0.8461538461538463,1.8275058275058276
#fabrice,2.5384615384615388,2.201964701964702,0.2798867798867798,0.0006660006660006612,1.160415342233524,20.102564102564102,1.1282051282051282,0.8461538461538463,1.8275058275058276
#octave,0.9230769230769231,0.13232600732600733,1.435897435897436,1.7037545787545787,0.014568764568764565,1.1282051282051282,31.410256410256412,0.3076923076923077,0.10256410256410256
#florise,0.6923076923076923,1.0769230769230769,3.4340659340659343,1.0769230769230769,0.8461538461538461,0.8461538461538461,0.3076923076923077,33.230769230769226,0.07692307692307693
#yoland,0.23076923076923078,0.358974358974359,1.1446886446886444,1.1446886446886444,1.8275058275058276,1.8275058275058276,0.10256410256410256,0.07692307692307693,37.02564102564103
Successions,#marcellin,#le-roi,#camille,#federic,#valere,#fabrice,#octave,#florise,#yoland
#marcellin,0.0,0.7058823529411765,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0
#le-roi,0.2988505747126437,0.05747126436781609,0.16091954022988506,0.08045977011494253,0.3333333333333333,0.022988505747126436,0.034482758620689655,0.011494252873563218,0.0
#camille,0.0392156862745098,0.29411764705882354,0.0196078431372549,0.19607843137254902,0.0392156862745098,0.19607843137254902,0.0,0.19607843137254902,0.0196078431372549
#federic,0.09230769230769231,0.15384615384615385,0.12307692307692308,0.09230769230769231,0.13846153846153847,0.07692307692307693,0.24615384615384617,0.0,0.07692307692307693
#valere,0.015873015873015872,0.4603174603174603,0.06349206349206349,0.14285714285714285,0.0,0.2222222222222222,0.047619047619047616,0.0,0.047619047619047616
#fabrice,0.0,0.0625,0.28125,0.125,0.5,0.03125,0.0,0.0,0.0
#octave,0.0,0.09090909090909091,0.0,0.7272727272727273,0.18181818181818182,0.0,0.0,0.0,0.0
#florise,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#yoland,0.0,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0
