VALEUR,#fidamant,#rosimene,#clarionte,#melie,#calliante,#ariston,#oracle,#le-roi,#le-sacrificateur,#un-soldat,#le-geolier,#un-page,#le-soldat,#flamidore,#geronte
Fréquences (scènes),0.3181818181818182,0.3181818181818182,0.45454545454545453,0.45454545454545453,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.36363636363636365,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.045454545454545456
Fréquences(répliques),0.17275155832591274,0.23374888691006232,0.22172751558325912,0.10373998219056099,0.04363312555654497,0.02404274265360641,0.022707034728406055,0.09305431878895815,0.031611754229741766,0.006678539626001781,0.013357079252003561,0.003116651825467498,0.006678539626001781,0.02226179875333927,0.0008904719501335708
Confrontation,0.06372549019607843,0.12254901960784313,0.14215686274509803,0.14215686274509803,0.06372549019607843,0.00980392156862745,0.04411764705882353,0.14705882352941177,0.11764705882352941,0.029411764705882353,0.00980392156862745,0.014705882352941176,0.004901960784313725,0.05392156862745098,0.03431372549019608
Déviations,#fidamant,#rosimene,#clarionte,#melie,#calliante,#ariston,#oracle,#le-roi,#le-sacrificateur,#un-soldat,#le-geolier,#un-page,#le-soldat,#flamidore,#geronte
#fidamant,10.22727272727273,0.2680890538033397,0.01038961038961037,1.496103896103896,0.21948051948051941,0.3181818181818182,0.6363636363636364,0.08116883116883118,0.21948051948051941,0.3181818181818182,0.3181818181818182,0.6363636363636364,0.3181818181818182,0.2077922077922078,0.3181818181818182
#rosimene,0.2680890538033397,10.22727272727273,0.21038961038961046,0.01038961038961037,0.21948051948051941,1.4610389610389614,2.9220779220779227,0.8311688311688312,1.2480519480519483,1.4610389610389614,0.3181818181818182,0.6363636363636364,0.3181818181818182,2.9220779220779227,1.4610389610389614
#clarionte,0.01038961038961037,0.21038961038961046,6.545454545454547,0.04545454545454556,0.2327272727272729,0.4545454545454546,0.009090909090909073,0.5113636363636361,1.3127272727272732,0.6545454545454544,0.4545454545454546,0.9090909090909092,0.4545454545454546,1.3090909090909089,0.6545454545454544
#melie,1.496103896103896,0.01038961038961037,0.04545454545454556,6.545454545454547,0.2327272727272729,0.4545454545454546,0.009090909090909073,0.5113636363636361,3.2727272727272734,0.6545454545454544,0.6545454545454544,1.3090909090909089,0.4545454545454546,0.009090909090909073,0.6545454545454544
#calliante,0.21948051948051941,0.21948051948051941,0.2327272727272729,0.2327272727272729,13.136363636363638,0.2272727272727273,0.4545454545454546,0.018181818181818146,0.6563636363636366,2.627272727272727,0.2272727272727273,0.4545454545454546,0.2272727272727273,0.4545454545454546,0.2272727272727273
#ariston,0.3181818181818182,1.4610389610389614,0.45454545454545453,0.45454545454545453,0.22727272727272727,20.045454545454547,9.09090909090909,0.36363636363636365,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.045454545454545456
#oracle,0.6363636363636364,2.9220779220779227,0.009090909090909097,0.009090909090909097,0.45454545454545453,9.09090909090909,18.18181818181818,0.10227272727272725,0.6545454545454544,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,3.681818181818181,9.09090909090909
#le-roi,0.08116883116883118,0.8311688311688312,0.5113636363636365,0.5113636363636365,0.018181818181818195,0.36363636363636365,0.10227272727272725,8.909090909090908,5.568181818181818,1.1136363636363635,0.36363636363636365,0.7272727272727273,1.1136363636363635,2.227272727272727,1.1136363636363635
#le-sacrificateur,0.21948051948051941,1.2480519480519483,1.3127272727272732,3.2727272727272734,0.6563636363636366,0.2272727272727273,0.6545454545454544,5.5681818181818175,13.136363636363638,2.627272727272727,0.2272727272727273,0.4545454545454546,0.2272727272727273,0.6545454545454544,2.627272727272727
#un-soldat,0.3181818181818182,1.4610389610389614,0.6545454545454544,0.6545454545454544,2.627272727272727,0.045454545454545456,0.09090909090909091,1.1136363636363635,2.627272727272727,20.045454545454547,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.045454545454545456
#le-geolier,0.3181818181818182,0.3181818181818182,0.45454545454545453,0.6545454545454544,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.36363636363636365,0.22727272727272727,0.045454545454545456,20.045454545454547,9.09090909090909,0.045454545454545456,0.09090909090909091,0.045454545454545456
#un-page,0.6363636363636364,0.6363636363636364,0.9090909090909091,1.3090909090909089,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.45454545454545453,0.09090909090909091,9.09090909090909,18.18181818181818,0.09090909090909091,0.18181818181818182,0.09090909090909091
#le-soldat,0.3181818181818182,0.3181818181818182,0.45454545454545453,0.45454545454545453,0.22727272727272727,0.045454545454545456,0.09090909090909091,1.1136363636363635,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.09090909090909091,20.045454545454547,0.09090909090909091,0.045454545454545456
#flamidore,0.2077922077922078,2.9220779220779227,1.3090909090909089,0.009090909090909097,0.45454545454545453,0.09090909090909091,3.681818181818181,2.227272727272727,0.6545454545454544,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,18.18181818181818,9.09090909090909
#geronte,0.3181818181818182,1.4610389610389614,0.6545454545454544,0.6545454545454544,0.22727272727272727,0.045454545454545456,9.09090909090909,1.1136363636363635,2.627272727272727,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,9.09090909090909,20.045454545454547
Successions,#fidamant,#rosimene,#clarionte,#melie,#calliante,#ariston,#oracle,#le-roi,#le-sacrificateur,#un-soldat,#le-geolier,#un-page,#le-soldat,#flamidore,#geronte
#fidamant,0.0,0.5454545454545454,0.3181818181818182,0.0,0.022727272727272728,0.0,0.0,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#rosimene,0.4423076923076923,0.0,0.23076923076923078,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,0.17307692307692307,0.057692307692307696,0.0,0.0,0.0,0.0,0.038461538461538464,0.0
#clarionte,0.25806451612903225,0.1774193548387097,0.0,0.1774193548387097,0.06451612903225806,0.0,0.0,0.14516129032258066,0.06451612903225806,0.0,0.0,0.0,0.0,0.0967741935483871,0.016129032258064516
#melie,0.027777777777777776,0.027777777777777776,0.3055555555555556,0.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.08333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0
#calliante,0.0,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
#ariston,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#oracle,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
#le-roi,0.09090909090909091,0.18181818181818182,0.25,0.29545454545454547,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.06818181818181818,0.045454545454545456,0.0
#le-sacrificateur,0.0,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-soldat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-geolier,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
#un-page,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
#le-soldat,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#flamidore,0.08333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#geronte,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
