VALEUR,#zopire,#abramane,#erinice,#ensemble,#le-choeur,#cephie,#amelite,#amelite #cephie #choeur,#le-choeur-des-esprits-cruels,#zoroastre,#oromases,#oromases #choeur,#le-choeur-des-demons,#amelite #erinice,#cephie #choeur,#abramante,#amelite #zoroastre,#choeur,#choeur-de-peuples,#narbanor,#erinice #abramane,#zopire #les-choeurs,#la-vengeance #le-choeur,#la-vengeance,#abramane #erinice #zopire #les-furies #le-choeur,#la-voix-souteraine,#tous,#le-choeur-de-peuples,#le-choeur-de-pretres,#erinie #abramante
Fréquences (scènes),0.05405405405405406,0.21621621621621623,0.2702702702702703,0.05405405405405406,0.13513513513513514,0.08108108108108109,0.40540540540540543,0.05405405405405406,0.02702702702702703,0.4594594594594595,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703
Fréquences(répliques),0.030525030525030524,0.14774114774114774,0.15995115995115994,0.01221001221001221,0.015873015873015872,0.03418803418803419,0.14896214896214896,0.007326007326007326,0.006105006105006105,0.19291819291819293,0.04884004884004884,0.004884004884004884,0.004884004884004884,0.001221001221001221,0.009768009768009768,0.04395604395604396,0.01098901098901099,0.003663003663003663,0.002442002442002442,0.004884004884004884,0.01221001221001221,0.004884004884004884,0.02564102564102564,0.045177045177045176,0.006105006105006105,0.004884004884004884,0.004884004884004884,0.001221001221001221,0.002442002442002442,0.001221001221001221
Confrontation,0.009345794392523364,0.056074766355140186,0.0794392523364486,0.018691588785046728,0.0794392523364486,0.056074766355140186,0.1542056074766355,0.037383177570093455,0.004672897196261682,0.16822429906542055,0.014018691588785047,0.009345794392523364,0.009345794392523364,0.014018691588785047,0.04205607476635514,0.028037383177570093,0.04205607476635514,0.018691588785046728,0.03271028037383177,0.0,0.018691588785046728,0.009345794392523364,0.02336448598130841,0.018691588785046728,0.018691588785046728,0.0,0.004672897196261682,0.004672897196261682,0.018691588785046728,0.009345794392523364
Déviations,#zopire,#abramane,#erinice,#ensemble,#le-choeur,#cephie,#amelite,#amelite #cephie #choeur,#le-choeur-des-esprits-cruels,#zoroastre,#oromases,#oromases #choeur,#le-choeur-des-demons,#amelite #erinice,#cephie #choeur,#abramante,#amelite #zoroastre,#choeur,#choeur-de-peuples,#narbanor,#erinice #abramane,#zopire #les-choeurs,#la-vengeance #le-choeur,#la-vengeance,#abramane #erinice #zopire #les-furies #le-choeur,#la-voix-souteraine,#tous,#le-choeur-de-peuples,#le-choeur-de-pretres,#erinie #abramante
#zopire,33.108108108108105,5.6824324324324325,0.5405405405405406,0.10810810810810811,0.2702702702702703,0.16216216216216217,0.8108108108108109,0.10810810810810811,0.05405405405405406,0.918918918918919,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.16216216216216217,0.16216216216216217,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406
#abramane,5.6824324324324325,22.72972972972973,0.3246621621621621,0.7449324324324323,1.0810810810810811,0.6486486486486487,3.2432432432432434,0.43243243243243246,0.21621621621621623,3.675675675675676,0.6486486486486487,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.43243243243243246,0.6486486486486487,0.6486486486486487,0.21621621621621623,0.43243243243243246,0.21621621621621623,5.6824324324324325,2.8412162162162162,0.7449324324324323,2.8412162162162162,2.8412162162162162,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.21621621621621623
#erinice,0.5405405405405406,0.3246621621621621,19.702702702702705,0.39054054054054044,1.3513513513513513,0.8108108108108109,0.0007207207207207296,0.5405405405405406,0.2702702702702703,1.4651828298887124,0.8108108108108109,0.2702702702702703,1.9702702702702701,1.9702702702702701,0.5405405405405406,0.044144144144144117,0.8108108108108109,0.2702702702702703,0.5405405405405406,0.2702702702702703,0.39054054054054044,0.2702702702702703,0.39054054054054044,1.9702702702702701,1.9702702702702701,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.2702702702702703
#ensemble,0.10810810810810811,0.7449324324324323,0.39054054054054044,33.108108108108105,0.2702702702702703,0.16216216216216217,0.044144144144144117,0.10810810810810811,0.05405405405405406,0.0071542130365659685,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.16216216216216217,0.16216216216216217,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.05405405405405406
#le-choeur,0.2702702702702703,1.0810810810810811,1.3513513513513513,0.2702702702702703,27.67567567567568,6.2720720720720715,4.360360360360359,11.07027027027027,0.13513513513513514,1.2620031796502384,0.40540540540540543,0.13513513513513514,0.13513513513513514,0.13513513513513514,1.9702702702702701,0.40540540540540543,6.2720720720720715,5.535135135135135,0.2702702702702703,0.13513513513513514,0.2702702702702703,0.13513513513513514,0.2702702702702703,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13513513513513514
#cephie,0.16216216216216217,0.6486486486486487,0.8108108108108109,0.16216216216216217,6.2720720720720715,31.24324324324324,0.5051051051051051,20.828828828828826,0.08108108108108109,0.28033916269210374,0.24324324324324326,0.08108108108108109,0.08108108108108109,0.08108108108108109,20.828828828828826,0.24324324324324326,0.24324324324324326,0.08108108108108109,4.328828828828828,0.08108108108108109,0.16216216216216217,0.08108108108108109,0.16216216216216217,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.08108108108108109,10.414414414414413,0.08108108108108109
#amelite,0.8108108108108109,3.2432432432432434,0.0007207207207207296,0.044144144144144117,4.360360360360359,0.5051051051051051,13.08108108108108,1.7441441441441434,0.8720720720720717,0.6448330683624799,1.2162162162162162,0.40540540540540543,0.8720720720720717,0.8720720720720717,0.044144144144144117,0.038438438438438444,2.616216216216216,0.8720720720720717,0.044144144144144117,0.40540540540540543,0.8108108108108109,0.40540540540540543,0.8108108108108109,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.40540540540540543
