VALEUR,#le-comte,#salsbury,#la-duchesse,#cecile,#elisabeth,#tilney,#crommer
Fréquences (scènes),0.4166666666666667,0.20833333333333334,0.375,0.16666666666666666,0.625,0.25,0.041666666666666664
Fréquences(répliques),0.2933413317336533,0.10137972405518897,0.17276544691061788,0.05578884223155369,0.33353329334133175,0.035992801439712056,0.007198560287942412
Confrontation,0.16666666666666666,0.1,0.21666666666666667,0.08333333333333333,0.2833333333333333,0.13333333333333333,0.016666666666666666
Déviations,#le-comte,#salsbury,#la-duchesse,#cecile,#elisabeth,#tilney,#crommer
#le-comte,8.166666666666664,0.40333333333333315,0.15,0.26666666666666655,4.41,0.9,0.8166666666666669
#salsbury,0.40333333333333315,15.041666666666663,0.4083333333333333,0.8333333333333333,0.405,1.25,0.20833333333333331
#la-duchesse,0.15,0.4083333333333333,9.375,0.16666666666666666,0.025,0.027777777777777776,0.375
#cecile,0.2666666666666667,0.8333333333333334,0.16666666666666666,16.66666666666667,0.1,1.0,0.16666666666666666
#elisabeth,4.41,0.405,0.025,0.1,3.375,0.4166666666666667,0.625
#tilney,0.9,1.25,0.027777777777777776,1.0,0.4166666666666667,13.5,0.25
#crommer,0.8166666666666664,0.20833333333333334,0.375,0.16666666666666666,0.625,0.25,22.04166666666667
Successions,#le-comte,#salsbury,#la-duchesse,#cecile,#elisabeth,#tilney,#crommer
#le-comte,0.038461538461538464,0.25,0.28846153846153844,0.09615384615384616,0.1346153846153846,0.11538461538461539,0.07692307692307693
#salsbury,0.7,0.0,0.0,0.0,0.3,0.0,0.0
#la-duchesse,0.3783783783783784,0.02702702702702703,0.0,0.08108108108108109,0.5135135135135135,0.0,0.0
#cecile,0.25,0.0,0.25,0.0,0.5,0.0,0.0
#elisabeth,0.11290322580645161,0.0967741935483871,0.27419354838709675,0.1935483870967742,0.0967741935483871,0.20967741935483872,0.016129032258064516
#tilney,0.3157894736842105,0.0,0.0,0.0,0.6842105263157895,0.0,0.0
#crommer,1.0,0.0,0.0,0.0,0.0,0.0,0.0
