VALEUR,eole,perimede,ulisse,euriloche,circe,leucosie,elpenor,phaetuse,sommeil,suite-ulysse,melante,jupiter,soleil
Fréquences (scènes),0.044444444444444446,0.1111111111111111,0.24444444444444444,0.37777777777777777,0.35555555555555557,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.022222222222222223,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.022222222222222223
Fréquences(répliques),0.021983161833489244,0.022918615528531337,0.18381665107577175,0.2146866230121609,0.18709073900841908,0.08699719363891488,0.08465855940130963,0.10664172123479888,0.0009354536950420954,0.05986903648269411,0.0023386342376052385,0.01403180542563143,0.01403180542563143
Confrontation,0.00980392156862745,0.06862745098039216,0.11764705882352941,0.19607843137254902,0.18627450980392157,0.12745098039215685,0.0784313725490196,0.1568627450980392,0.00980392156862745,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.00980392156862745
Déviations,eole,perimede,ulisse,euriloche,circe,leucosie,elpenor,phaetuse,sommeil,suite-ulysse,melante,jupiter,soleil
eole,41.08888888888889,2.7222222222222223,0.4888888888888889,0.7555555555555555,0.7111111111111111,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.044444444444444446,0.17777777777777778,0.044444444444444446,0.08888888888888889,0.044444444444444446
perimede,2.7222222222222223,35.55555555555556,0.04040404040404036,2.3594771241830066,1.777777777777778,1.1111111111111112,0.5555555555555556,0.01111111111111112,0.11111111111111112,0.4444444444444445,0.11111111111111112,0.22222222222222224,0.11111111111111112
ulisse,0.48888888888888893,0.04040404040404036,25.688888888888894,0.321330956625074,0.30315656565656546,0.8535353535353534,1.222222222222222,2.444444444444444,0.24444444444444446,1.0686868686868682,0.24444444444444446,0.48888888888888893,0.24444444444444446
euriloche,0.7555555555555555,2.3594771241830066,0.321330956625074,17.42222222222222,2.706209150326797,0.16013071895424832,0.6535947712418302,0.39542483660130723,0.37777777777777777,1.511111111111111,0.37777777777777777,0.7555555555555555,0.37777777777777777
circe,0.7111111111111111,1.7777777777777777,0.30315656565656574,2.706209150326797,18.688888888888883,0.5868055555555557,0.3402777777777777,0.05555555555555561,1.1680555555555552,1.4222222222222223,1.1680555555555552,0.7111111111111111,0.35555555555555557
leucosie,0.4444444444444445,1.1111111111111112,0.8535353535353534,0.16013071895424832,0.5868055555555554,27.222222222222218,0.01111111111111112,0.27222222222222214,0.22222222222222224,0.888888888888889,0.22222222222222224,0.4444444444444445,0.22222222222222224
elpenor,0.22222222222222224,0.5555555555555556,1.222222222222222,0.6535947712418302,0.3402777777777779,0.01111111111111112,35.55555555555556,3.211111111111111,0.11111111111111112,0.4444444444444445,0.11111111111111112,0.22222222222222224,0.11111111111111112
phaetuse,0.4444444444444445,0.01111111111111112,2.444444444444444,0.39542483660130723,0.05555555555555548,0.27222222222222214,3.211111111111111,27.222222222222218,0.22222222222222224,0.888888888888889,0.22222222222222224,0.4444444444444445,0.22222222222222224
sommeil,0.044444444444444446,0.1111111111111111,0.24444444444444444,0.37777777777777777,1.1680555555555552,0.2222222222222222,0.1111111111111111,0.2222222222222222,43.02222222222222,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.022222222222222223
suite-ulysse,0.17777777777777778,0.4444444444444444,1.0686868686868685,1.511111111111111,1.4222222222222223,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.08888888888888889,37.355555555555554,0.08888888888888889,0.17777777777777778,0.08888888888888889
melante,0.044444444444444446,0.1111111111111111,0.24444444444444444,0.37777777777777777,1.1680555555555552,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.022222222222222223,0.08888888888888889,43.02222222222222,0.044444444444444446,0.022222222222222223
jupiter,0.08888888888888889,0.2222222222222222,0.4888888888888889,0.7555555555555555,0.7111111111111111,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.044444444444444446,0.17777777777777778,0.044444444444444446,41.08888888888889,20.544444444444444
soleil,0.044444444444444446,0.1111111111111111,0.24444444444444444,0.37777777777777777,0.35555555555555557,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.022222222222222223,0.08888888888888889,0.022222222222222223,20.544444444444444,43.02222222222222
Successions,eole,perimede,ulisse,euriloche,circe,leucosie,elpenor,phaetuse,sommeil,suite-ulysse,melante,jupiter,soleil
eole,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perimede,0.125,0.0,0.125,0.6875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
ulisse,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.2222222222222222,0.37777777777777777,0.0,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.0
euriloche,0.0,0.12359550561797752,0.14606741573033707,0.0,0.11235955056179775,0.34831460674157305,0.12359550561797752,0.14606741573033707,0.0,0.0,0.0,0.0,0.0
circe,0.0,0.0,0.3191489361702128,0.1702127659574468,0.0425531914893617,0.19148936170212766,0.02127659574468085,0.1702127659574468,0.02127659574468085,0.0,0.0425531914893617,0.02127659574468085,0.0
leucosie,0.0,0.0,0.0392156862745098,0.6274509803921569,0.11764705882352941,0.0,0.0196078431372549,0.17647058823529413,0.0,0.0,0.0,0.0196078431372549,0.0
elpenor,0.0,0.0,0.0,0.46153846153846156,0.07692307692307693,0.038461538461538464,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.0
phaetuse,0.0,0.0,0.0,0.35714285714285715,0.16666666666666666,0.16666666666666666,0.30952380952380953,0.0,0.0,0.0,0.0,0.0,0.0
sommeil,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suite-ulysse,0.0,0.0,0.75,0.0,0.0,0.0625,0.0,0.0,0.0,0.1875,0.0,0.0,0.0
sommeil,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jupiter,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5
soleil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
