VALEUR,#murel,#pierre,#gruchet,#madame-rousselin,#miss-arabelle,#onesime,#louise,#rousselin,#tous,#marchais,#dodart,#bouvigny,#heurtelot,#hombourg,#ledru,#voinchet,#beaumesnil,#les-electeurs,#julien,#le-garde-champetre,#la-foule,#des-voix,#felicite,#le-garçon-de-cafe,#le-president,#un-electeur,#l-agriculteur,#le-mendiant
#voinchet,0.19272278754239922,0.3191489361702127,0.0018912529550827479,0.5106382978723404,0.5744680851063829,0.1914893617021276,0.3829787234042552,0.31727158948685874,8.852482269503549,2.171985815602837,0.44680851063829774,0.1914893617021276,11.92198581560284,22.519148936170218,29.505319148936174,41.19148936170214,41.19148936170214,17.080378250591025,0.2553191489361702,2.171985815602837,0.06382978723404255,0.06382978723404255,0.1914893617021276,0.1276595744680851,13.730496453900711,13.730496453900711,13.730496453900711,0.06382978723404255
#les-electeurs,1.598519888991675,0.3191489361702127,1.1352245862884163,0.5106382978723404,0.5744680851063829,0.1914893617021276,0.3829787234042552,0.013350020859407563,8.852482269503549,2.171985815602837,0.44680851063829774,0.1914893617021276,29.505319148936174,8.852482269503549,11.92198581560284,17.080378250591025,17.080378250591025,41.19148936170214,0.2553191489361702,2.171985815602837,0.06382978723404255,0.06382978723404255,0.1914893617021276,0.1276595744680851,13.730496453900711,13.730496453900711,13.730496453900711,0.06382978723404255
#julien,0.5552728954671602,0.42553191489361697,0.40992907801418427,7.899601063829787,1.9881796690307327,0.2553191489361702,0.5106382978723404,0.27596996245306643,0.42553191489361697,0.3404255319148936,0.5957446808510638,0.2553191489361702,0.3404255319148936,0.42553191489361697,0.3404255319148936,0.2553191489361702,0.2553191489361702,0.2553191489361702,39.340425531914896,0.3404255319148936,0.0851063829787234,0.0851063829787234,0.2553191489361702,0.1702127659574468,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.0851063829787234
#le-garde-champetre,0.4683163737280296,5.8255319148936175,1.2765957446808511,0.6808510638297872,0.7659574468085105,0.2553191489361702,0.5106382978723404,0.27596996245306643,0.7755319148936171,8.090425531914894,0.5957446808510638,0.2553191489361702,8.090425531914894,0.7755319148936171,1.2779255319148934,2.171985815602837,2.171985815602837,2.171985815602837,0.3404255319148936,39.340425531914896,9.835106382978724,0.0851063829787234,11.92198581560284,0.1702127659574468,9.835106382978724,9.835106382978724,9.835106382978724,0.0851063829787234
#la-foule,0.48936170212765956,0.10638297872340424,0.3191489361702128,0.1702127659574468,0.19148936170212763,0.06382978723404255,0.1276595744680851,0.723404255319149,0.10638297872340424,9.835106382978724,0.14893617021276595,0.06382978723404255,9.835106382978724,0.10638297872340424,0.0851063829787234,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.0851063829787234,9.835106382978724,45.02127659574468,0.02127659574468085,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085
#des-voix,0.5328399629972249,0.10638297872340424,1.452482269503546,0.1702127659574468,0.19148936170212763,0.06382978723404255,0.1276595744680851,0.723404255319149,0.10638297872340424,0.0851063829787234,0.14893617021276595,0.06382978723404255,0.0851063829787234,7.506382978723403,0.0851063829787234,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.0851063829787234,0.0851063829787234,0.02127659574468085,45.02127659574468,13.730496453900711,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085
#felicite,0.14924452667283367,8.852482269503549,0.0018912529550827479,0.5106382978723404,0.5744680851063829,0.1914893617021276,0.3829787234042552,0.6309970796829368,0.3191489361702127,0.2553191489361702,0.44680851063829774,0.1914893617021276,0.2553191489361702,1.4524822695035466,0.2553191489361702,0.1914893617021276,0.1914893617021276,0.1914893617021276,0.2553191489361702,11.92198581560284,0.06382978723404255,13.730496453900711,41.19148936170214,0.1276595744680851,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.06382978723404255
#le-garçon-de-cafe,0.9787234042553191,0.21276595744680848,0.6382978723404256,0.3404255319148936,0.38297872340425526,5.96099290780142,0.2553191489361702,0.21151439299123895,0.21276595744680848,0.1702127659574468,0.2978723404255319,0.1276595744680851,0.1702127659574468,0.21276595744680848,0.1702127659574468,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1702127659574468,0.1702127659574468,0.0425531914893617,0.0425531914893617,0.1276595744680851,43.08510638297873,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617
#le-president,0.5328399629972249,0.10638297872340424,0.3191489361702128,0.1702127659574468,0.19148936170212763,0.06382978723404255,0.1276595744680851,0.10575719649561947,7.506382978723403,9.835106382978724,0.14893617021276595,0.06382978723404255,9.835106382978724,7.506382978723403,9.835106382978724,13.730496453900711,13.730496453900711,13.730496453900711,0.0851063829787234,9.835106382978724,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.0425531914893617,45.02127659574468,45.02127659574468,45.02127659574468,0.02127659574468085
#le-president,0.5328399629972249,0.10638297872340424,0.3191489361702128,0.1702127659574468,0.19148936170212763,0.06382978723404255,0.1276595744680851,0.10575719649561947,7.506382978723403,9.835106382978724,0.14893617021276595,0.06382978723404255,9.835106382978724,7.506382978723403,9.835106382978724,13.730496453900711,13.730496453900711,13.730496453900711,0.0851063829787234,9.835106382978724,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.0425531914893617,45.02127659574468,45.02127659574468,45.02127659574468,0.02127659574468085
#le-president,0.5328399629972249,0.10638297872340424,0.3191489361702128,0.1702127659574468,0.19148936170212763,0.06382978723404255,0.1276595744680851,0.10575719649561947,7.506382978723403,9.835106382978724,0.14893617021276595,0.06382978723404255,9.835106382978724,7.506382978723403,9.835106382978724,13.730496453900711,13.730496453900711,13.730496453900711,0.0851063829787234,9.835106382978724,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.0425531914893617,45.02127659574468,45.02127659574468,45.02127659574468,0.02127659574468085
#le-mendiant,0.48936170212765956,0.10638297872340424,0.3191489361702128,0.1702127659574468,0.19148936170212763,0.06382978723404255,0.1276595744680851,0.10575719649561947,0.10638297872340424,0.0851063829787234,0.14893617021276595,0.06382978723404255,0.0851063829787234,0.10638297872340424,0.0851063829787234,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.0851063829787234,0.0851063829787234,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.02127659574468085,45.02127659574468
Successions,#murel,#pierre,#gruchet,#madame-rousselin,#miss-arabelle,#onesime,#louise,#rousselin,#tous,#marchais,#dodart,#bouvigny,#heurtelot,#hombourg,#ledru,#voinchet,#beaumesnil,#les-electeurs,#julien,#le-garde-champetre,#la-foule,#des-voix,#felicite,#le-garçon-de-cafe,#le-president,#un-electeur,#l-agriculteur,#le-mendiant
#murel,0.008658008658008658,0.03463203463203463,0.2987012987012987,0.021645021645021644,0.0735930735930736,0.012987012987012988,0.008658008658008658,0.44155844155844154,0.0,0.004329004329004329,0.008658008658008658,0.008658008658008658,0.008658008658008658,0.008658008658008658,0.008658008658008658,0.004329004329004329,0.0,0.008658008658008658,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pierre,0.3333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
#gruchet,0.4827586206896552,0.006896551724137931,0.0,0.020689655172413793,0.020689655172413793,0.020689655172413793,0.0,0.33793103448275863,0.0,0.0,0.013793103448275862,0.0,0.0,0.027586206896551724,0.0,0.0,0.0,0.0,0.05517241379310345,0.0,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0
#madame-rousselin,0.1346153846153846,0.0,0.038461538461538464,0.0,0.11538461538461539,0.1346153846153846,0.057692307692307696,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#miss-arabelle,0.4857142857142857,0.0,0.05714285714285714,0.08571428571428572,0.0,0.0,0.0,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#onesime,0.08333333333333333,0.0,0.125,0.3333333333333333,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
#louise,0.13043478260869565,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#rousselin,0.2616580310880829,0.018134715025906734,0.12694300518134716,0.025906735751295335,0.02072538860103627,0.025906735751295335,0.046632124352331605,0.015544041450777202,0.025906735751295335,0.025906735751295335,0.10621761658031088,0.09585492227979274,0.018134715025906734,0.046632124352331605,0.038860103626943004,0.015544041450777202,0.025906735751295335,0.0051813471502590676,0.012953367875647668,0.0051813471502590676,0.0,0.0,0.0051813471502590676,0.0025906735751295338,0.0025906735751295338,0.007772020725388601,0.0051813471502590676,0.012953367875647668
#tous,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.3125,0.0,0.0625,0.0,0.0,0.25,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marchais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.08,0.0,0.28,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
#dodart,0.0392156862745098,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.8823529411764706,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bouvigny,0.07142857142857142,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.7857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#heurtelot,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#hombourg,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
#ledru,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.12,0.0,0.08,0.12,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#voinchet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
#beaumesnil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-electeurs,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#julien,0.16279069767441862,0.0,0.20930232558139536,0.4883720930232558,0.0,0.0,0.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-garde-champetre,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0
#la-foule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#des-voix,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#felicite,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
#le-garçon-de-cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-president,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-electeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-agriculteur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-garçon-de-cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
