VALEUR,#apollon,#les-muses,#la-gloire,#l-amour,#le-choeur,#doris,#egle,#hesiode,#un-songe,#euterpe,#ovide,#erithie,#homme,#chef-des-sarmates,#ovide #erithie,#anacreon,#polycrate,#troupe-de-sammiennes,#themire,#themire #anacreon
#polycrate,0.0,0.0,0.23809523809523808,0.23809523809523808,1.4285714285714284,0.47619047619047616,0.47619047619047616,0.9523809523809523,0.23809523809523808,0.23809523809523808,0.9523809523809523,0.7142857142857142,0.23809523809523808,0.23809523809523808,0.23809523809523808,1.1523809523809525,12.19047619047619,2.438095238095238,1.1523809523809525,0.5761904761904763
#troupe-de-sammiennes,0.0,0.0,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,3.4404761904761907,2.438095238095238,19.047619047619047,0.19047619047619047,0.09523809523809523
#themire,0.0,0.0,0.19047619047619047,0.19047619047619047,1.1428571428571428,0.38095238095238093,0.38095238095238093,0.7619047619047619,0.19047619047619047,0.19047619047619047,0.7619047619047619,0.5714285714285714,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.07440476190476193,1.1523809523809525,0.19047619047619047,13.761904761904763,6.880952380952381
#themire #anacreon,0.0,0.0,0.09523809523809523,0.09523809523809523,0.5714285714285714,0.19047619047619047,0.19047619047619047,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.38095238095238093,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.09523809523809523,1.0059523809523812,0.5761904761904763,0.09523809523809523,6.880952380952381,17.190476190476193
Successions,#apollon,#les-muses,#la-gloire,#l-amour,#le-choeur,#doris,#egle,#hesiode,#un-songe,#euterpe,#ovide,#erithie,#homme,#chef-des-sarmates,#ovide #erithie,#anacreon,#polycrate,#troupe-de-sammiennes,#themire,#themire #anacreon
#apollon,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-muses,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-gloire,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-amour,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.25,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0
#doris,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#egle,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#hesiode,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-songe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#euterpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ovide,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
#erithie,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#homme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#chef-des-sarmates,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#chef-des-sarmates,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#anacreon,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.3684210526315789,0.0
#polycrate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.11764705882352941
#troupe-de-sammiennes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#themire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0
#themire #anacreon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
