VALEUR,#pinel,#poquelin,#moliere
Fréquences (scènes),1.0,0.5,0.75
Fréquences(répliques),0.3518930957683742,0.12026726057906459,0.5278396436525612
Confrontation,0.4166666666666667,0.25,0.3333333333333333
Déviations,#pinel,#poquelin,#moliere
#pinel,0.0,0.0,0.0
#poquelin,0.0,1.0,0.16666666666666666
#moliere,0.0,0.16666666666666666,0.25
Successions,#pinel,#poquelin,#moliere
#pinel,0.0,0.39622641509433965,0.6037735849056604
#poquelin,0.9545454545454546,0.0,0.045454545454545456
#moliere,0.9705882352941176,0.029411764705882353,0.0
