VALEUR,#la-comedie-française,#la-comedie-italienne,#la-chicane,#choeur-de-forains,#mezzetin,#l-opera,#pierrette,#scaramouche,#le-malade,#le-bal,#callisthene,#la-reine,#le-jeu,#samson,#la-relne,#choeur,#telemaque
Fréquences (scènes),0.47058823529411764,0.7647058823529411,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
Fréquences(répliques),0.25396825396825395,0.16825396825396827,0.05396825396825397,0.02857142857142857,0.03492063492063492,0.08253968253968254,0.015873015873015872,0.0380952380952381,0.015873015873015872,0.0031746031746031746,0.05714285714285714,0.06349206349206349,0.03492063492063492,0.1365079365079365,0.006349206349206349,0.006349206349206349,0.0
Confrontation,0.1206896551724138,0.21551724137931033,0.008620689655172414,0.09482758620689655,0.09482758620689655,0.02586206896551724,0.02586206896551724,0.02586206896551724,0.02586206896551724,0.02586206896551724,0.05172413793103448,0.02586206896551724,0.008620689655172414,0.09482758620689655,0.05172413793103448,0.05172413793103448,0.05172413793103448
Déviations,#la-comedie-française,#la-comedie-italienne,#la-chicane,#choeur-de-forains,#mezzetin,#l-opera,#pierrette,#scaramouche,#le-malade,#le-bal,#callisthene,#la-reine,#le-jeu,#samson,#la-relne,#choeur,#telemaque
#la-comedie-française,4.764705882352942,0.12726244343891416,0.5955882352941178,1.411764705882353,1.411764705882353,0.47058823529411764,0.47058823529411764,0.003676470588235296,0.5955882352941178,0.5955882352941178,0.2450980392156862,1.411764705882353,0.47058823529411764,0.41360294117647056,0.47058823529411764,0.47058823529411764,0.47058823529411764
#la-comedie-italienne,0.12726244343891416,0.9411764705882352,0.7647058823529412,0.03770739064856719,0.03770739064856719,0.7647058823529412,0.7647058823529412,0.1447963800904978,0.0723981900452489,0.0723981900452489,0.03770739064856719,0.7300150829562597,0.7647058823529412,0.2895927601809956,0.0723981900452489,0.0723981900452489,0.0723981900452489
#la-chicane,0.5955882352941178,0.7647058823529412,15.058823529411764,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
#choeur-de-forains,1.4117647058823528,0.03770739064856708,0.1764705882352941,11.529411764705882,11.529411764705882,3.843137254901961,3.843137254901961,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.5294117647058824,0.5294117647058824,0.1764705882352941,0.1225490196078432,3.843137254901961,3.843137254901961,3.843137254901961
#choeur-de-forains,1.4117647058823528,0.03770739064856708,0.1764705882352941,11.529411764705882,11.529411764705882,3.843137254901961,3.843137254901961,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.5294117647058824,0.5294117647058824,0.1764705882352941,0.1225490196078432,3.843137254901961,3.843137254901961,3.843137254901961
#l-opera,0.47058823529411764,0.7647058823529412,0.058823529411764705,3.8431372549019605,3.8431372549019605,15.058823529411764,15.058823529411764,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
#l-opera,0.47058823529411764,0.7647058823529412,0.058823529411764705,3.8431372549019605,3.8431372549019605,15.058823529411764,15.058823529411764,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
#scaramouche,0.003676470588235296,0.1447963800904978,0.11764705882352941,0.35294117647058826,0.35294117647058826,0.11764705882352941,0.11764705882352941,13.235294117647058,0.11764705882352941,0.11764705882352941,0.35294117647058826,0.35294117647058826,0.11764705882352941,0.47058823529411764,0.11764705882352941,0.11764705882352941,0.11764705882352941
#le-malade,0.5955882352941178,0.0723981900452489,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,15.058823529411764,15.058823529411764,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
#le-malade,0.5955882352941178,0.0723981900452489,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,15.058823529411764,15.058823529411764,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
#callisthene,0.2450980392156864,0.03770739064856708,0.1764705882352941,0.5294117647058824,0.5294117647058824,0.1764705882352941,0.1764705882352941,0.3529411764705882,0.1764705882352941,0.1764705882352941,11.529411764705882,0.41830065359477125,0.1764705882352941,0.1225490196078432,0.1764705882352941,0.1764705882352941,0.1764705882352941
#la-reine,1.4117647058823528,0.7300150829562594,0.1764705882352941,0.5294117647058824,0.5294117647058824,0.1764705882352941,0.1764705882352941,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.41830065359477125,11.529411764705882,3.843137254901961,0.7058823529411764,0.1764705882352941,0.1764705882352941,0.1764705882352941
#le-jeu,0.47058823529411764,0.7647058823529412,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,3.8431372549019605,15.058823529411764,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
#samson,0.41360294117647056,0.2895927601809956,0.23529411764705882,0.1225490196078431,0.1225490196078431,0.23529411764705882,0.23529411764705882,0.47058823529411764,0.23529411764705882,0.23529411764705882,0.1225490196078431,0.7058823529411765,0.23529411764705882,9.941176470588236,2.485294117647059,2.485294117647059,2.485294117647059
#la-relne,0.47058823529411764,0.0723981900452489,0.058823529411764705,3.8431372549019605,3.8431372549019605,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,2.485294117647059,15.058823529411764,15.058823529411764,15.058823529411764
#la-relne,0.47058823529411764,0.0723981900452489,0.058823529411764705,3.8431372549019605,3.8431372549019605,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,2.485294117647059,15.058823529411764,15.058823529411764,15.058823529411764
#la-relne,0.47058823529411764,0.0723981900452489,0.058823529411764705,3.8431372549019605,3.8431372549019605,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,2.485294117647059,15.058823529411764,15.058823529411764,15.058823529411764
Successions,#la-comedie-française,#la-comedie-italienne,#la-chicane,#choeur-de-forains,#mezzetin,#l-opera,#pierrette,#scaramouche,#le-malade,#le-bal,#callisthene,#la-reine,#le-jeu,#samson,#la-relne,#choeur,#telemaque
#la-comedie-française,0.1,0.6666666666666666,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
#la-comedie-italienne,0.6857142857142857,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.0,0.0
#la-chicane,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-forains,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
#mezzetin,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-opera,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pierrette,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#scaramouche,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-malade,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-bal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#callisthene,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
#la-reine,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
#le-jeu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#samson,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
#le-bal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#telemaque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
