VALEUR,#l-aurore,#trois-valets,#premier-valet,#deuxieme-valet,#troisieme-valet,#lyciscas,#musiciens,#ier-musicien,#iieme-musicien,#iiieme-musicien,#ensemble,#arbate,#euryale,#moron,#aristomene,#theocle,#la-princesse,#aglante,#cynthie,#lycas,#iphitas,#aristodeme,#philis,#satyre,#tircis,#clymene,#clymene #philis,#choeur
#aristomene,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.8181818181818181,1.6363636363636362,27.272727272727277,3.681818181818181,0.13368983957219255,0.4545454545454546,0.36363636363636365,0.09090909090909091,1.1136363636363635,0.09090909090909091,0.4545454545454546,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091
#theocle,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.24242424242424243,0.3787878787878789,0.007575757575757562,3.681818181818181,29.12121212121212,0.9126559714795011,1.6030303030303032,2.367424242424242,0.06060606060606061,2.367424242424242,14.56060606060606,0.30303030303030304,0.06060606060606061,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.06060606060606061
#la-princesse,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,2.0606060606060606,0.08734402852049895,0.008021390374331484,0.13368983957219255,0.9126559714795011,7.757575757575757,2.2816399286987523,1.8253119429590021,0.45632798573975053,0.001782531194295897,0.45632798573975053,0.9639928698752228,0.5151515151515151,1.0303030303030303,0.45632798573975053,0.45632798573975053,0.5151515151515151
#aglante,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.6060606060606061,0.09696969696969691,0.027272727272727317,0.4545454545454546,1.6030303030303032,2.2816399286987523,23.757575757575754,9.456060606060607,0.15151515151515152,0.25606060606060604,4.751515151515152,0.7575757575757576,0.15151515151515152,0.30303030303030304,0.15151515151515152,0.15151515151515152,0.15151515151515152
#cynthie,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.48484848484848486,0.007575757575757562,0.015151515151515124,0.36363636363636365,2.367424242424242,1.8253119429590021,9.456060606060607,25.484848484848484,0.12121212121212122,0.5473484848484849,6.371212121212121,0.6060606060606061,0.12121212121212122,0.24242424242424243,0.12121212121212122,0.12121212121212122,0.12121212121212122
#lycas,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.45632798573975053,0.15151515151515152,0.12121212121212122,31.03030303030303,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#iphitas,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.48484848484848486,3.3409090909090917,0.30681818181818193,1.1136363636363635,2.367424242424242,0.001782531194295897,0.25606060606060604,0.5473484848484849,0.12121212121212122,25.484848484848484,6.371212121212121,0.6060606060606061,0.12121212121212122,0.24242424242424243,0.12121212121212122,0.12121212121212122,0.12121212121212122
#aristodeme,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,1.9393939393939397,0.3787878787878789,0.09090909090909091,14.56060606060606,0.45632798573975053,4.751515151515152,6.371212121212121,0.030303030303030304,6.371212121212121,31.03030303030303,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#philis,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.6060606060606061,1.3636363636363635,0.19393939393939383,0.4545454545454546,0.30303030303030304,0.9639928698752228,0.7575757575757576,0.6060606060606061,0.15151515151515152,0.6060606060606061,0.15151515151515152,23.757575757575754,0.15151515151515152,9.503030303030304,4.751515151515152,4.751515151515152,0.15151515151515152
#satyre,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.3787878787878789,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,31.03030303030303,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#tircis,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.24242424242424243,0.5454545454545454,0.007575757575757562,0.18181818181818182,0.12121212121212122,1.0303030303030303,0.30303030303030304,0.24242424242424243,0.06060606060606061,0.24242424242424243,0.06060606060606061,9.503030303030304,0.06060606060606061,29.12121212121212,0.06060606060606061,0.06060606060606061,0.06060606060606061
#clymene,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.45632798573975053,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,4.751515151515152,0.030303030303030304,0.06060606060606061,31.03030303030303,31.03030303030303,0.030303030303030304
#clymene,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.45632798573975053,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,4.751515151515152,0.030303030303030304,0.06060606060606061,31.03030303030303,31.03030303030303,0.030303030303030304
#choeur,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,31.03030303030303
Successions,#l-aurore,#trois-valets,#premier-valet,#deuxieme-valet,#troisieme-valet,#lyciscas,#musiciens,#ier-musicien,#iieme-musicien,#iiieme-musicien,#ensemble,#arbate,#euryale,#moron,#aristomene,#theocle,#la-princesse,#aglante,#cynthie,#lycas,#iphitas,#aristodeme,#philis,#satyre,#tircis,#clymene,#clymene #philis,#choeur
#l-aurore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#trois-valets,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-valet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deuxieme-valet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#troisieme-valet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lyciscas,0.0,0.0625,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#musiciens,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ier-musicien,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iieme-musicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iiieme-musicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arbate,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#euryale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,0.3142857142857143,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
#moron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05952380952380952,0.16666666666666666,0.011904761904761904,0.0,0.0,0.35714285714285715,0.023809523809523808,0.023809523809523808,0.0,0.011904761904761904,0.0,0.21428571428571427,0.09523809523809523,0.03571428571428571,0.0,0.0,0.0
#aristomene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#theocle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-princesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1686746987951807,0.37349397590361444,0.04819277108433735,0.024096385542168676,0.03614457831325301,0.08433734939759036,0.060240963855421686,0.012048192771084338,0.1686746987951807,0.0,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,0.0
#aglante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cynthie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lycas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iphitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#aristodeme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.03571428571428571,0.0
#satyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tircis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
#clymene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
#clymene #philis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
#choeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
