VALEUR,#l-aurore,#trois-valets,#premier-valet,#deuxieme-valet,#troisieme-valet,#lyciscas,#musiciens,#ier-musicien,#iieme-musicien,#iiieme-musicien,#ensemble,#arbate,#euryale,#moron,#aristomene,#theocle,#la-princesse,#aglante,#cynthie,#lycas,#iphitas,#aristodeme,#philis,#satyre,#tircis,#clymene,#clymene #philis,#choeur
Fréquences (scènes),0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
Fréquences(répliques),0.0,0.017964071856287425,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.011976047904191617,0.03592814371257485,0.003992015968063872,0.003992015968063872,0.003992015968063872,0.001996007984031936,0.15568862275449102,0.22954091816367264,0.249500998003992,0.01996007984031936,0.017964071856287425,0.0718562874251497,0.023952095808383235,0.031936127744510975,0.0,0.0,0.0,0.015968063872255488,0.03992015968063872,0.031936127744510975,0.015968063872255488,0.007984031936127744,0.0
Confrontation,0.0,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.02631578947368421,0.08646616541353383,0.12781954887218044,0.015037593984962405,0.03383458646616541,0.12406015037593984,0.05639097744360902,0.04887218045112782,0.0037593984962406013,0.04887218045112782,0.02631578947368421,0.02631578947368421,0.0037593984962406013,0.011278195488721804,0.011278195488721804,0.011278195488721804,0.0
Déviations,#l-aurore,#trois-valets,#premier-valet,#deuxieme-valet,#troisieme-valet,#lyciscas,#musiciens,#ier-musicien,#iieme-musicien,#iiieme-musicien,#ensemble,#arbate,#euryale,#moron,#aristomene,#theocle,#la-princesse,#aglante,#cynthie,#lycas,#iphitas,#aristodeme,#philis,#satyre,#tircis,#clymene,#clymene #philis,#choeur
#l-aurore,31.03030303030303,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#trois-valets,0.030303030303030304,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,31.03030303030303,0.12121212121212122,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.06060606060606061,0.5151515151515151,0.15151515151515152,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304
#arbate,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,25.484848484848484,7.757575757575759,0.30681818181818193,0.36363636363636365,0.24242424242424243,2.0606060606060606,0.6060606060606061,0.48484848484848486,0.12121212121212122,0.48484848484848486,0.12121212121212122,0.6060606060606061,0.12121212121212122,0.24242424242424243,0.12121212121212122,0.12121212121212122,0.12121212121212122
#euryale,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,7.757575757575759,17.45454545454546,1.9461279461279475,0.8181818181818182,0.3787878787878789,0.08734402852049919,0.09696969696969703,0.007575757575757562,0.2727272727272727,3.3409090909090917,1.9393939393939397,1.3636363636363638,0.2727272727272727,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.2727272727272727
#moron,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.30681818181818193,1.9461279461279475,6.818181818181823,1.6363636363636365,0.007575757575757562,0.008021390374331588,0.02727272727272722,0.015151515151515124,0.5454545454545454,0.30681818181818193,0.3787878787878789,0.19393939393939405,0.3787878787878789,0.007575757575757562,0.5454545454545454,0.5454545454545454,0.5454545454545454
