VALEUR,#caïphe,#pilate,#madeleine,#jesus,#un-docteur,#le-bourgeois,#un-pretre,#zeline,#un-autre-docteur,#un-negociant,#un-bourgeois,#la-femme,#le-disciple,#pierre,#un-disciple,#judas,#le-docteur,#le-peuple,#le-pretre,#un-membre-de-la-suite-de-caïphe,#l-un-d-eux
#l-un-d-eux,0.17543859649122806,0.21052631578947367,0.19298245614035087,0.2982456140350877,0.08771929824561403,0.017543859649122806,0.10526315789473684,0.017543859649122806,0.017543859649122806,0.05263157894736842,0.07017543859649122,0.017543859649122806,0.03508771929824561,0.12280701754385964,0.05263157894736842,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.017543859649122806,55.017543859649116
Successions,#caïphe,#pilate,#madeleine,#jesus,#un-docteur,#le-bourgeois,#un-pretre,#zeline,#un-autre-docteur,#un-negociant,#un-bourgeois,#la-femme,#le-disciple,#pierre,#un-disciple,#judas,#le-docteur,#le-peuple,#le-pretre,#un-membre-de-la-suite-de-caïphe,#l-un-d-eux
#caïphe,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
#pilate,0.36,0.08,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.08,0.04,0.04,0.0,0.08,0.04,0.0,0.0
#madeleine,0.0,0.2,0.26666666666666666,0.06666666666666667,0.0,0.0,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jesus,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.03571428571428571
#un-docteur,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-bourgeois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-pretre,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#zeline,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-autre-docteur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-negociant,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-bourgeois,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-bourgeois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-disciple,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pierre,0.1,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-disciple,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#judas,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-bourgeois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-autre-docteur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#zeline,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#zeline,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-autre-docteur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
