VALEUR,#don-carlos,#don-pedre,#alfonce,#olympe,#don-alexis,#don-leonard,#marcelle,#don-alvare,#la-vice-reine,#lucille,#les-quatre-hommes-masques,#le-masque,#la-dame-masquee,#la-dame,#la-premiere-dame,#la-seconde-dame,#le-page,#le-garde,#une-dame
#marcelle,4.54054054054054,1.5135135135135134,0.43243243243243246,0.6246621621621622,4.084942084942084,0.3806306306306305,22.72972972972973,2.168168168168168,1.2972972972972974,0.6486486486486487,0.21621621621621623,0.21621621621621623,0.43243243243243246,0.8648648648648649,0.21621621621621623,0.21621621621621623,0.43243243243243246,0.43243243243243246,0.21621621621621623
#don-alvare,3.3038753038753037,1.7027027027027029,0.4864864864864865,0.8435435435435437,0.988416988416988,4.422422422422421,2.168168168168168,21.189189189189186,0.14464464464464474,0.7297297297297297,0.24324324324324326,0.24324324324324326,0.4864864864864865,0.972972972972973,0.24324324324324326,0.24324324324324326,0.542042042042042,0.4864864864864865,0.24324324324324326
#la-vice-reine,0.04826254826254823,0.016087516087516077,0.32432432432432434,0.08828828828828823,1.135135135135135,0.0007507507507507477,1.2972972972972974,0.14464464464464474,25.972972972972972,4.708708708708708,0.16216216216216217,0.16216216216216217,0.32432432432432434,0.6486486486486487,0.16216216216216217,0.16216216216216217,1.4076576576576574,0.32432432432432434,0.16216216216216217
#lucille,0.051909051909051936,3.615186615186616,0.16216216216216217,0.8108108108108109,0.5675675675675675,0.4864864864864865,0.6486486486486487,0.7297297297297297,4.708708708708708,31.24324324324324,0.08108108108108109,0.08108108108108109,0.16216216216216217,0.32432432432432434,0.08108108108108109,0.08108108108108109,0.16216216216216217,0.16216216216216217,0.08108108108108109
#les-quatre-hommes-masques,0.3294723294723295,0.18918918918918917,0.05405405405405406,1.9702702702702701,0.18918918918918917,0.16216216216216217,0.21621621621621623,0.24324324324324326,0.16216216216216217,0.08108108108108109,35.02702702702703,0.02702702702702703,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.02702702702702703
#le-masque,0.3294723294723295,0.18918918918918917,0.05405405405405406,0.2702702702702703,0.18918918918918917,0.16216216216216217,0.21621621621621623,0.24324324324324326,0.16216216216216217,0.08108108108108109,0.02702702702702703,35.02702702702703,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.02702702702702703
#la-dame-masquee,0.658944658944659,0.37837837837837834,0.10810810810810811,0.5405405405405406,0.37837837837837834,0.32432432432432434,0.43243243243243246,0.4864864864864865,0.32432432432432434,0.16216216216216217,0.05405405405405406,0.05405405405405406,33.108108108108105,14.716216216216216,16.554054054054053,16.554054054054053,0.10810810810810811,0.10810810810810811,0.05405405405405406
#la-dame,1.317889317889318,0.7567567567567567,0.21621621621621623,0.006081081081081089,0.7567567567567567,0.6486486486486487,0.8648648648648649,0.972972972972973,0.6486486486486487,0.32432432432432434,0.10810810810810811,0.10810810810810811,14.716216216216216,29.43243243243243,7.358108108108108,7.358108108108108,0.21621621621621623,0.21621621621621623,7.358108108108108
#la-premiere-dame,0.3294723294723295,0.18918918918918917,0.05405405405405406,0.2702702702702703,0.18918918918918917,0.16216216216216217,0.21621621621621623,0.24324324324324326,0.16216216216216217,0.08108108108108109,0.02702702702702703,0.02702702702702703,16.554054054054053,7.358108108108108,35.02702702702703,35.02702702702703,0.05405405405405406,0.05405405405405406,0.02702702702702703
#la-premiere-dame,0.3294723294723295,0.18918918918918917,0.05405405405405406,0.2702702702702703,0.18918918918918917,0.16216216216216217,0.21621621621621623,0.24324324324324326,0.16216216216216217,0.08108108108108109,0.02702702702702703,0.02702702702702703,16.554054054054053,7.358108108108108,35.02702702702703,35.02702702702703,0.05405405405405406,0.05405405405405406,0.02702702702702703
#le-page,0.016087516087516077,0.37837837837837834,0.10810810810810811,0.39054054054054044,0.37837837837837834,1.4076576576576574,0.43243243243243246,0.542042042042042,1.4076576576576574,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.21621621621621623,0.05405405405405406,0.05405405405405406,33.108108108108105,0.10810810810810811,0.05405405405405406
#le-garde,0.658944658944659,0.37837837837837834,0.10810810810810811,0.5405405405405406,0.37837837837837834,0.32432432432432434,0.43243243243243246,0.4864864864864865,0.32432432432432434,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.21621621621621623,0.05405405405405406,0.05405405405405406,0.10810810810810811,33.108108108108105,0.05405405405405406
#une-dame,0.3294723294723295,0.18918918918918917,0.05405405405405406,1.9702702702702701,0.18918918918918917,0.16216216216216217,0.21621621621621623,0.24324324324324326,0.16216216216216217,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.05405405405405406,7.358108108108108,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.05405405405405406,35.02702702702703
Successions,#don-carlos,#don-pedre,#alfonce,#olympe,#don-alexis,#don-leonard,#marcelle,#don-alvare,#la-vice-reine,#lucille,#les-quatre-hommes-masques,#le-masque,#la-dame-masquee,#la-dame,#la-premiere-dame,#la-seconde-dame,#le-page,#le-garde,#une-dame
#don-carlos,0.08,0.35,0.04,0.13,0.0,0.01,0.01,0.02,0.04,0.1,0.01,0.01,0.02,0.08,0.01,0.02,0.0,0.06,0.01
#don-pedre,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#alfonce,0.5555555555555556,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#olympe,0.3888888888888889,0.0,0.1111111111111111,0.0,0.027777777777777776,0.08333333333333333,0.25,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0
#don-alexis,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.5833333333333334,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-leonard,0.05263157894736842,0.0,0.0,0.21052631578947367,0.05263157894736842,0.0,0.3157894736842105,0.3157894736842105,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marcelle,0.0,0.0,0.0,0.2,0.4444444444444444,0.15555555555555556,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#don-alvare,0.09090909090909091,0.0,0.0,0.09090909090909091,0.3939393939393939,0.21212121212121213,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-vice-reine,0.2777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0
#lucille,0.29411764705882354,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-quatre-hommes-masques,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-masque,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-masque,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-masque,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-premiere-dame,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
#la-seconde-dame,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
#le-page,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-masque,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-quatre-hommes-masques,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
