VALEUR,#don-carlos,#don-pedre,#alfonce,#olympe,#don-alexis,#don-leonard,#marcelle,#don-alvare,#la-vice-reine,#lucille,#les-quatre-hommes-masques,#le-masque,#la-dame-masquee,#la-dame,#la-premiere-dame,#la-seconde-dame,#le-page,#le-garde,#une-dame
Fréquences (scènes),0.5675675675675675,0.1891891891891892,0.05405405405405406,0.2702702702702703,0.1891891891891892,0.16216216216216217,0.21621621621621623,0.24324324324324326,0.16216216216216217,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.02702702702702703
Fréquences(répliques),0.2987736900780379,0.0758082497212932,0.021739130434782608,0.12207357859531773,0.0875139353400223,0.0451505016722408,0.13154960981047936,0.06020066889632107,0.044593088071348944,0.05406911928651059,0.0011148272017837235,0.006688963210702341,0.01560758082497213,0.017837235228539576,0.002787068004459309,0.002787068004459309,0.0011148272017837235,0.006688963210702341,0.0039018952062430325
Confrontation,0.20481927710843373,0.060240963855421686,0.018072289156626505,0.10240963855421686,0.06626506024096386,0.06626506024096386,0.06626506024096386,0.09036144578313253,0.06626506024096386,0.03614457831325301,0.012048192771084338,0.006024096385542169,0.03614457831325301,0.060240963855421686,0.024096385542168676,0.024096385542168676,0.030120481927710843,0.012048192771084338,0.018072289156626505
Déviations,#don-carlos,#don-pedre,#alfonce,#olympe,#don-alexis,#don-leonard,#marcelle,#don-alvare,#la-vice-reine,#lucille,#les-quatre-hommes-masques,#le-masque,#la-dame-masquee,#la-dame,#la-premiere-dame,#la-seconde-dame,#le-page,#le-garde,#une-dame
#don-carlos,6.918918918918918,2.306306306306306,0.016087516087516077,0.08043758043758058,3.9729729729729732,1.6990561990561992,4.54054054054054,3.3038753038753046,0.048262548262548326,0.05190905190905185,0.3294723294723295,0.3294723294723295,0.658944658944659,1.317889317889318,0.3294723294723295,0.3294723294723295,0.016087516087516077,0.658944658944659,0.3294723294723295
#don-pedre,2.3063063063063063,24.324324324324323,0.37837837837837834,1.891891891891892,1.3243243243243243,1.135135135135135,1.5135135135135134,1.7027027027027029,0.016087516087516077,3.615186615186616,0.18918918918918917,0.18918918918918917,0.37837837837837834,0.7567567567567567,0.18918918918918917,0.18918918918918917,0.37837837837837834,0.37837837837837834,0.18918918918918917
#alfonce,0.016087516087516077,0.37837837837837834,33.108108108108105,0.39054054054054044,1.021235521235521,0.32432432432432434,0.43243243243243246,0.4864864864864865,0.32432432432432434,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.21621621621621623,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.10810810810810811,0.05405405405405406
#olympe,0.08043758043758038,1.891891891891892,0.39054054054054044,19.702702702702705,0.006177606177606152,0.23828828828828835,0.6246621621621622,0.8435435435435437,0.08828828828828823,0.8108108108108109,1.9702702702702701,0.2702702702702703,0.5405405405405406,0.006081081081081089,0.2702702702702703,0.2702702702702703,0.39054054054054044,0.5405405405405406,1.9702702702702701
#don-alexis,3.972972972972973,1.3243243243243243,1.021235521235521,0.006177606177606152,24.324324324324323,0.016087516087516077,4.084942084942084,0.988416988416988,1.135135135135135,0.5675675675675675,0.18918918918918917,0.18918918918918917,0.37837837837837834,0.7567567567567567,0.18918918918918917,0.18918918918918917,0.37837837837837834,0.37837837837837834,0.18918918918918917
#don-leonard,1.699056199056199,1.135135135135135,0.32432432432432434,0.23828828828828835,0.016087516087516077,25.972972972972972,0.3806306306306305,4.422422422422421,0.0007507507507507477,0.4864864864864865,0.16216216216216217,0.16216216216216217,0.32432432432432434,0.6486486486486487,0.16216216216216217,0.16216216216216217,1.4076576576576574,0.32432432432432434,0.16216216216216217
