VALEUR,#oedipe,#zaïre,#alzire,#artemire,#herode #mariamne,#brutus,#eriphile,#la-mort-de-cesar,#mahomet,#merope,#semiramis,#le-duc-de-foix,#rome-sauvee,#l-orphelin-de-la-chine,#tancrede,#toutes-les-tragedies
Fréquences (scènes),1.0,0.7272727272727273,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.2727272727272727,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.18181818181818182
Fréquences(répliques),0.045454545454545456,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318181818181818,0.0
Confrontation,0.09445843828715365,0.08690176322418136,0.07808564231738035,0.037783375314861464,0.05163727959697733,0.07934508816120907,0.037783375314861464,0.0743073047858942,0.0743073047858942,0.08312342569269521,0.08312342569269521,0.04408060453400504,0.0327455919395466,0.0654911838790932,0.05163727959697733,0.02518891687657431
Déviations,#oedipe,#zaïre,#alzire,#artemire,#herode #mariamne,#brutus,#eriphile,#la-mort-de-cesar,#mahomet,#merope,#semiramis,#le-duc-de-foix,#rome-sauvee,#l-orphelin-de-la-chine,#tancrede,#toutes-les-tragedies
#oedipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#zaïre,0.0,0.818181818181818,0.715909090909091,0.30681818181818193,0.409090909090909,0.16233766233766236,0.30681818181818193,0.0928030303030304,0.0928030303030304,0.16233766233766236,0.16233766233766236,0.30681818181818193,0.2045454545454545,0.5113636363636365,0.03636363636363639,0.2045454545454545
#alzire,0.0,0.715909090909091,1.4545454545454553,0.6233766233766236,0.8311688311688312,0.06679035250463833,0.6233766233766236,0.365800865800866,0.365800865800866,0.06679035250463833,0.06679035250463833,0.6233766233766236,0.4155844155844156,0.21038961038961046,0.01038961038961037,0.05844155844155843
#artemire,0.0,0.30681818181818193,0.6233766233766233,5.8181818181818175,0.7575757575757578,0.6233766233766233,5.8181818181818175,0.08080808080808087,0.08080808080808087,0.004329004329004321,0.004329004329004321,0.040404040404040435,0.3787878787878789,0.2969696969696971,0.09696969696969691,0.5454545454545454
#herode #mariamne,0.0,0.409090909090909,0.8311688311688312,0.7575757575757578,4.454545454545454,0.08116883116883118,0.7575757575757578,0.30681818181818193,0.30681818181818193,0.08116883116883118,0.08116883116883118,3.3409090909090917,2.227272727272727,0.018181818181818195,0.018181818181818195,0.10227272727272725
#brutus,0.0,0.16233766233766236,0.06679035250463833,0.6233766233766236,0.08116883116883118,1.4545454545454553,0.6233766233766236,0.365800865800866,0.365800865800866,0.5361781076066794,0.5361781076066794,0.004329004329004343,0.4155844155844156,1.038961038961039,0.01038961038961037,0.4155844155844156
#artemire,0.0,0.30681818181818193,0.6233766233766233,5.8181818181818175,0.7575757575757578,0.6233766233766233,5.8181818181818175,0.08080808080808087,0.08080808080808087,0.004329004329004321,0.004329004329004321,0.040404040404040435,0.3787878787878789,0.2969696969696971,0.09696969696969691,0.5454545454545454
#la-mort-de-cesar,0.0,0.0928030303030304,0.3658008658008657,0.08080808080808087,0.30681818181818193,0.3658008658008657,0.08080808080808087,2.2727272727272734,2.2727272727272734,1.2467532467532465,1.2467532467532465,1.1363636363636367,0.7575757575757578,0.5939393939393942,0.027272727272727317,0.007575757575757562
#la-mort-de-cesar,0.0,0.0928030303030304,0.3658008658008657,0.08080808080808087,0.30681818181818193,0.3658008658008657,0.08080808080808087,2.2727272727272734,2.2727272727272734,1.2467532467532465,1.2467532467532465,1.1363636363636367,0.7575757575757578,0.5939393939393942,0.027272727272727317,0.007575757575757562
#merope,0.0,0.16233766233766236,0.06679035250463833,0.004329004329004343,0.08116883116883118,0.5361781076066794,0.004329004329004343,1.2467532467532472,1.2467532467532472,1.4545454545454553,1.4545454545454553,0.6233766233766236,0.4155844155844156,1.038961038961039,0.21038961038961046,0.4155844155844156
#merope,0.0,0.16233766233766236,0.06679035250463833,0.004329004329004343,0.08116883116883118,0.5361781076066794,0.004329004329004343,1.2467532467532472,1.2467532467532472,1.4545454545454553,1.4545454545454553,0.6233766233766236,0.4155844155844156,1.038961038961039,0.21038961038961046,0.4155844155844156
#le-duc-de-foix,0.0,0.30681818181818193,0.6233766233766233,0.040404040404040435,3.3409090909090917,0.004329004329004321,0.040404040404040435,1.1363636363636367,1.1363636363636367,0.6233766233766233,0.6233766233766233,5.8181818181818175,3.8787878787878793,0.2969696969696971,0.2969696969696971,0.3787878787878789
#rome-sauvee,0.0,0.2045454545454545,0.4155844155844156,0.3787878787878789,2.227272727272727,0.4155844155844156,0.3787878787878789,0.7575757575757578,0.7575757575757578,0.4155844155844156,0.4155844155844156,3.8787878787878793,7.363636363636362,1.3090909090909089,0.009090909090909097,1.1136363636363635
#l-orphelin-de-la-chine,0.0,0.5113636363636361,0.21038961038961046,0.2969696969696971,0.018181818181818146,1.038961038961039,0.2969696969696971,0.5939393939393942,0.5939393939393942,1.038961038961039,1.038961038961039,0.2969696969696971,1.3090909090909089,3.2727272727272734,0.2327272727272729,1.3090909090909089
#tancrede,0.0,0.03636363636363629,0.01038961038961037,0.09696969696969691,0.018181818181818146,0.01038961038961037,0.09696969696969691,0.027272727272727317,0.027272727272727317,0.21038961038961046,0.21038961038961046,0.2969696969696971,0.009090909090909073,0.2327272727272729,3.2727272727272734,1.3090909090909089
#toutes-les-tragedies,0.0,0.2045454545454545,0.05844155844155843,0.5454545454545454,0.10227272727272725,0.4155844155844156,0.5454545454545454,0.007575757575757562,0.007575757575757562,0.4155844155844156,0.4155844155844156,0.3787878787878789,1.1136363636363635,1.3090909090909089,1.3090909090909089,7.363636363636362
Successions,#oedipe,#zaïre,#alzire,#artemire,#herode #mariamne,#brutus,#eriphile,#la-mort-de-cesar,#mahomet,#merope,#semiramis,#le-duc-de-foix,#rome-sauvee,#l-orphelin-de-la-chine,#tancrede,#toutes-les-tragedies
#oedipe,0.0,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.09523809523809523,0.0,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.2619047619047619,0.0
#zaïre,0.28,0.0,0.24,0.0,0.08,0.08,0.0,0.0,0.0,0.08,0.16,0.0,0.04,0.0,0.04,0.0
#alzire,0.2631578947368421,0.3157894736842105,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0
#artemire,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
#herode #mariamne,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0
#brutus,0.4090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.13636363636363635,0.0
#eriphile,0.125,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0
#la-mort-de-cesar,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0
#mahomet,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.25,0.0
#merope,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.0
#semiramis,0.1875,0.0,0.125,0.0,0.0,0.0625,0.0625,0.0,0.125,0.25,0.0,0.0,0.0625,0.0625,0.0625,0.0
#le-duc-de-foix,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
#rome-sauvee,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0
#l-orphelin-de-la-chine,0.2,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.2,0.0
#tancrede,0.18181818181818182,0.09090909090909091,0.0,0.06060606060606061,0.0,0.12121212121212122,0.030303030303030304,0.0,0.030303030303030304,0.15151515151515152,0.06060606060606061,0.09090909090909091,0.0,0.12121212121212122,0.0,0.06060606060606061
#toutes-les-tragedies,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
