VALEUR,#homurin,#linval,#premier-habitue,#deuxieme-habitue,#germon,#linval #humorin,#humorin,#blanchet-pere,#la-mere-cloutier,#manon,#blanchet-fils,#cadet,#blanchet,#le-petit-roussel,#la-mere-roussel,#beuglan,#tous,#grignardet,#madame-grugeot,#mademoiselle-grugeot,#madame-grugeot #la-mere-roussel #beuglan,#jobar,#l-amour
#germon,12.568965517241379,12.568965517241379,12.568965517241379,0.034482758620689655,27.034482758620694,27.034482758620694,27.034482758620694,0.13793103448275862,0.2413793103448276,0.3448275862068966,0.3448275862068966,0.5862068965517241,0.06896551724137931,0.10344827586206896,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.27586206896551724,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655
#blanchet-pere,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,21.551724137931032,0.001231527093596056,1.3793103448275863,1.9043103448275858,0.18306288032454374,0.27586206896551724,0.41379310344827586,0.009698275862068962,0.03591954022988506,1.9008620689655176,0.5517241379310345,1.103448275862069,0.5517241379310345,0.13793103448275862,0.13793103448275862,0.13793103448275862
#la-mere-cloutier,0.48275862068965514,0.48275862068965514,0.48275862068965514,0.24137931034482757,0.24137931034482757,0.24137931034482757,0.24137931034482757,0.0012315270935960641,16.68965517241379,1.0423645320197046,0.07093596059113298,0.2967255867864385,0.48275862068965514,0.10509031198686371,0.44889162561576346,0.138752052545156,0.5541871921182268,0.0012315270935960641,0.44889162561576346,0.0012315270935960641,2.38423645320197,2.38423645320197,2.38423645320197
#manon,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.3448275862068966,1.3793103448275863,1.0423645320197046,12.44827586206896,0.08827586206896544,0.12677484787018248,2.489655172413793,0.0011494252873563264,1.1211206896551724,0.5522988505747127,0.6896551724137931,1.3793103448275863,2.7586206896551726,1.3793103448275863,0.3448275862068966,0.3448275862068966,0.3448275862068966
#blanchet-fils,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.3448275862068966,1.9043103448275858,0.07093596059113298,0.08827586206896544,12.44827586206896,0.2208924949290062,2.489655172413793,0.9011494252873562,0.02112068965517238,0.41896551724137915,2.489655172413793,0.10431034482758625,1.1211206896551724,0.10431034482758625,1.2448275862068965,1.2448275862068965,1.2448275862068965
#cadet,1.1724137931034482,1.1724137931034482,1.1724137931034482,0.5862068965517241,0.5862068965517241,0.5862068965517241,0.5862068965517241,0.18306288032454374,0.2967255867864389,0.12677484787018273,0.2208924949290058,4.965517241379311,0.025354969574036483,0.8762677484787019,0.020537525354969628,1.7525354969574038,0.5841784989858014,0.18306288032454374,0.020537525354969628,0.18306288032454374,0.2920892494929007,0.2920892494929007,0.2920892494929007
#blanchet,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.27586206896551724,0.4827586206896552,2.489655172413793,2.489655172413793,0.025354969574036483,25.137931034482758,3.040229885057472,0.36422413793103453,0.41379310344827586,0.13793103448275862,0.27586206896551724,0.5517241379310345,0.27586206896551724,0.06896551724137931,0.06896551724137931,0.06896551724137931
#le-petit-roussel,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.41379310344827586,0.10509031198686371,0.0011494252873563264,0.9011494252873562,0.8762677484787024,3.040229885057472,23.310344827586206,5.702586206896552,3.0651340996168583,3.040229885057472,6.080459770114944,0.03591954022988506,0.8304597701149428,7.770114942528736,7.770114942528736,7.770114942528736
#la-mere-roussel,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.009698275862068962,0.44889162561576357,1.1211206896551724,0.02112068965517238,0.020537525354969628,0.36422413793103453,5.702586206896552,15.20689655172414,1.0926724137931034,3.801724137931035,3.259698275862069,3.535021551724138,3.259698275862069,1.9008620689655176,1.9008620689655176,1.9008620689655176
#beuglan,0.41379310344827586,0.41379310344827586,0.41379310344827586,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.03591954022988506,0.138752052545156,0.5522988505747127,0.41896551724137915,1.7525354969574047,0.41379310344827586,3.0651340996168583,1.0926724137931034,18.24137931034483,6.080459770114944,5.702586206896552,0.07183908045977012,0.03591954022988506,3.040229885057472,3.040229885057472,3.040229885057472
#tous,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,1.9008620689655176,0.5541871921182264,0.6896551724137931,2.489655172413793,0.5841784989858014,0.13793103448275862,3.040229885057472,3.801724137931035,6.080459770114944,25.137931034482758,1.9008620689655176,0.36422413793103453,1.9008620689655176,12.568965517241379,12.568965517241379,12.568965517241379
#grignardet,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.5517241379310345,0.001231527093596056,1.3793103448275863,0.10431034482758625,0.18306288032454374,0.27586206896551724,6.080459770114944,3.259698275862069,5.702586206896552,1.9008620689655176,21.551724137931032,3.259698275862069,0.36422413793103453,5.387931034482758,5.387931034482758,5.387931034482758
#madame-grugeot,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.27586206896551724,1.103448275862069,0.44889162561576357,2.7586206896551726,1.1211206896551724,0.020537525354969628,0.5517241379310345,0.03591954022988506,3.535021551724138,0.07183908045977012,0.36422413793103453,3.259698275862069,15.20689655172414,7.60344827586207,1.9008620689655176,1.9008620689655176,1.9008620689655176
#mademoiselle-grugeot,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.5517241379310345,0.001231527093596056,1.3793103448275863,0.10431034482758625,0.18306288032454374,0.27586206896551724,0.8304597701149428,3.259698275862069,0.03591954022988506,1.9008620689655176,0.36422413793103453,7.60344827586207,21.551724137931032,5.387931034482758,5.387931034482758,5.387931034482758
#madame-grugeot #la-mere-roussel #beuglan,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,2.38423645320197,0.3448275862068966,1.2448275862068965,0.2920892494929007,0.06896551724137931,7.770114942528736,1.9008620689655176,3.040229885057472,12.568965517241379,5.387931034482758,1.9008620689655176,5.387931034482758,27.034482758620694,27.034482758620694,27.034482758620694
#madame-grugeot #la-mere-roussel #beuglan,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,2.38423645320197,0.3448275862068966,1.2448275862068965,0.2920892494929007,0.06896551724137931,7.770114942528736,1.9008620689655176,3.040229885057472,12.568965517241379,5.387931034482758,1.9008620689655176,5.387931034482758,27.034482758620694,27.034482758620694,27.034482758620694
#madame-grugeot #la-mere-roussel #beuglan,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,2.38423645320197,0.3448275862068966,1.2448275862068965,0.2920892494929007,0.06896551724137931,7.770114942528736,1.9008620689655176,3.040229885057472,12.568965517241379,5.387931034482758,1.9008620689655176,5.387931034482758,27.034482758620694,27.034482758620694,27.034482758620694
Successions,#homurin,#linval,#premier-habitue,#deuxieme-habitue,#germon,#linval #humorin,#humorin,#blanchet-pere,#la-mere-cloutier,#manon,#blanchet-fils,#cadet,#blanchet,#le-petit-roussel,#la-mere-roussel,#beuglan,#tous,#grignardet,#madame-grugeot,#mademoiselle-grugeot,#madame-grugeot #la-mere-roussel #beuglan,#jobar,#l-amour
#homurin,0.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#linval,0.8666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-habitue,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deuxieme-habitue,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#germon,0.2857142857142857,0.5,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#linval #humorin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#linval #humorin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#blanchet-pere,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-mere-cloutier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682926829268293,0.0,0.3170731707317073,0.14634146341463414,0.24390243902439024,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0
#manon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.3684210526315789,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#blanchet-fils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.13636363636363635,0.29545454545454547,0.022727272727272728,0.38636363636363635,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.0
#cadet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036036036036036,0.09009009009009009,0.09009009009009009,0.15315315315315314,0.036036036036036036,0.018018018018018018,0.02702702702702703,0.06306306306306306,0.15315315315315314,0.009009009009009009,0.09009009009009009,0.0990990990990991,0.06306306306306306,0.009009009009009009,0.036036036036036036,0.02702702702702703
#blanchet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-petit-roussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
#la-mere-roussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.07692307692307693,0.0,0.0,0.0
#beuglan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.8260869565217391,0.0,0.043478260869565216,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0
#tous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#grignardet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0
#madame-grugeot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.2647058823529412,0.0,0.029411764705882353,0.4117647058823529,0.08823529411764706,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0
#mademoiselle-grugeot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.11764705882352941,0.0,0.0,0.17647058823529413,0.47058823529411764,0.0,0.0,0.0,0.0
#madame-grugeot #la-mere-roussel #beuglan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#madame-grugeot #la-mere-roussel #beuglan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-amour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
