VALEUR,#homurin,#linval,#premier-habitue,#deuxieme-habitue,#germon,#linval #humorin,#humorin,#blanchet-pere,#la-mere-cloutier,#manon,#blanchet-fils,#cadet,#blanchet,#le-petit-roussel,#la-mere-roussel,#beuglan,#tous,#grignardet,#madame-grugeot,#mademoiselle-grugeot,#madame-grugeot #la-mere-roussel #beuglan,#jobar,#l-amour
Fréquences (scènes),0.06896551724137931,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.2413793103448276,0.3448275862068966,0.3448275862068966,0.5862068965517241,0.06896551724137931,0.10344827586206896,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.27586206896551724,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655
Fréquences(répliques),0.11041009463722397,0.21451104100946372,0.00946372239747634,0.0031545741324921135,0.17350157728706625,0.0031545741324921135,0.012618296529968454,0.0,0.0,0.0,0.06309148264984227,0.21451104100946372,0.00946372239747634,0.03470031545741325,0.0,0.025236593059936908,0.0,0.04416403785488959,0.0473186119873817,0.01892744479495268,0.0,0.012618296529968454,0.0031545741324921135
Confrontation,0.020942408376963352,0.020942408376963352,0.020942408376963352,0.007853403141361256,0.013089005235602094,0.013089005235602094,0.013089005235602094,0.02617801047120419,0.05235602094240838,0.04712041884816754,0.08900523560209424,0.12827225130890052,0.01832460732984293,0.0549738219895288,0.08900523560209424,0.07329842931937172,0.04450261780104712,0.0549738219895288,0.06806282722513089,0.049738219895287955,0.031413612565445025,0.031413612565445025,0.031413612565445025
Déviations,#homurin,#linval,#premier-habitue,#deuxieme-habitue,#germon,#linval #humorin,#humorin,#blanchet-pere,#la-mere-cloutier,#manon,#blanchet-fils,#cadet,#blanchet,#le-petit-roussel,#la-mere-roussel,#beuglan,#tous,#grignardet,#madame-grugeot,#mademoiselle-grugeot,#madame-grugeot #la-mere-roussel #beuglan,#jobar,#l-amour
#homurin,25.137931034482758,25.137931034482758,25.137931034482758,12.568965517241379,12.568965517241379,12.568965517241379,12.568965517241379,0.27586206896551724,0.4827586206896552,0.6896551724137931,0.6896551724137931,1.1724137931034482,0.13793103448275862,0.20689655172413793,0.5517241379310345,0.41379310344827586,0.13793103448275862,0.27586206896551724,0.5517241379310345,0.27586206896551724,0.06896551724137931,0.06896551724137931,0.06896551724137931
#homurin,25.137931034482758,25.137931034482758,25.137931034482758,12.568965517241379,12.568965517241379,12.568965517241379,12.568965517241379,0.27586206896551724,0.4827586206896552,0.6896551724137931,0.6896551724137931,1.1724137931034482,0.13793103448275862,0.20689655172413793,0.5517241379310345,0.41379310344827586,0.13793103448275862,0.27586206896551724,0.5517241379310345,0.27586206896551724,0.06896551724137931,0.06896551724137931,0.06896551724137931
#homurin,25.137931034482758,25.137931034482758,25.137931034482758,12.568965517241379,12.568965517241379,12.568965517241379,12.568965517241379,0.27586206896551724,0.4827586206896552,0.6896551724137931,0.6896551724137931,1.1724137931034482,0.13793103448275862,0.20689655172413793,0.5517241379310345,0.41379310344827586,0.13793103448275862,0.27586206896551724,0.5517241379310345,0.27586206896551724,0.06896551724137931,0.06896551724137931,0.06896551724137931
#deuxieme-habitue,12.568965517241379,12.568965517241379,12.568965517241379,27.034482758620694,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.2413793103448276,0.3448275862068966,0.3448275862068966,0.5862068965517241,0.06896551724137931,0.10344827586206896,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.27586206896551724,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655
#germon,12.568965517241379,12.568965517241379,12.568965517241379,0.034482758620689655,27.034482758620694,27.034482758620694,27.034482758620694,0.13793103448275862,0.2413793103448276,0.3448275862068966,0.3448275862068966,0.5862068965517241,0.06896551724137931,0.10344827586206896,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.27586206896551724,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655
#germon,12.568965517241379,12.568965517241379,12.568965517241379,0.034482758620689655,27.034482758620694,27.034482758620694,27.034482758620694,0.13793103448275862,0.2413793103448276,0.3448275862068966,0.3448275862068966,0.5862068965517241,0.06896551724137931,0.10344827586206896,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.27586206896551724,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655
